"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5572"	"spectra.count.P5572"	"dNSAF.P5572"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q96T88-1,Q96T88-2"	"Q96T88-[1,2]"	"UHRF1_HUMAN"	"E3 ubiquitin-protein ligase UHRF1"	"UHRF1"	1	1	4.90914920291945e-05	1	1	0	0	"protein ubiquitination involved in ubiquitin-dependent protein catabolic process;histone monoubiquitination;positive regulation of transcription from RNA polymerase II promoter;transcription;cell cycle;positive regulation of cellular protein metabolic process;maintenance of DNA methylation;DNA repair;positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity;cell proliferation;protein autoubiquitination;negative regulation of transcription from RNA polymerase II promoter"	"nuclear matrix;heterochromatin;replication fork;euchromatin;nuclear chromatin"	"nucleosomal histone binding;methylated histone residue binding;identical protein binding;methyl-CpG binding;ubiquitin-protein ligase activity;hemi-methylated DNA-binding;core promoter proximal region sequence-specific DNA binding;sequence-specific DNA binding transcription factor activity;zinc ion binding"
"Q99714-1"	"Q99714-1"	"HCD2_HUMAN"	"3-hydroxyacyl-CoA dehydrogenase type-2"	"HSD17B10"	7	10	0.00298310752330661	7	10	0	0	"tRNA processing;lipid metabolic process;branched-chain amino acid catabolic process;cellular nitrogen compound metabolic process"	"mitochondrial matrix;endoplasmic reticulum;plasma membrane;mitochondrial inner membrane"	"testosterone dehydrogenase [NAD(P)] activity;cholate 7-alpha-dehydrogenase activity;3-hydroxyacyl-CoA dehydrogenase activity;3-hydroxy-2-methylbutyryl-CoA dehydrogenase activity"
"Q99729-2,Q99729-3"	"Q99729-[2,3]"	"ROAA_HUMAN"	"Heterogeneous nuclear ribonucleoprotein A/B"	"HNRNPAB"	3	3	0.000386950377985539	3	3	0	1	"positive regulation of transcription;epithelial to mesenchymal transition"	"nucleus;ribonucleoprotein complex;cytoplasm"	"mRNA binding;nucleotide binding"
"Q9BWF3-1"	"Q9BWF3-1"	"RBM4_HUMAN"	"RNA-binding protein 4"	"RBM4"	1	1	0.00021389864384149	1	1	0	0	"negative regulation of translational initiation;response to arsenic-containing substance;entrainment of circadian clock by photoperiod;circadian regulation of translation;regulation of nucleocytoplasmic transport;mRNA processing;regulation of alternative mRNA splicing;negative regulation of translation in response to stress;positive regulation of muscle cell differentiation;negative regulation of translation involved in gene silencing by miRNA;IRES-dependent translational initiation;RNA splicing;stress-activated MAPK cascade;cell differentiation;RNA processing"	"cytoplasmic stress granule;nuclear speck;nucleolus"	"mRNA 3'-UTR binding;zinc ion binding;miRNA binding;nucleotide binding;pre-mRNA intronic pyrimidine-rich binding"
"Q9BY77-1"	"Q9BY77-1"	"PDIP3_HUMAN"	"Polymerase delta-interacting protein 3"	"POLDIP3"	4	6	0.00110963096947699	4	6	0	0	"positive regulation of translation"	"cytoplasm;nuclear speck"	"nucleotide binding;RNA binding"
"Q9H4G4"	"Q9H4G4"	"GAPR1_HUMAN"	"Golgi-associated plant pathogenesis-related protein 1"	"GLIPR2"	1	2	0.0010111572254325	1	2	0.00128034786122204	0	""	"extracellular region;Golgi membrane"	""
"Q9NX24"	"Q9NX24"	"NHP2_HUMAN"	"H/ACA ribonucleoprotein complex subunit 2"	"NHP2"	1	2	0.00101776609618696	1	2	0.0012887161478967	0	"rRNA pseudouridine synthesis"	"Cajal body;small nucleolar ribonucleoprotein complex;nucleolus"	"snoRNA binding"
"Q9NZ45"	"Q9NZ45"	"CISD1_HUMAN"	"CDGSH iron-sulfur domain-containing protein 1"	"CISD1"	1	1	0.000720917651465764	1	1	0.00091284060476016	0	"regulation of cellular respiration"	"mitochondrion;integral to membrane;mitochondrial outer membrane"	"metal ion binding;2 iron"
"Q9P2E9-1,Q9P2E9-2,Q9P2E9-3"	"Q9P2E9-[1-3]"	"RRBP1_HUMAN"	"Ribosome-binding protein 1"	"RRBP1"	1	1	1.84064081225301e-05	1	1	0	0	"translation;protein transport;signal transduction"	"ribosome;integral to endoplasmic reticulum membrane"	"receptor activity"
"Q9UHV9"	"Q9UHV9"	"PFD2_HUMAN"	"Prefoldin subunit 2"	"PFDN2"	1	2	0.0010111572254325	1	2	0.00128034786122204	0	"'de novo' posttranslational protein folding"	"prefoldin complex;mitochondrion;nucleus"	"unfolded protein binding"
"Q9UHX1-2,Q9UHX1-4,Q9UHX1-6"	"Q9UHX1-[2,4,6]"	"PUF60_HUMAN"	"Poly(U)-binding-splicing factor PUF60"	"PUF60"	4	4	0.00018571045046703	4	4	0	0	"apoptotic process;mRNA processing;RNA splicing;transcription;regulation of transcription"	"nucleus;ribonucleoprotein complex"	"RNA binding;nucleotide binding;DNA binding"
"Q9Y277-1,Q9Y277-2"	"Q9Y277-[1,2]"	"VDAC3_HUMAN"	"Voltage-dependent anion-selective channel protein 3"	"VDAC3"	1	1	0.000160486968347502	1	1	0	3	"adenine transport"	"mitochondrial outer membrane;pore complex"	"porin activity;nucleotide binding;voltage-gated anion channel activity"
"Q9Y5L4"	"Q9Y5L4"	"TIM13_HUMAN"	"Mitochondrial import inner membrane translocase subunit Tim13"	"TIMM13"	1	1	0.00081956954061371	1	1	0.00103775563488523	0	"sensory perception of sound;cellular protein metabolic process;chaperone-mediated protein transport;protein targeting to mitochondrion"	"mitochondrial intermembrane space protein transporter complex;mitochondrial inner membrane"	"zinc ion binding"
"P14618-1"	"P14618-1"	"KPYM_HUMAN"	"Pyruvate kinase isozymes M1/M2"	"PKM"	22	45	0.00731542819505053	22	45	0	5	"small molecule metabolic process;glycolysis;programmed cell death"	"mitochondrion;cilium;plasma membrane;extracellular vesicular exosome;nucleus;cytosol"	"magnesium ion binding;ATP binding;potassium ion binding;pyruvate kinase activity"
"P33993-1"	"P33993-1"	"MCM7_HUMAN"	"DNA replication licensing factor MCM7"	"MCM7"	21	33	0.00357350557694573	21	33	0	0	"cell proliferation;DNA unwinding involved in DNA replication;response to DNA damage stimulus;G1/S transition of mitotic cell cycle;DNA strand elongation involved in DNA replication;response to drug;DNA replication initiation;cellular response to epidermal growth factor stimulus;regulation of phosphorylation"	"chromatin;cytosol;MCM complex;nucleoplasm"	"DNA helicase activity;ATP binding;single-stranded DNA binding"
"P68104"	"P68104"	"EF1A1_HUMAN"	"Elongation factor 1-alpha 1"	"EEF1A1"	20	54	0.0091004150288925	20	54	0.0115231307509984	0	"GTP catabolic process;transcription;regulation of transcription"	"eukaryotic translation elongation factor 1 complex;plasma membrane;cytosol;nucleus"	"GTPase activity;translation elongation factor activity;GTP binding"
"Q13885,Q9BVA1"	"Q13885, Q9BVA1"	"TBB2A_HUMAN, TBB2B_HUMAN"	"Tubulin beta-2A chain, Tubulin beta-2B chain"	"TUBB2A, TUBB2B"	0	0	0	0	0	0	49	"microtubule-based process;protein polymerization;'de novo' posttranslational protein folding;neuron migration"	"cytoplasm;microtubule;plasma membrane"	"GTPase activity;structural constituent of cytoskeleton;GTP binding"
"P07910-2"	"P07910-2"	"HNRPC_HUMAN"	"Heterogeneous nuclear ribonucleoproteins C1/C2"	"HNRNPC"	14	26	0.00712436267330872	14	26	0	2	"mRNA splicing"	"nucleoplasm;pronucleus;catalytic step 2 spliceosome"	"RNA binding;nucleotide binding;mRNA binding"
"P68032,P68133"	"P68032, P68133"	"ACTC_HUMAN, ACTS_HUMAN"	"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle"	"ACTA1, ACTC1"	1	5	0.00116647153154938	1	5	0.00147700999709204	34	"cardiac muscle contraction;cardiac myofibril assembly;skeletal muscle thin filament assembly;response to drug;muscle filament sliding;apoptotic process;cardiac muscle tissue morphogenesis;heart contraction;response to ethanol;skeletal muscle fiber adaptation;response to steroid hormone stimulus;cell growth;response to lithium ion;skeletal muscle fiber development;response to mechanical stimulus;response to extracellular stimulus"	"I band;actomyosin;extracellular vesicular exosome;cytosol;stress fiber;actin filament;striated muscle thin filament"	"myosin binding;ATPase activity;ATP binding;structural constituent of cytoskeleton;ADP binding"
"P68363"	"P68363"	"TBA1B_HUMAN"	"Tubulin alpha-1B chain"	"TUBA1B"	0	0	0	0	0	0	30	"'de novo' posttranslational protein folding;microtubule cytoskeleton organization;cell division;microtubule-based process;cellular response to interleukin-4;protein polymerization;cytoskeleton-dependent intracellular transport"	"microtubule;cytoplasmic microtubule"	"structural constituent of cytoskeleton;GTP binding;structural molecule activity;GTPase activity"
"Q71U36"	"Q71U36"	"TBA1A_HUMAN"	"Tubulin alpha-1A chain"	"TUBA1A"	1	2	0.00371168688847783	1	2	0.00469981349058335	28	"cytoskeleton-dependent intracellular transport;'de novo' posttranslational protein folding;G2/M transition of mitotic cell cycle;microtubule-based process;protein polymerization;cell division"	"cytoplasmic microtubule;microtubule;cytosol"	"structural molecule activity;structural constituent of cytoskeleton;GTP binding;GTPase activity"
"Q8NC51-1"	"Q8NC51-1"	"PAIRB_HUMAN"	"Plasminogen activator inhibitor 1 RNA-binding protein"	"SERBP1"	14	23	0.00438911628980627	14	23	0	0	"regulation of mRNA stability"	"cytoplasm;perinuclear region of cytoplasm;nucleus;plasma membrane"	"mRNA 3'-UTR binding"
"Q13509"	"Q13509"	"TBB3_HUMAN"	"Tubulin beta-3 chain"	"TUBB3"	0	0	0	0	0	0	39	"mitosis;'de novo' posttranslational protein folding;protein polymerization;axon guidance;microtubule-based process"	"axon;cytoplasm;microtubule;plasma membrane"	"structural constituent of cytoskeleton;peptide binding;GTPase activity;GTP binding"
"P34931"	"P34931"	"HS71L_HUMAN"	"Heat shock 70 kDa protein 1-like"	"HSPA1L"	0	0	0	0	0	0	29	"binding of sperm to zona pellucida;response to unfolded protein"	"zona pellucida receptor complex;mitochondrial matrix"	"ATP binding"
"P17066"	"P17066"	"HSP76_HUMAN"	"Heat shock 70 kDa protein 6"	"HSPA6"	0	0	0	0	0	0	24	"response to unfolded protein"	""	"ATP binding"
"P06748-1"	"P06748-1"	"NPM_HUMAN"	"Nucleophosmin"	"NPM1"	11	18	0.00476688406275321	11	18	0	0	"positive regulation of translation;centrosome cycle;regulation of eIF2 alpha phosphorylation by dsRNA;negative regulation of centrosome duplication;intracellular protein transport;ribosome assembly;regulation of centriole replication;DNA repair;cell aging;regulation of endodeoxyribonuclease activity;signal transduction;nucleocytoplasmic transport;positive regulation of NF-kappaB transcription factor activity;negative regulation of cell proliferation;viral process;negative regulation of apoptotic process;modulation by virus of host morphology or physiology;negative regulation of protein kinase activity by regulation of protein phosphorylation;regulation of endoribonuclease activity;CENP-A containing nucleosome assembly at centromere;protein oligomerization"	"nucleoplasm;ribonucleoprotein complex;cytosol;spindle pole centrosome;nucleolus"	"NF-kappaB binding;histone binding;Tat protein binding;unfolded protein binding;protein homodimerization activity;ribosomal large subunit binding;protein heterodimerization activity;protein kinase inhibitor activity;transcription coactivator activity;RNA binding;ribosomal small subunit binding"
"P27816-1,P27816-6"	"P27816-[1,6]"	"MAP4_HUMAN"	"Microtubule-associated protein 4"	"MAP4"	11	15	0.000506895223686865	11	15	0	0	"cell division;establishment of spindle orientation;mitotic spindle organization;microtubule sliding"	"microtubule associated complex;cytoplasm;plasma membrane;microtubule;mitotic spindle"	"structural molecule activity"
"P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880"	"P58876, P62807, Q5QNW6-[1,2], Q93079, Q99877, Q99879, Q99880"	"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN"	"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F"	"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF"	2	4	0.00191558118818046	2	4	0.00323406385686457	26	"nucleosome assembly;defense response to bacterium"	"nucleus;nucleosome"	"DNA binding"
"Q9NVI7-1,Q9NVI7-2"	"Q9NVI7-[1,2]"	"ATD3A_HUMAN"	"ATPase family AAA domain-containing protein 3A"	"ATAD3A"	9	11	0.000675433887966346	9	11	0	0	"negative regulation of apoptotic process;cell growth"	"integral to membrane;mitochondrion;mitochondrial nucleoid;mitochondrial inner membrane"	"nucleoside-triphosphatase activity;ATP binding"
"P23527,P33778,Q16778"	"P23527, P33778, Q16778"	"H2B1B_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN"	"Histone H2B type 1-B, Histone H2B type 1-O, Histone H2B type 2-E"	"HIST1H2BB, HIST1H2BO, HIST2H2BE"	1	1	0.00127705412545364	1	1	0.00161703192843228	26	"nucleosome assembly;defense response to bacterium"	"nucleosome;nucleus"	"DNA binding"
"P01892"	"P01892"	"1A02_HUMAN"	"HLA class I histocompatibility antigen, A-2 alpha chain"	"HLA-A"	2	4	0.0026308556486367	2	4	0.00333124297408365	10	"regulation of immune response;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of defense response to virus by virus;viral process;modulation by virus of host morphology or physiology;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway"	"Golgi membrane;early endosome membrane;plasma membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex"	"peptide antigen binding"
"P00338-1,P00338-3"	"P00338-[1,3]"	"LDHA_HUMAN"	"L-lactate dehydrogenase A chain"	"LDHA"	5	8	0.00104229058043243	5	8	0	2	"glycolysis;pyruvate metabolic process;cellular response to extracellular stimulus;cellular carbohydrate metabolic process"	"cilium;cytosol;mitochondrion"	"L-lactate dehydrogenase activity"
"O14974-1"	"O14974-1"	"MYPT1_HUMAN"	"Protein phosphatase 1 regulatory subunit 12A"	"PPP1R12A"	6	7	0.000529139557774871	6	7	0	0	"centrosome organization;regulation of myosin-light-chain-phosphatase activity;regulation of cell adhesion;positive regulation of transcription from RNA polymerase II promoter;mitosis;protein dephosphorylation;G2/M transition of mitotic cell cycle;regulation of nucleocytoplasmic transport"	"nucleoplasm;contractile fiber;PTW/PP1 phosphatase complex;kinetochore;centrosome"	"signal transducer activity;14-3-3 protein binding;phosphatase regulator activity;enzyme inhibitor activity"
"P62258-1"	"P62258-1"	"1433E_HUMAN"	"14-3-3 protein epsilon"	"YWHAE"	3	4	0.00160298160149446	3	4	0	5	"modulation by virus of host morphology or physiology;cerebral cortex development;hippo signaling cascade;intrinsic apoptotic signaling pathway;negative regulation of peptidyl-serine dephosphorylation;G2/M transition of mitotic cell cycle;neurotrophin TRK receptor signaling pathway;hippocampus development;neuron migration;protein targeting;regulation of heart rate by cardiac conduction;regulation of cysteine-type endopeptidase activity involved in apoptotic process;regulation of potassium ion transmembrane transporter activity;regulation of heart rate by hormone;regulation of membrane repolarization;membrane repolarization involved in regulation of cardiac muscle cell action potential;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"	"kinesin complex;mitochondrion;cytosol;cytoplasmic vesicle membrane;extracellular vesicular exosome;melanosome"	"potassium channel regulator activity"
"P0C0S8,P20671,Q16777,Q6FI13,Q96KK5,Q99878,Q9BTM1-1"	"P0C0S8, P20671, Q16777, Q6FI13, Q96KK5, Q99878, Q9BTM1-1"	"H2A1D_HUMAN, H2A1H_HUMAN, H2A1J_HUMAN, H2A1_HUMAN, H2A2A_HUMAN, H2A2C_HUMAN, H2AJ_HUMAN"	"Histone H2A type 1, Histone H2A type 1-D, Histone H2A type 1-H, Histone H2A type 1-J, Histone H2A type 2-A, Histone H2A type 2-C, Histone H2A.J"	"H2AFJ, HIST1H2AD, HIST1H2AH, HIST1H2AJ, HIST1H2AM,HIST1H2AL,HIST1H2AG,HIST1H2AI,HIST1H2AK, HIST2H2AA3,HIST2H2AA4, HIST2H2AC"	1	4	0.00146069427874056	1	4	0.00215742321164727	37	"nucleosome assembly"	"nucleus;nucleosome"	"DNA binding"
"O75369-1,O75369-2,O75369-7,O75369-8,O75369-9"	"O75369-[1,2,7-9]"	"FLNB_HUMAN"	"Filamin-B"	"FLNB"	5	6	3.59073511260426e-05	5	6	0	0	"skeletal muscle tissue development;actin cytoskeleton organization;cell differentiation;cytoskeletal anchoring at plasma membrane;cytokine-mediated signaling pathway"	"Z disc;cytosol;cell cortex;plasma membrane;focal adhesion;stress fiber;integral to membrane;actin cytoskeleton"	"actin binding"
"P04439,P13746-1,P13746-2,P16188"	"P04439, P13746-[1,2], P16188"	"1A03_HUMAN, 1A11_HUMAN, 1A30_HUMAN"	"HLA class I histocompatibility antigen, A-11 alpha chain, HLA class I histocompatibility antigen, A-3 alpha chain, HLA class I histocompatibility antigen, A-30 alpha chain"	"HLA-A"	0	0	0	0	0	0	8	"type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;regulation of immune response"	"phagocytic vesicle membrane;MHC class I protein complex;Golgi membrane;ER to Golgi transport vesicle membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane"	"peptide antigen binding;receptor binding"
