"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"Q31612"	"Q31612"	"1B73_HUMAN"	"HLA class I histocompatibility antigen, B-73 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	"type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;interferon-gamma-mediated signaling pathway;virus-host interaction"	"Golgi membrane;early endosome membrane;phagocytic vesicle membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;plasma membrane"	""
"Q95604"	"Q95604"	"1C17_HUMAN"	"HLA class I histocompatibility antigen, Cw-17 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;virus-host interaction"	"MHC class I protein complex;ER to Golgi transport vesicle membrane;Golgi membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane;plasma membrane"	""
"P19012"	"P19012"	"K1C15_HUMAN"	"Keratin, type I cytoskeletal 15"	"KRT15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	"epidermis development"	"intermediate filament"	"structural constituent of cytoskeleton"
"P10321"	"P10321"	"1C07_HUMAN"	"HLA class I histocompatibility antigen, Cw-7 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway"	"early endosome membrane;integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex;Golgi membrane;phagocytic vesicle membrane"	""
"Q01546"	"Q01546"	"K22O_HUMAN"	"Keratin, type II cytoskeletal 2 oral"	"KRT76"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	"cytoskeleton organization"	"intermediate filament;keratin filament"	"structural molecule activity"
"P30501"	"P30501"	"1C02_HUMAN"	"HLA class I histocompatibility antigen, Cw-2 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	"antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;virus-host interaction;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway;regulation of immune response"	"early endosome membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;Golgi membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;integral to plasma membrane"	""
"P13646-1,P13646-3"	"P13646-[1,3]"	"K1C13_HUMAN"	"Keratin, type I cytoskeletal 13"	"KRT13"	1	1	5.47410748713608e-05	0	0	1	0	0	0	1	0	0	0	0	0	77	"response to radiation;cellular response to retinoic acid;tongue morphogenesis;epidermis development"	"keratin filament;extracellular vesicular exosome"	"structural molecule activity"
"P06899,P23527,P33778,Q16778"	"P06899, P23527, P33778, Q16778"	"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN"	"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E"	"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	"defense response to bacterium;nucleosome assembly"	"nucleus;nucleosome"	"DNA binding"
"P04439"	"P04439"	"1A03_HUMAN"	"HLA class I histocompatibility antigen, A-3 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	"antigen processing and presentation of exogenous peptide antigen via MHC class I;virus-host interaction;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;type I interferon-mediated signaling pathway;regulation of immune response"	"Golgi membrane;integral to plasma membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane"	""
"P00338-1,P00338-3"	"P00338-[1,3]"	"LDHA_HUMAN"	"L-lactate dehydrogenase A chain"	"LDHA"	8	20	0.000694712529456405	5	0	6	0	10	0	10	0	0	0	0	0	4	"cellular response to extracellular stimulus;glycolysis;pyruvate metabolic process;cellular carbohydrate metabolic process"	"cytosol;mitochondrion"	"L-lactate dehydrogenase activity"
"Q5XKE5"	"Q5XKE5"	"K2C79_HUMAN"	"Keratin, type II cytoskeletal 79"	"KRT79"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	""	"keratin filament"	"structural molecule activity"
"P16615-1,P16615-2,P16615-3,P16615-5"	"P16615-[1-3,5]"	"AT2A2_HUMAN"	"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"	"ATP2A2"	6	11	7.51708669159055e-05	6	0	0	0	11	0	0	0	0	0	0	0	5	"positive regulation of heart rate;blood coagulation;ER-nucleus signaling pathway;cell adhesion;negative regulation of heart contraction;epidermis development;regulation of the force of heart contraction;sarcoplasmic reticulum calcium ion transport;relaxation of cardiac muscle;cellular calcium ion homeostasis"	"sarcoplasmic reticulum membrane;integral to plasma membrane;platelet dense tubular network membrane"	"ATP binding;metal ion binding;calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential"
"Q8WTV0-2,Q8WTV0-4"	"Q8WTV0-[2,4]"	"SCRB1_HUMAN"	"Scavenger receptor class B member 1"	"SCARB1"	8	13	0.000242230993305466	8	0	0	0	13	0	0	0	0	0	0	0	0	"wound healing;lipopolysaccharide transport;regulation of phosphatidylcholine catabolic process;regulation of phagocytosis;cholesterol catabolic process;low-density lipoprotein particle clearance;endothelial cell proliferation;virus-host interaction;phospholipid transport;lipoprotein metabolic process;blood vessel endothelial cell migration;cell adhesion;triglyceride homeostasis;detection of lipopolysaccharide;positive regulation of nitric-oxide synthase activity;positive regulation of endothelial cell migration;lipid metabolic process;cholesterol homeostasis;high-density lipoprotein particle remodeling;cholesterol import;recognition of apoptotic cell;cholesterol efflux;small molecule metabolic process;reverse cholesterol transport;high-density lipoprotein particle clearance;positive regulation of cholesterol storage;positive regulation of triglyceride biosynthetic process;androgen biosynthetic process;adhesion to symbiont"	"cell surface;caveola;microvillus membrane;integral to plasma membrane;cytoplasm"	"transporter activity;1-phosphatidylinositol binding;lipopolysaccharide receptor activity;low-density lipoprotein particle binding;lipopolysaccharide binding;high-density lipoprotein particle binding;high-density lipoprotein particle receptor activity;phosphatidylserine binding"
"P27816-1,P27816-6"	"P27816-[1,6]"	"MAP4_HUMAN"	"Microtubule-associated protein 4"	"MAP4"	8	16	0.000142854175539121	6	0	4	0	10	0	6	0	0	0	0	0	0	"cell division;mitotic spindle organization;establishment of spindle orientation;microtubule sliding"	"mitotic spindle;microtubule associated complex;microtubule;cytoplasm;plasma membrane"	"structural molecule activity"
"P42081-1,P42081-3"	"P42081-[1,3]"	"CD86_HUMAN"	"T-lymphocyte activation antigen CD86"	"CD86"	8	16	0.000500206717997166	8	0	0	0	16	0	0	0	0	0	0	0	0	"positive regulation of transcription;phosphatidylinositol-mediated signaling;neurotrophin TRK receptor signaling pathway;positive regulation of interleukin-4 biosynthetic process;T cell activation;innate immune response;fibroblast growth factor receptor signaling pathway;positive regulation of lymphotoxin A biosynthetic process;positive regulation of cell proliferation;virus-host interaction;B cell activation;positive regulation of interleukin-2 biosynthetic process;toll-like receptor signaling pathway;T cell costimulation;epidermal growth factor receptor signaling pathway;cell-cell signaling;defense response to virus;positive regulation of T-helper 2 cell differentiation"	"plasma membrane;intracellular membrane-bounded organelle;integral to membrane;external side of plasma membrane"	"coreceptor activity"
"P12035"	"P12035"	"K2C3_HUMAN"	"Keratin, type II cytoskeletal 3"	"KRT3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	"intermediate filament cytoskeleton organization;epithelial cell differentiation"	"keratin filament"	"structural molecule activity"
"Q09160"	"Q09160"	"1A80_HUMAN"	"HLA class I histocompatibility antigen, A-80 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	"antigen processing and presentation of peptide antigen via MHC class I;virus-host interaction;immune response"	"MHC class I protein complex;integral to plasma membrane"	""
"P08621-1,P08621-2"	"P08621-[1,2]"	"RU17_HUMAN"	"U1 small nuclear ribonucleoprotein 70 kDa"	"SNRNP70"	7	16	0.00037658583574615	7	0	3	0	11	0	5	0	0	0	0	0	0	"regulation of RNA splicing;mRNA splicing"	"nucleoplasm;spliceosomal complex;nuclear speck"	"RNA binding;nucleotide binding"
"P04899-1,P04899-4"	"P04899-[1,4]"	"GNAI2_HUMAN"	"Guanine nucleotide-binding protein G(i) subunit alpha-2"	"GNAI2"	6	12	0.000401167955576817	6	0	0	0	12	0	0	0	0	0	0	0	2	"cell division;gamma-aminobutyric acid signaling pathway;response to nutrient;intracellular protein kinase cascade;cell cycle;regulation of calcium ion transport;positive regulation of cell proliferation;adenosine receptor signaling pathway;platelet activation;G-protein coupled acetylcholine receptor signaling pathway;adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway;negative regulation of synaptic transmission;negative regulation of adenylate cyclase activity;cell proliferation;activation of MAPKK activity;synaptic transmission"	"centrosome;nucleus;cytoplasm;midbody;membrane raft;heterotrimeric G-protein complex;cytosol"	"GTPase activity;signal transducer activity;G-protein coupled receptor binding;metal ion binding;GTP binding;G-protein beta/gamma-subunit complex binding"
"Q15366-3,Q15366-4,Q15366-6"	"Q15366-[3,4,6]"	"PCBP2_HUMAN"	"Poly(rC)-binding protein 2"	"PCBP2"	4	8	0.000280542117880663	3	0	2	0	5	0	3	0	0	0	0	0	13	"proteasomal ubiquitin-dependent protein catabolic process;defense response to virus;mRNA splicing;negative regulation of defense response to virus;innate immune response;negative regulation of type I interferon production"	"cytosol;ribonucleoprotein complex;nucleoplasm"	"DNA binding;RNA binding"
"Q13310-1,Q13310-2,Q13310-3"	"Q13310-[1-3]"	"PABP4_HUMAN"	"Polyadenylate-binding protein 4"	"PABPC4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	"translation;RNA catabolic process;RNA processing;blood coagulation"	"nucleus;cytoplasmic stress granule"	"poly(A) RNA binding;nucleotide binding;poly(U) RNA binding"
"P17858-1"	"P17858-1"	"K6PL_HUMAN"	"6-phosphofructokinase, liver type"	"PFKL"	4	13	0.000407134400286495	3	0	4	0	5	0	8	0	0	0	0	0	6	"small molecule metabolic process;negative regulation of insulin secretion;fructose 6-phosphate metabolic process;protein homotetramerization;fructose 1;protein oligomerization;response to glucose stimulus;glycolysis"	"6-phosphofructokinase complex"	"fructose-6-phosphate binding;ATP binding;metal ion binding;6-phosphofructokinase activity;fructose binding"
"P34931"	"P34931"	"HS71L_HUMAN"	"Heat shock 70 kDa protein 1-like"	"HSPA1L"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	"response to unfolded protein"	"mitochondrial matrix"	"ATP binding"
"P17066"	"P17066"	"HSP76_HUMAN"	"Heat shock 70 kDa protein 6"	"HSPA6"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	"response to unfolded protein"	""	"ATP binding"
"P20039"	"P20039"	"2B1B_HUMAN"	"HLA class II histocompatibility antigen, DRB1-11 beta chain"	"HLA-DRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class II;T cell costimulation;T cell receptor signaling pathway"	"late endosome membrane;clathrin-coated endocytic vesicle membrane;lysosomal membrane;integral to lumenal side of endoplasmic reticulum membrane;Golgi membrane;trans-Golgi network membrane;integral to plasma membrane;ER to Golgi transport vesicle membrane;MHC class II protein complex"	"MHC class II receptor activity"
"Q01844-1,Q01844-3,Q01844-5"	"Q01844-[1,3,5]"	"EWS_HUMAN"	"RNA-binding protein EWS"	"EWSR1"	5	15	0.000156791168274645	5	0	3	0	8	0	7	0	0	0	0	0	0	"regulation of transcription;transcription"	"cytoplasm;nucleus;plasma membrane"	"nucleotide binding;RNA binding;zinc ion binding"
"Q5ZPR3-1"	"Q5ZPR3-1"	"CD276_HUMAN"	"CD276 antigen"	"CD276"	5	10	0.000385224743026844	5	0	0	0	10	0	0	0	0	0	0	0	0	"negative regulation of interleukin-2 biosynthetic process;negative regulation of inflammatory response;negative regulation of interferon-gamma biosynthetic process;immune response;T cell activation;positive regulation of osteoblast differentiation;regulation of immune response;cell proliferation;positive regulation of bone mineralization;positive regulation of T cell proliferation;positive regulation of interferon-gamma biosynthetic process;negative regulation of T cell proliferation"	"integral to membrane;external side of plasma membrane"	"receptor binding"
"Q14525,Q15323"	"Q14525, Q15323"	"K1H1_HUMAN, KT33B_HUMAN"	"Keratin, type I cuticular Ha1, Keratin, type I cuticular Ha3-II"	"KRT31, KRT33B"	4	6	0.000159330420365727	0	0	0	4	0	0	0	6	0	0	0	0.00552726764283015	24	"epidermis development"	"intermediate filament"	"structural molecule activity;structural constituent of cytoskeleton"
"P21108"	"P21108"	"PRPS3_HUMAN"	"Ribose-phosphate pyrophosphokinase 3"	"PRPS1L1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	"nucleotide biosynthetic process;nucleoside metabolic process;5-phosphoribose 1-diphosphate biosynthetic process;ribonucleoside monophosphate biosynthetic process"	""	"kinase activity;protein homodimerization activity;ATP binding;ribose phosphate diphosphokinase activity;magnesium ion binding"
"O95864-1"	"O95864-1"	"FADS2_HUMAN"	"Fatty acid desaturase 2"	"FADS2"	5	7	0.000324317587710437	5	0	0	0	7	0	0	0	0	0	0	0	0	"electron transport chain;linoleic acid metabolic process;alpha-linolenic acid metabolic process;unsaturated fatty acid biosynthetic process"	"integral to plasma membrane;endoplasmic reticulum membrane"	"iron ion binding;heme binding;stearoyl-CoA 9-desaturase activity"
"P31946-1,P31946-2"	"P31946-[1,2]"	"1433B_HUMAN"	"14-3-3 protein beta/alpha"	"YWHAB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	"neurotrophin TRK receptor signaling pathway;gene expression;insulin receptor signaling pathway;mRNA metabolic process;epidermal growth factor receptor signaling pathway;hippo signaling cascade;protein targeting;negative regulation of transcription;negative regulation of protein dephosphorylation;intrinsic apoptotic signaling pathway;cellular membrane organization;axon guidance;positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;innate immune response;Ras protein signal transduction;cytoplasmic sequestering of protein;fibroblast growth factor receptor signaling pathway;activation of MAPKK activity;MAPK cascade;protein heterooligomerization"	"cytosol;melanosome;cytoplasmic vesicle membrane;perinuclear region of cytoplasm;transcriptional repressor complex"	"transcription corepressor activity"
"P04229,Q29974"	"P04229, Q29974"	"2B11_HUMAN, 2B1G_HUMAN"	"HLA class II histocompatibility antigen, DRB1-16 beta chain, HLA class II histocompatibility antigen, DRB1-1 beta chain"	"HLA-DRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	"antigen processing and presentation of exogenous peptide antigen via MHC class II;negative regulation of T cell proliferation;inflammatory response to antigenic stimulus;T cell costimulation;positive regulation of insulin secretion involved in cellular response to glucose stimulus;interferon-gamma-mediated signaling pathway;T cell receptor signaling pathway;protein tetramerization;T-helper 1 type immune response;negative regulation of interferon-gamma production;regulation of interleukin-10 secretion;immunoglobulin production involved in immunoglobulin mediated immune response;humoral immune response mediated by circulating immunoglobulin;detection of bacterium;regulation of interleukin-4 production"	"late endosome membrane;ER to Golgi transport vesicle membrane;MHC class II protein complex;integral to lumenal side of endoplasmic reticulum membrane;clathrin-coated endocytic vesicle membrane;Golgi membrane;lysosomal membrane;trans-Golgi network membrane;external side of plasma membrane"	"peptide antigen binding;MHC class II receptor activity"
