"";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc"
"1559";"Q8IYB3";"Q8IYB3-1,Q8IYB3-2";"SRRM1_HUMAN";"Serine/arginine repetitive matrix protein 1";"SRRM1";"4";"4";"4.06150114018578E-5";"4";"0";"4";"0";"0";"0";"0";"catalytic step 2 spliceosome, nuclear speck, nucleoplasm, nuclear matrix, cytosol"
"1560";"Q8IZP0";"Q8IZP0-8";"ABI1_HUMAN";"Abl interactor 1";"ABI1";"1";"1";"3.61377660504719E-5";"0";"1";"0";"1";"0";"0";"0";"extracellular vesicular exosome, endoplasmic reticulum, lamellipodium, filopodium, cell junction, nucleus, cytosol, growth cone, synapse, cytoskeleton, SCAR complex"
"1561";"Q8IZP1";"Q8IZP1";"TBC3A_HUMAN";"TBC1 domain family member 3";"TBC1D3";"3";"3";"1.00316858763059E-4";"3";"0";"3";"0";"2.01649300033723E-4";"0";"0";"plasma membrane"
"1562";"Q8IZP2";"Q8IZP2";"ST134_HUMAN";"Putative protein FAM10A4";"ST13P4";"1";"1";"3.05966419227329E-4";"1";"0";"1";"0";"6.15030365102854E-4";"0";"4";"cytoplasm, extracellular vesicular exosome"
"1563";"Q8IZT6";"Q8IZT6-1";"ASPM_HUMAN";"Abnormal spindle-like microcephaly-associated protein";"ASPM";"2";"2";"1.05596693434798E-5";"2";"0";"2";"0";"0";"0";"0";"midbody, cytoplasm, spindle pole, nucleus"
"1564";"Q8IZX4";"Q8IZX4";"TAF1L_HUMAN";"Transcription initiation factor TFIID subunit 1-like";"TAF1L";"3";"3";"3.01609832754212E-5";"3";"0";"3";"0";"6.06273087176964E-5";"0";"0";"transcription factor TFIID complex"
"1565";"Q8N157";"Q8N157-1";"AHI1_HUMAN";"Jouberin";"AHI1";"2";"2";"3.06989718288289E-5";"2";"0";"2";"0";"0";"0";"0";"photoreceptor outer segment, adherens junction, ciliary basal body, TCTN-B9D complex, centriole, cell-cell junction"
"1566";"Q8N163";"Q8N163-1";"K1967_HUMAN";"DBIRD complex subunit KIAA1967";"KIAA1967";"16";"53";"0.0010541421594181";"14";"12";"28";"25";"0";"0";"0";"nuclear chromatin, mitochondrial matrix, DBIRD complex"
"1567";"Q8N183";"Q8N183";"MIMIT_HUMAN";"Mimitin, mitochondrial";"NDUFAF2";"6";"10";"0.00108627131086626";"6";"0";"10";"0";"0.00218353975776161";"0";"0";"mitochondrion"
"1568";"Q8N1N2";"Q8N1N2";"DYNAP_HUMAN";"Dynactin-associated protein";"DYNAP";"1";"2";"1.74837953844188E-4";"0";"1";"0";"2";"0";"7.31444194235433E-4";"0";"Golgi apparatus, Golgi membrane, integral component of membrane, plasma membrane"
"1569";"Q8N1N4";"Q8N1N4-1,Q8N1N4-2";"K2C78_HUMAN";"Keratin, type II cytoskeletal 78";"KRT78";"2";"3";"5.87045460032266E-5";"1";"1";"1";"2";"0";"0";"8";"keratin filament, extracellular vesicular exosome, extracellular space"
"1570";"Q8N201";"Q8N201";"INT1_HUMAN";"Integrator complex subunit 1";"INTS1";"6";"6";"5.02958497359992E-5";"6";"0";"6";"0";"1.01100881934716E-4";"0";"0";"nuclear membrane, integrator complex, integral component of membrane"
"1571";"Q8N257";"Q8N257";"H2B3B_HUMAN";"Histone H2B type 3-B";"HIST3H2BB";"1";"2";"0.00199654696377017";"1";"0";"2";"0";"0.00401330646406729";"0";"67";"nucleosome, nucleus"
"1572";"Q8N2C7";"Q8N2C7-1";"UNC80_HUMAN";"Protein unc-80 homolog";"UNC80";"1";"1";"1.01425332340551E-5";"0";"1";"0";"1";"0";"0";"4";"integral component of membrane, plasma membrane"
"1573";"Q8N2C7";"Q8N2C7-4";"UNC80_HUMAN";"Protein unc-80 homolog";"UNC80";"1";"4";"4.05701329362204E-5";"0";"1";"0";"4";"0";"0";"4";"integral component of membrane, plasma membrane"
"1574";"Q8N357";"Q8N357";"CB018_HUMAN";"Transmembrane protein C2orf18";"C2orf18";"2";"2";"9.89648795344459E-5";"2";"0";"2";"0";"1.98931654480708E-4";"0";"0";"nucleus, mitochondrion, integral component of membrane, extracellular vesicular exosome, lysosomal membrane, Golgi apparatus"
"1575";"Q8N3E9";"Q8N3E9";"PLCD3_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3";"PLCD3";"3";"3";"6.98022249187822E-5";"3";"0";"3";"0";"1.40311109909396E-4";"0";"0";"plasma membrane, cytosol, cleavage furrow"
"1576";"Q8N3I7";"Q8N3I7-1,Q8N3I7-2";"BBS5_HUMAN";"Bardet-Biedl syndrome 5 protein";"BBS5";"2";"3";"8.07536003825794E-5";"2";"0";"3";"0";"0";"0";"0";"cytoplasm, ciliary basal body, BBSome, ciliary membrane"
"1577";"Q8N3K9";"Q8N3K9";"CMYA5_HUMAN";"Cardiomyopathy-associated protein 5";"CMYA5";"2";"2";"9.02333996246729E-6";"2";"0";"2";"0";"1.81380299366779E-5";"0";"0";"perinuclear region of cytoplasm, M band, costamere"
"1578";"Q8N3U4";"Q8N3U4-2";"STAG2_HUMAN";"Cohesin subunit SA-2";"STAG2";"4";"23";"3.43000534958337E-4";"4";"0";"23";"0";"0";"0";"0";"nucleoplasm, chromatin, chromosome, centromeric region, cytosol"
"1579";"Q8N4C6";"Q8N4C6-7";"NIN_HUMAN";"Ninein";"NIN";"1";"1";"1.31755874308419E-5";"0";"1";"0";"1";"0";"0";"1";"centrosome, centriole, microtubule"
"1580";"Q8N4C6";"Q8N4C6-2";"NIN_HUMAN";"Ninein";"NIN";"1";"1";"1.31755874308419E-5";"0";"1";"0";"1";"0";"0";"1";"centrosome, centriole, microtubule"
"1581";"Q8N5K1";"Q8N5K1";"CISD2_HUMAN";"CDGSH iron-sulfur domain-containing protein 2";"CISD2";"1";"1";"1.35985075212146E-4";"1";"0";"1";"0";"2.73346828934602E-4";"0";"0";"mitochondrial outer membrane, protein complex, endoplasmic reticulum membrane, integral component of membrane"
"1582";"Q8N5M9";"Q8N5M9";"JAGN1_HUMAN";"Protein jagunal homolog 1";"JAGN1";"1";"1";"1.00316858763059E-4";"1";"0";"1";"0";"2.01649300033723E-4";"0";"0";"integral component of membrane, endoplasmic reticulum membrane"
"1583";"Q8N5Y2";"Q8N5Y2-1";"MS3L1_HUMAN";"Male-specific lethal 3 homolog";"MSL3";"3";"4";"1.40944223828328E-4";"0";"3";"0";"4";"0";"0";"0";"MSL complex"
"1584";"Q8N608";"Q8N608-2";"DPP10_HUMAN";"Inactive dipeptidyl peptidase 10";"DPP10";"2";"2";"4.61255908382907E-5";"0";"2";"0";"2";"0";"0";"0";"membrane, integral component of membrane"
"1585";"Q8N684";"Q8N684-1,Q8N684-2,Q8N684-3";"CPSF7_HUMAN";"Cleavage and polyadenylation specificity factor subunit 7";"CPSF7";"1";"1";"1.29922046381031E-5";"1";"0";"1";"0";"0";"0";"0";"mRNA cleavage factor complex"
"1586";"Q8N7P1";"Q8N7P1-2";"PLD5_HUMAN";"Inactive phospholipase D5";"PLD5";"2";"2";"6.84999446031332E-5";"0";"2";"0";"2";"0";"0";"0";"integral component of membrane"
"1587";"Q8N7W2";"Q8N7W2-3";"BEND7_HUMAN";"BEN domain-containing protein 7";"BEND7";"3";"4";"1.41487361492406E-4";"2";"2";"2";"2";"0";"0";"0";"extracellular vesicular exosome"
"1588";"Q8N8E3";"Q8N8E3-1";"CE112_HUMAN";"Centrosomal protein of 112 kDa";"CEP112";"2";"2";"3.84460422065753E-5";"0";"2";"0";"2";"0";"0";"0";"inhibitory synapse, plasma membrane, cytoplasm, centrosome"
"1589";"Q8N8V4";"Q8N8V4";"ANS4B_HUMAN";"Ankyrin repeat and SAM domain-containing protein 4B";"ANKS4B";"1";"1";"4.40239452125652E-5";"1";"0";"1";"0";"8.84935777126409E-5";"0";"0";"plasma membrane"
"1590";"Q8N960";"Q8N960-2";"CE120_HUMAN";"Centrosomal protein of 120 kDa";"CEP120";"3";"3";"5.58559386013379E-5";"0";"3";"0";"3";"0";"0";"0";"cytoplasm, centrosome"
"1591";"Q8NAT2";"Q8NAT2-3";"TDRD5_HUMAN";"Tudor domain-containing protein 5";"TDRD5";"2";"2";"3.74270849207741E-5";"0";"2";"0";"2";"0";"0";"0";"chromatoid body, pi-body"
"1592";"Q8NB49";"Q8NB49-1,Q8NB49-2,Q8NB49-3,Q8NB49-4";"AT11C_HUMAN";"Probable phospholipid-transporting ATPase IG";"ATP11C";"2";"2";"8.10865068623662E-6";"2";"0";"2";"0";"0";"0";"0";"lysosomal membrane, integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum, plasma membrane"
"1593";"Q8NB59";"Q8NB59-5";"SYT14_HUMAN";"Synaptotagmin-14";"SYT14";"2";"2";"6.61549014545575E-5";"2";"0";"2";"0";"0";"0";"0";"integral component of membrane"
"1594";"Q8NBQ5";"Q8NBQ5";"DHB11_HUMAN";"Estradiol 17-beta-dehydrogenase 11";"HSD17B11";"4";"5";"3.05966419227329E-4";"4";"0";"5";"0";"6.15030365102854E-4";"0";"0";"lipid particle, cytoplasm, extracellular region"
"1595";"Q8NBV8";"Q8NBV8-4";"SYT8_HUMAN";"Synaptotagmin-8";"SYT8";"2";"2";"9.15610232101731E-5";"2";"0";"2";"0";"0";"0";"0";"synaptic vesicle, plasma membrane, integral component of membrane, acrosomal vesicle"
"1596";"Q8NBX0";"Q8NBX0";"SCPDL_HUMAN";"Saccharopine dehydrogenase-like oxidoreductase";"SCCPDH";"5";"6";"2.56755037113842E-4";"5";"0";"6";"0";"5.16109397289108E-4";"0";"0";"midbody, mitochondrion, lipid particle"
"1597";"Q8NC51";"Q8NC51-3";"PAIRB_HUMAN";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";"16";"68";"0.00305966419227329";"13";"13";"34";"34";"0";"0";"0";"nucleus, extracellular vesicular exosome, cytoplasm, perinuclear region of cytoplasm, plasma membrane"
"1598";"Q8ND23";"Q8ND23-1";"LR16B_HUMAN";"Leucine-rich repeat-containing protein 16B";"LRRC16B";"2";"2";"2.67609113026818E-5";"0";"2";"0";"2";"0";"0";"0";"cytoplasm"
"1599";"Q8NDA2";"Q8NDA2-3";"HMCN2_HUMAN";"Hemicentin-2";"HMCN2";"2";"2";"7.24895761249347E-6";"0";"2";"0";"2";"0";"0";"0";"proteinaceous extracellular matrix"
"1600";"Q8NDN9";"Q8NDN9-1";"RCBT1_HUMAN";"RCC1 and BTB domain-containing protein 1";"RCBTB1";"2";"2";"6.91449534977014E-5";"0";"2";"0";"2";"0";"0";"0";"nucleus, cytoplasm"
"1601";"Q8NDX1";"Q8NDX1-1";"PSD4_HUMAN";"PH and SEC7 domain-containing protein 4";"PSD4";"3";"4";"6.95378225516656E-5";"0";"3";"0";"4";"0";"0";"0";"plasma membrane, cell junction"
"1602";"Q8NE01";"Q8NE01-1";"CNNM3_HUMAN";"Metal transporter CNNM3";"CNNM3";"1";"1";"3.2457540936421E-5";"1";"0";"1";"0";"0";"0";"1";"integral component of membrane, plasma membrane"
"1603";"Q8NE71";"Q8NE71-1,Q8NE71-2";"ABCF1_HUMAN";"ATP-binding cassette sub-family F member 1";"ABCF1";"7";"13";"1.52077983521276E-4";"4";"4";"5";"8";"0";"0";"2";"nucleoplasm, nuclear envelope, ribosome, polysomal ribosome"
"1604";"Q8NEM8";"Q8NEM8-1";"CBPC3_HUMAN";"Cytosolic carboxypeptidase 3";"AGBL3";"2";"2";"3.66792910162632E-5";"2";"0";"2";"0";"0";"0";"0";"cytosol"
"1605";"Q8NEX9";"Q8NEX9";"DR9C7_HUMAN";"Short-chain dehydrogenase/reductase family 9C member 7";"SDR9C7";"2";"3";"1.75955129268112E-4";"0";"2";"0";"3";"0";"7.36117959054829E-4";"0";"nucleolus, cytoplasm"
"1606";"Q8NEZ4";"Q8NEZ4-1";"MLL3_HUMAN";"Histone-lysine N-methyltransferase MLL3";"MLL3";"1";"1";"5.55069706856414E-6";"1";"0";"1";"0";"0";"0";"5";"histone methyltransferase complex"
"1607";"Q8NEZ4";"Q8NEZ4-3";"MLL3_HUMAN";"Histone-lysine N-methyltransferase MLL3";"MLL3";"2";"2";"1.0840593961628E-5";"0";"2";"0";"2";"0";"0";"2";"histone methyltransferase complex"
"1608";"Q8NEZ4";"Q8NEZ4-2";"MLL3_HUMAN";"Histone-lysine N-methyltransferase MLL3";"MLL3";"1";"1";"5.42029698081401E-6";"0";"1";"0";"1";"0";"0";"2";"histone methyltransferase complex"
"1609";"Q8NF37";"Q8NF37";"PCAT1_HUMAN";"Lysophosphatidylcholine acyltransferase 1";"LPCAT1";"1";"2";"6.87564987027704E-5";"1";"0";"2";"0";"1.3820907080963E-4";"0";"0";"endoplasmic reticulum membrane, lipid particle, integral component of membrane, Golgi membrane, Golgi apparatus"
"1610";"Q8NF50";"Q8NF50-3";"DOCK8_HUMAN";"Dedicator of cytokinesis protein 8";"DOCK8";"2";"2";"2.18651562096709E-5";"2";"0";"2";"0";"0";"0";"1";"cytosol"
"1611";"Q8NF50";"Q8NF50-2";"DOCK8_HUMAN";"Dedicator of cytokinesis protein 8";"DOCK8";"2";"2";"2.76958645322498E-5";"2";"0";"2";"0";"0";"0";"2";"cytosol"
"1612";"Q8NF91";"Q8NF91-8";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";"2";"2";"4.69540372805381E-6";"2";"0";"2";"0";"0";"0";"1";"Golgi apparatus, SUN-KASH complex, integral component of membrane, nuclear membrane, postsynaptic membrane, sarcomere, cytoskeleton, nuclear outer membrane"
"1613";"Q8NF91";"Q8NF91-4";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";"5";"5";"2.0326423065168E-5";"0";"5";"0";"5";"0";"0";"7";"Golgi apparatus, SUN-KASH complex, integral component of membrane, nuclear membrane, postsynaptic membrane, sarcomere, cytoskeleton, nuclear outer membrane"
"1614";"Q8NF91";"Q8NF91-1";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";"2";"2";"7.75114266218406E-6";"0";"2";"0";"2";"0";"0";"6";"Golgi apparatus, SUN-KASH complex, integral component of membrane, nuclear membrane, postsynaptic membrane, sarcomere, cytoskeleton, nuclear outer membrane"
"1615";"Q8NF91";"Q8NF91-2";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";"4";"6";"1.52244908758108E-5";"3";"1";"5";"1";"0";"0";"2";"Golgi apparatus, SUN-KASH complex, integral component of membrane, nuclear membrane, postsynaptic membrane, sarcomere, cytoskeleton, nuclear outer membrane"
"1616";"Q8NFA0";"Q8NFA0";"UBP32_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 32";"USP32";"1";"1";"1.90752131687861E-5";"1";"0";"1";"0";"3.83435389714996E-5";"0";"2";"membrane, Golgi apparatus"
"1617";"Q8NFF2";"Q8NFF2-1";"NCKX4_HUMAN";"Sodium/potassium/calcium exchanger 4";"SLC24A4";"2";"2";"5.90288911692595E-5";"0";"2";"0";"2";"0";"0";"0";"plasma membrane, integral component of membrane"
"1618";"Q8NFI4";"Q8NFI4";"F10A5_HUMAN";"Putative protein FAM10A5";"ST13P5";"1";"1";"1.99002549090945E-4";"1";"0";"1";"0";"4.00019749660393E-4";"0";"4";"cytoplasm"
"1619";"Q8NFZ0";"Q8NFZ0-2";"FBX18_HUMAN";"F-box only protein 18";"FBXO18";"2";"2";"3.52022725860781E-5";"0";"2";"0";"2";"0";"0";"0";"nucleus"
"1620";"Q8NFZ8";"Q8NFZ8";"CADM4_HUMAN";"Cell adhesion molecule 4";"CADM4";"2";"10";"4.73143947258755E-4";"2";"0";"10";"0";"9.51077884179671E-4";"0";"0";"integral component of membrane"
"1621";"Q8NG11";"Q8NG11-2";"TSN14_HUMAN";"Tetraspanin-14";"TSPAN14";"2";"2";"1.35985075212146E-4";"2";"0";"2";"0";"0";"0";"0";"integral component of membrane"
"1622";"Q8NGN1";"Q8NGN1";"OR6T1_HUMAN";"Olfactory receptor 6T1";"OR6T1";"2";"2";"1.1367173469746E-4";"2";"0";"2";"0";"2.28494253288986E-4";"0";"0";"integral component of membrane, plasma membrane"
"1623";"Q8NGT9";"Q8NGT9";"OR2A1_HUMAN";"Olfactory receptor 2A1/2A42";"OR2A1,OR2A42";"2";"2";"1.1843861389445E-4";"0";"2";"0";"2";"0";"4.95494454159487E-4";"0";"plasma membrane, integral component of membrane"
"1624";"Q8NGX3";"Q8NGX3";"O10T2_HUMAN";"Olfactory receptor 10T2";"OR10T2";"2";"2";"1.16929841742928E-4";"2";"0";"2";"0";"2.35043451631664E-4";"0";"0";"plasma membrane, integral component of membrane"
"1625";"Q8NHH9";"Q8NHH9-2,Q8NHH9-4";"ATLA2_HUMAN";"Atlastin-2";"ATL2";"2";"2";"3.14888253064146E-5";"0";"2";"0";"2";"0";"0";"0";"endoplasmic reticulum, endoplasmic reticulum membrane, integral component of membrane"
"1626";"Q8NI35";"Q8NI35-1";"INADL_HUMAN";"InaD-like protein";"INADL";"3";"3";"3.05796532264959E-5";"3";"0";"3";"0";"0";"0";"0";"extracellular vesicular exosome, perinuclear region of cytoplasm, tight junction, protein complex, apical plasma membrane, plasma membrane"
"1627";"Q8TAA3";"Q8TAA3-1";"PSA7L_HUMAN";"Proteasome subunit alpha type-7-like";"PSMA8";"2";"2";"2.76599106667563E-4";"0";"2";"0";"2";"0";"0";"13";"spermatoproteasome complex, cytosol, nucleus, proteasome core complex, alpha-subunit complex"
"1628";"Q8TAQ2";"Q8TAQ2-2";"SMRC2_HUMAN";"SWI/SNF complex subunit SMARCC2";"SMARCC2";"2";"2";"6.04875952343977E-5";"2";"0";"2";"0";"0";"0";"4";"npBAF complex, nBAF complex, SWI/SNF complex"
"1629";"Q8TAT6";"Q8TAT6-1";"NPL4_HUMAN";"Nuclear protein localization protein 4 homolog";"NPLOC4";"2";"2";"6.03881090580254E-5";"0";"2";"0";"2";"0";"0";"0";"cytosol, endoplasmic reticulum, nuclear outer membrane-endoplasmic reticulum membrane network, nucleus"
"1630";"Q8TB61";"Q8TB61-2";"S35B2_HUMAN";"Adenosine 3'-phospho 5'-phosphosulfate transporter 1";"SLC35B2";"2";"2";"8.49906720075913E-5";"2";"0";"2";"0";"0";"0";"0";"Golgi membrane, integral component of membrane"
"1631";"Q8TC59";"Q8TC59-1,Q8TC59-2";"PIWL2_HUMAN";"Piwi-like protein 2";"PIWIL2";"2";"2";"1.88674050910994E-5";"2";"0";"2";"0";"0";"0";"0";"polysome, pi-body, chromatoid body"
"1632";"Q8TCU4";"Q8TCU4-2";"ALMS1_HUMAN";"Alstrom syndrome protein 1";"ALMS1";"4";"6";"2.64333839505251E-5";"0";"4";"0";"6";"0";"0";"0";"cilium, spindle pole, cytosol, centrosome"
"1633";"Q8TCU4";"Q8TCU4-3";"ALMS1_HUMAN";"Alstrom syndrome protein 1";"ALMS1";"2";"2";"8.81112798350838E-6";"2";"0";"2";"0";"0";"0";"0";"cilium, spindle pole, cytosol, centrosome"
"1634";"Q8TCZ2";"Q8TCZ2-1,Q8TCZ2-2,Q8TCZ2-3,Q8TCZ2-5,Q8TCZ2-6";"C99L2_HUMAN";"CD99 antigen-like protein 2";"CD99L2";"2";"5";"7.0068645624579E-5";"2";"0";"5";"0";"0";"0";"0";"cell junction, plasma membrane, integral component of membrane"
"1635";"Q8TD26";"Q8TD26-1";"CHD6_HUMAN";"Chromodomain-helicase-DNA-binding protein 6";"CHD6";"3";"3";"2.60807997447131E-5";"3";"0";"3";"0";"0";"0";"2";"nucleus"
"1636";"Q8TDI0";"Q8TDI0";"CHD5_HUMAN";"Chromodomain-helicase-DNA-binding protein 5";"CHD5";"6";"7";"8.6281549865995E-5";"2";"4";"3";"4";"8.34720748845016E-5";"1.57219325270666E-4";"6";"nucleus"
"1637";"Q8TDI7";"Q8TDI7-1";"TMC2_HUMAN";"Transmembrane channel-like protein 2";"TMC2";"3";"3";"6.07880303100653E-5";"3";"0";"3";"0";"0";"0";"0";"stereocilium bundle tip, integral component of membrane"
"1638";"Q8TDJ6";"Q8TDJ6-2";"DMXL2_HUMAN";"DmX-like protein 2";"DMXL2";"3";"3";"3.17455276866299E-5";"0";"3";"0";"3";"0";"0";"3";"synaptic vesicle, cell junction, synaptic vesicle membrane, extracellular space"
"1639";"Q8TDW7";"Q8TDW7-1";"FAT3_HUMAN";"Protocadherin Fat 3";"FAT3";"2";"3";"1.48349375197386E-5";"0";"2";"0";"3";"0";"0";"2";"plasma membrane, integral component of membrane"
"1640";"Q8TDW7";"Q8TDW7-3";"FAT3_HUMAN";"Protocadherin Fat 3";"FAT3";"4";"6";"2.66695505972829E-5";"4";"1";"5";"1";"0";"0";"1";"plasma membrane, integral component of membrane"
"1641";"Q8TDX6";"Q8TDX6-1";"CGAT1_HUMAN";"Chondroitin sulfate N-acetylgalactosaminyltransferase 1";"CSGALNACT1";"2";"2";"6.90149817806004E-5";"0";"2";"0";"2";"0";"0";"0";"Golgi cisterna membrane, integral component of Golgi membrane"
"1642";"Q8TE56";"Q8TE56-1";"ATS17_HUMAN";"A disintegrin and metalloproteinase with thrombospondin motifs 17";"ADAMTS17";"2";"2";"3.35305664906661E-5";"0";"2";"0";"2";"0";"0";"0";"proteinaceous extracellular matrix"
"1643";"Q8TES7";"Q8TES7-5";"FBF1_HUMAN";"Fas-binding factor 1";"FBF1";"2";"2";"7.56139429688014E-5";"2";"0";"2";"0";"0";"0";"4";"centriole, cell junction, ciliary transition fiber, spindle pole"
"1644";"Q8TES7";"Q8TES7-1";"FBF1_HUMAN";"Fas-binding factor 1";"FBF1";"1";"1";"3.78069714844007E-5";"1";"0";"1";"0";"0";"0";"4";"centriole, cell junction, ciliary transition fiber, spindle pole"
"1645";"Q8TEU7";"Q8TEU7-2";"RPGF6_HUMAN";"Rap guanine nucleotide exchange factor 6";"RAPGEF6";"2";"2";"2.29331482244094E-5";"0";"2";"0";"2";"0";"0";"0";"cytoplasm, plasma membrane"
"1646";"Q8TEX9";"Q8TEX9-2";"IPO4_HUMAN";"Importin-4";"IPO4";"7";"8";"1.35859279582903E-4";"7";"0";"8";"0";"0";"0";"0";"nucleus, cytoplasm"
"1647";"Q8TF05";"Q8TF05-2";"PP4R1_HUMAN";"Serine/threonine-protein phosphatase 4 regulatory subunit 1";"PPP4R1";"2";"2";"3.86483897971362E-5";"0";"2";"0";"2";"0";"0";"0";"protein phosphatase 4 complex"
"1648";"Q8TF40";"Q8TF40-1";"FNIP1_HUMAN";"Folliculin-interacting protein 1";"FNIP1";"2";"2";"4.19851004085528E-5";"2";"0";"2";"0";"0";"0";"1";"cytoplasm"
"1649";"Q8TF40";"Q8TF40-3";"FNIP1_HUMAN";"Folliculin-interacting protein 1";"FNIP1";"1";"1";"2.09925502042764E-5";"1";"0";"1";"0";"0";"0";"1";"cytoplasm"
"1650";"Q8TF62";"Q8TF62";"AT8B4_HUMAN";"Probable phospholipid-transporting ATPase IM";"ATP8B4";"3";"5";"8.8851889940822E-5";"3";"0";"5";"0";"1.74138211595816E-4";"0";"2";"integral component of membrane"
"1651";"Q8WTV0";"Q8WTV0-2,Q8WTV0-4";"SCRB1_HUMAN";"Scavenger receptor class B member 1";"SCARB1";"5";"9";"1.49657487665541E-4";"5";"0";"9";"0";"0";"0";"0";"cell surface, integral component of plasma membrane, caveola, extracellular vesicular exosome, lysosomal membrane, endocytic vesicle membrane, microvillus membrane"
"1652";"Q8WU79";"Q8WU79-2";"SMAP2_HUMAN";"Stromal membrane-associated protein 2";"SMAP2";"2";"2";"8.55850123712807E-5";"0";"2";"0";"2";"0";"0";"0";"nucleus, cytoplasm"
"1653";"Q8WUM4";"Q8WUM4";"PDC6I_HUMAN";"Programmed cell death 6-interacting protein";"PDCD6IP";"1";"1";"2.11497524811517E-5";"1";"0";"1";"0";"4.25136197075706E-5";"0";"0";"melanosome, cytosol, microtubule organizing center, extracellular vesicular exosome"
"1654";"Q8WUX1";"Q8WUX1-1";"S38A5_HUMAN";"Sodium-coupled neutral amino acid transporter 5";"SLC38A5";"2";"2";"7.7788072684914E-5";"2";"0";"2";"0";"0";"0";"0";"plasma membrane, integral component of membrane"
"1655";"Q8WUY3";"Q8WUY3-3";"PRUN2_HUMAN";"Protein prune homolog 2";"PRUNE2";"4";"9";"5.3504490408924E-5";"3";"2";"3";"6";"0";"0";"0";"nucleus, Golgi apparatus"
"1656";"Q8WV28";"Q8WV28-2";"BLNK_HUMAN";"B-cell linker protein";"BLNK";"3";"3";"1.20776218116051E-4";"0";"3";"0";"3";"0";"0";"0";"cytosol, plasma membrane"
"1657";"Q8WVB6";"Q8WVB6-1";"CTF18_HUMAN";"Chromosome transmission fidelity protein 18 homolog";"CHTF18";"2";"2";"5.64861081650453E-5";"0";"2";"0";"2";"0";"0";"1";"cytoplasm, nucleus"
"1658";"Q8WVB6";"Q8WVB6-2";"CTF18_HUMAN";"Chromosome transmission fidelity protein 18 homolog";"CHTF18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"cytoplasm, nucleus"
"1659";"Q8WVV5";"Q8WVV5-1";"BT2A2_HUMAN";"Butyrophilin subfamily 2 member A2";"BTN2A2";"2";"2";"7.02026200904004E-5";"2";"0";"2";"0";"0";"0";"0";"integral component of membrane"
"1660";"Q8WW12";"Q8WW12-1,Q8WW12-2";"PCNP_HUMAN";"PEST proteolytic signal-containing nuclear protein";"PCNP";"2";"2";"1.03134748054156E-4";"2";"0";"2";"0";"0";"0";"0";"nucleus"
"1661";"Q8WWC4";"Q8WWC4";"CB047_HUMAN";"Uncharacterized protein C2orf47, mitochondrial";"C2orf47";"2";"2";"1.26171719269001E-4";"2";"0";"2";"0";"2.53620769114579E-4";"0";"0";"mitochondrion"
"1662";"Q8WWI1";"Q8WWI1-1";"LMO7_HUMAN";"LIM domain only protein 7";"LMO7";"3";"3";"3.27236812007838E-5";"3";"0";"3";"0";"0";"0";"0";"cytoplasm, nucleus, ubiquitin ligase complex"
"1663";"Q8WWK9";"Q8WWK9-1";"CKAP2_HUMAN";"Cytoskeleton-associated protein 2";"CKAP2";"2";"2";"5.37569111380372E-5";"0";"2";"0";"2";"0";"0";"0";"cytoplasmic microtubule, centrosome, spindle pole"
"1664";"Q8WWM7";"Q8WWM7-3";"ATX2L_HUMAN";"Ataxin-2-like protein";"ATXN2L";"1";"1";"2.84619924862631E-5";"1";"0";"1";"0";"0";"0";"2";"nuclear speck, cytoplasmic stress granule, membrane"
"1665";"Q8WWM7";"Q8WWM7-6";"ATX2L_HUMAN";"Ataxin-2-like protein";"ATXN2L";"2";"2";"5.69239849725262E-5";"2";"0";"2";"0";"0";"0";"2";"nuclear speck, cytoplasmic stress granule, membrane"
"1666";"Q8WWQ0";"Q8WWQ0";"PHIP_HUMAN";"PH-interacting protein";"PHIP";"1";"1";"1.00812658723996E-5";"1";"0";"1";"0";"2.02645919309013E-5";"0";"0";"nucleus"
"1667";"Q8WWU5";"Q8WWU5-3";"TCP11_HUMAN";"T-complex protein 11 homolog";"TCP11";"1";"1";"6.08283139616955E-5";"0";"1";"0";"1";"0";"0";"4";"integral component of membrane"
"1668";"Q8WWY3";"Q8WWY3-1,Q8WWY3-2";"PRP31_HUMAN";"U4/U6 small nuclear ribonucleoprotein Prp31";"PRPF31";"1";"1";"2.75921620545687E-5";"0";"1";"0";"1";"0";"0";"1";"MLL1 complex, Cajal body, U4/U6 x U5 tri-snRNP complex, U4 snRNP, U4atac snRNP, nuclear speck, U2-type spliceosomal complex"
