"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5135"	"peptide.count.P5136"	"peptide.count.P5137"	"spectra.count.P5134"	"spectra.count.P5135"	"spectra.count.P5136"	"spectra.count.P5137"	"dNSAF.P5134"	"dNSAF.P5135"	"dNSAF.P5136"	"dNSAF.P5137"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"O95831-1,O95831-3"	"O95831-[1,3]"	"AIFM1_HUMAN"	"Apoptosis-inducing factor 1, mitochondrial"	"AIFM1"	10	24	0.000409774373024094	8	0	6	0	14	0	10	0	0	0	0	0	0	"apoptotic DNA fragmentation;neuron differentiation;mitochondrial respiratory chain complex I assembly;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;neuron apoptotic process;activation of cysteine-type endopeptidase activity involved in apoptotic process;cell redox homeostasis"	"mitochondrial intermembrane space;mitochondrial inner membrane;perinuclear region of cytoplasm;cytosol;nucleus"	"electron carrier activity;DNA binding;flavin adenine dinucleotide binding;oxidoreductase activity"
"P06899,P23527,P33778,Q16778"	"P06899, P23527, P33778, Q16778"	"H2B1B_HUMAN, H2B1J_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN"	"Histone H2B type 1-B, Histone H2B type 1-J, Histone H2B type 1-O, Histone H2B type 2-E"	"HIST1H2BB, HIST1H2BJ, HIST1H2BO, HIST2H2BE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	"nucleosome assembly;defense response to bacterium"	"nucleosome;nucleus"	"DNA binding"
"P04439"	"P04439"	"1A03_HUMAN"	"HLA class I histocompatibility antigen, A-3 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	"type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;regulation of immune response"	"phagocytic vesicle membrane;MHC class I protein complex;Golgi membrane;ER to Golgi transport vesicle membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane"	"peptide antigen binding;receptor binding"
"P00338-1,P00338-3"	"P00338-[1,3]"	"LDHA_HUMAN"	"L-lactate dehydrogenase A chain"	"LDHA"	9	24	0.000838396232270805	6	0	6	0	14	0	10	0	0	0	0	0	4	"glycolysis;pyruvate metabolic process;cellular response to extracellular stimulus;cellular carbohydrate metabolic process"	"cilium;cytosol;mitochondrion"	"L-lactate dehydrogenase activity"
"P30499"	"P30499"	"1C01_HUMAN"	"HLA class I histocompatibility antigen, Cw-1 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	"positive regulation of T cell mediated cytotoxicity;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;regulation of immune response;modulation by virus of host morphology or physiology;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I"	"Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane;integral to plasma membrane;early endosome membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane"	"peptide antigen binding"
"Q9Y4D7-1"	"Q9Y4D7-1"	"PLXD1_HUMAN"	"Plexin-D1"	"PLXND1"	9	18	0.000198612222946525	9	0	0	0	18	0	0	0	0	0	0	0	1	"dichotomous subdivision of terminal units involved in salivary gland branching;patterning of blood vessels;regulation of angiogenesis;regulation of cell migration;angiogenesis;axon guidance;endothelial cell migration;synapse assembly"	"intracellular;integral to plasma membrane"	"semaphorin receptor activity"
"P30466"	"P30466"	"1B18_HUMAN"	"HLA class I histocompatibility antigen, B-18 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	"regulation of immune response;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology"	"early endosome membrane;phagocytic vesicle membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex;plasma membrane;ER to Golgi transport vesicle membrane"	"peptide antigen binding;receptor binding"
"P08107-1"	"P08107-1"	"HSP71_HUMAN"	"Heat shock 70 kDa protein 1A/1B"	"HSPA1B,HSPA1A"	3	8	0.000752158322076789	3	0	1	0	6	0	2	0	0	0	0	0	26	"negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;mRNA catabolic process;response to virus;response to unfolded protein;gene expression;negative regulation of inclusion body assembly;positive regulation of erythrocyte differentiation;negative regulation of cell proliferation;negative regulation of cell growth;protein refolding;negative regulation of apoptotic process"	"nuclear speck;endoplasmic reticulum;cytosol;mitochondrion;aggresome;ribonucleoprotein complex;perinuclear region of cytoplasm"	"protein binding involved in protein folding;virus receptor activity;ATP binding;unfolded protein binding"
"Q31612"	"Q31612"	"1B73_HUMAN"	"HLA class I histocompatibility antigen, B-73 alpha chain"	"HLA-B"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity"	"Golgi membrane;phagocytic vesicle membrane;early endosome membrane;ER to Golgi transport vesicle membrane;plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;MHC class I protein complex"	"peptide antigen binding"
"P33993-1"	"P33993-1"	"MCM7_HUMAN"	"DNA replication licensing factor MCM7"	"MCM7"	10	23	0.000669611600054092	10	0	5	0	17	0	6	0	0	0	0	0	0	"cell proliferation;DNA unwinding involved in DNA replication;response to DNA damage stimulus;G1/S transition of mitotic cell cycle;DNA strand elongation involved in DNA replication;response to drug;DNA replication initiation;cellular response to epidermal growth factor stimulus;regulation of phosphorylation"	"chromatin;cytosol;MCM complex;nucleoplasm"	"DNA helicase activity;ATP binding;single-stranded DNA binding"
"Q95604"	"Q95604"	"1C17_HUMAN"	"HLA class I histocompatibility antigen, Cw-17 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;interferon-gamma-mediated signaling pathway"	"MHC class I protein complex;ER to Golgi transport vesicle membrane;phagocytic vesicle membrane;plasma membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;early endosome membrane"	"peptide antigen binding"
"P19012"	"P19012"	"K1C15_HUMAN"	"Keratin, type I cytoskeletal 15"	"KRT15"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	"epidermis development"	"intermediate filament"	"structural constituent of cytoskeleton"
"P30501"	"P30501"	"1C02_HUMAN"	"HLA class I histocompatibility antigen, Cw-2 alpha chain"	"HLA-C"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	"antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;regulation of immune response;interferon-gamma-mediated signaling pathway"	"ER to Golgi transport vesicle membrane;Golgi membrane;early endosome membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane;MHC class I protein complex"	"peptide antigen binding"
"P13646-1,P13646-3"	"P13646-[1,3]"	"K1C13_HUMAN"	"Keratin, type I cytoskeletal 13"	"KRT13"	1	1	5.60884160802405e-05	0	0	1	0	0	0	1	0	0	0	0	0	75	"epidermis development;response to radiation;tongue morphogenesis;cellular response to retinoic acid"	"extracellular vesicular exosome;keratin filament"	"structural molecule activity"
"Q5XKE5"	"Q5XKE5"	"K2C79_HUMAN"	"Keratin, type II cytoskeletal 79"	"KRT79"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	""	"keratin filament"	"structural molecule activity"
"P16615-1,P16615-2,P16615-3,P16615-5"	"P16615-[1-3,5]"	"AT2A2_HUMAN"	"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"	"ATP2A2"	6	10	7.11482115936915e-05	6	0	0	0	10	0	0	0	0	0	0	0	5	"positive regulation of heart rate;epidermis development;relaxation of cardiac muscle;cell adhesion;regulation of the force of heart contraction;cellular calcium ion homeostasis;ER-nucleus signaling pathway;blood coagulation;negative regulation of heart contraction;sarcoplasmic reticulum calcium ion transport"	"sarcoplasmic reticulum membrane;platelet dense tubular network membrane;integral to plasma membrane"	"calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential;metal ion binding;ATP binding"
"P05787"	"P05787"	"K2C8_HUMAN"	"Keratin, type II cytoskeletal 8"	"KRT8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	"apoptotic process;tumor necrosis factor-mediated signaling pathway;response to other organism;cell differentiation involved in embryonic placenta development;response to hydrostatic pressure;cytoskeleton organization;modulation by virus of host morphology or physiology;sarcomere organization"	"Z disc;intermediate filament;nucleoplasm;costamere;cytoplasm;sarcolemma;dystrophin-associated glycoprotein complex;keratin filament;nuclear matrix"	"structural molecule activity"
"Q8WTV0-2,Q8WTV0-4"	"Q8WTV0-[2,4]"	"SCRB1_HUMAN"	"Scavenger receptor class B member 1"	"SCARB1"	8	13	0.000246489430754001	8	0	0	0	13	0	0	0	0	0	0	0	0	"cholesterol import;high-density lipoprotein particle clearance;lipopolysaccharide transport;phospholipid transport;triglyceride homeostasis;high-density lipoprotein particle remodeling;cell adhesion;low-density lipoprotein particle clearance;modulation by virus of host morphology or physiology;cholesterol homeostasis;wound healing;endothelial cell proliferation;positive regulation of triglyceride biosynthetic process;regulation of phosphatidylcholine catabolic process;reverse cholesterol transport;androgen biosynthetic process;small molecule metabolic process;positive regulation of nitric-oxide synthase activity;positive regulation of endothelial cell migration;cholesterol efflux;detection of lipopolysaccharide;adhesion to symbiont;blood vessel endothelial cell migration;recognition of apoptotic cell;cholesterol catabolic process;regulation of phagocytosis;lipoprotein metabolic process;positive regulation of cholesterol storage"	"cell surface;caveola;integral to plasma membrane;microvillus membrane;endocytic vesicle membrane"	"lipopolysaccharide receptor activity;lipopolysaccharide binding;1-phosphatidylinositol binding;high-density lipoprotein particle binding;low-density lipoprotein particle binding;phosphatidylserine binding;transporter activity;high-density lipoprotein particle receptor activity"
"Q09160"	"Q09160"	"1A80_HUMAN"	"HLA class I histocompatibility antigen, A-80 alpha chain"	"HLA-A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity"	"Golgi membrane;early endosome membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex"	"peptide antigen binding"
"P08727"	"P08727"	"K1C19_HUMAN"	"Keratin, type I cytoskeletal 19"	"KRT19"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	"modulation by virus of host morphology or physiology;cell differentiation involved in embryonic placenta development;sarcomere organization;response to estrogen stimulus"	"intermediate filament;cell periphery;costamere;sarcolemma;Z disc;dystrophin-associated glycoprotein complex"	"structural constituent of muscle;structural constituent of cytoskeleton"
"P08621-1,P08621-2"	"P08621-[1,2]"	"RU17_HUMAN"	"U1 small nuclear ribonucleoprotein 70 kDa"	"SNRNP70"	7	15	0.000359255850491662	7	0	2	0	11	0	4	0	0	0	0	0	0	"mRNA splicing;regulation of RNA splicing"	"nuclear speck;spliceosomal complex;nucleoplasm"	"RNA binding;nucleotide binding"
"P04899-1,P04899-4"	"P04899-[1,4]"	"GNAI2_HUMAN"	"Guanine nucleotide-binding protein G(i) subunit alpha-2"	"GNAI2"	6	12	0.000408220515704935	6	0	0	0	12	0	0	0	0	0	0	0	2	"response to nutrient;positive regulation of cell proliferation;synaptic transmission;activation of MAPKK activity;cell proliferation;negative regulation of synaptic transmission;negative regulation of adenylate cyclase activity;gamma-aminobutyric acid signaling pathway;adenosine receptor signaling pathway;regulation of calcium ion transport;G-protein coupled acetylcholine receptor signaling pathway;platelet activation;adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway;cell division;cell cycle;intracellular protein kinase cascade"	"cytosol;midbody;heterotrimeric G-protein complex;cytoplasm;membrane raft;centrosome;nucleus"	"G-protein beta/gamma-subunit complex binding;metal ion binding;GTPase activity;signal transducer activity;G-protein coupled receptor binding;GTP binding"
"Q15366-3,Q15366-4,Q15366-6"	"Q15366-[3,4,6]"	"PCBP2_HUMAN"	"Poly(rC)-binding protein 2"	"PCBP2"	4	8	0.000285474067522499	3	0	2	0	5	0	3	0	0	0	0	0	13	"mRNA splicing;negative regulation of defense response to virus;innate immune response;negative regulation of type I interferon production;proteasomal ubiquitin-dependent protein catabolic process;defense response to virus"	"nucleoplasm;cytosol;ribonucleoprotein complex"	"RNA binding;DNA binding"
"Q13310-1,Q13310-2,Q13310-3"	"Q13310-[1-3]"	"PABP4_HUMAN"	"Polyadenylate-binding protein 4"	"PABPC4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	"translation;RNA processing;RNA catabolic process;blood coagulation"	"nucleus;cytoplasmic stress granule"	"nucleotide binding;poly(U) RNA binding;poly(A) RNA binding"
"P17858-1"	"P17858-1"	"K6PL_HUMAN"	"6-phosphofructokinase, liver type"	"PFKL"	4	13	0.000414291850921148	3	0	4	0	5	0	8	0	0	0	0	0	6	"fructose 6-phosphate metabolic process;protein oligomerization;small molecule metabolic process;protein homotetramerization;response to glucose stimulus;glycolysis;negative regulation of insulin secretion;fructose 1"	"6-phosphofructokinase complex"	"fructose-6-phosphate binding;ATP binding;fructose binding;metal ion binding;6-phosphofructokinase activity"
"P20039"	"P20039"	"2B1B_HUMAN"	"HLA class II histocompatibility antigen, DRB1-11 beta chain"	"HLA-DRB1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class II;T cell receptor signaling pathway;T cell costimulation"	"integral to lumenal side of endoplasmic reticulum membrane;lysosomal membrane;ER to Golgi transport vesicle membrane;clathrin-coated endocytic vesicle membrane;MHC class II protein complex;trans-Golgi network membrane;late endosome membrane;integral to plasma membrane;Golgi membrane"	"MHC class II receptor activity"
