"protein.g"	"protein.acs"	"ID"	"Description"	"Gene"	"global.peptide.count"	"global.spectra.count"	"global.dNSAF"	"peptide.count.P5134"	"peptide.count.P5136"	"spectra.count.P5134"	"spectra.count.P5136"	"dNSAF.P5134"	"dNSAF.P5136"	"unspecific.spectra.count"	"go.bp"	"go.cc"	"go.f"
"P16157-13"	"P16157-13"	"ANK1_HUMAN"	"Ankyrin-1"	"ANK1"	1	1	1.21996179915203e-05	1	0	1	0	0	0	1	"ER to Golgi vesicle-mediated transport;axon guidance;cytoskeleton organization;exocytosis;monovalent inorganic cation transport;signal transduction;porphyrin-containing compound biosynthetic process;protein targeting to plasma membrane;erythrocyte development;maintenance of epithelial cell apical/basal polarity"	"spectrin-associated cytoskeleton;cytosol;cortical cytoskeleton;basolateral plasma membrane;M band;sarcoplasmic reticulum"	"cytoskeletal adaptor activity;structural constituent of cytoskeleton;enzyme binding;spectrin binding"
"P16157-8"	"P16157-8"	"ANK1_HUMAN"	"Ankyrin-1"	"ANK1"	1	1	1.28095988910963e-05	1	0	1	0	0	0	2	"ER to Golgi vesicle-mediated transport;axon guidance;cytoskeleton organization;exocytosis;monovalent inorganic cation transport;signal transduction;porphyrin-containing compound biosynthetic process;protein targeting to plasma membrane;erythrocyte development;maintenance of epithelial cell apical/basal polarity"	"spectrin-associated cytoskeleton;cytosol;cortical cytoskeleton;basolateral plasma membrane;M band;sarcoplasmic reticulum"	"cytoskeletal adaptor activity;structural constituent of cytoskeleton;enzyme binding;spectrin binding"
"P16284-1"	"P16284-1"	"PECA1_HUMAN"	"Platelet endothelial cell adhesion molecule"	"PECAM1"	1	1	0.000124376593181841	1	0	1	0	0	0	12	"glomerular endothelium development;platelet degranulation;phagocytosis;diapedesis;cell adhesion;platelet activation;cell recognition;signal transduction"	"plasma membrane;integral to membrane;platelet alpha granule membrane;extracellular space;cell junction"	""
"P16284-2"	"P16284-2"	"PECA1_HUMAN"	"Platelet endothelial cell adhesion molecule"	"PECAM1"	1	1	0.000124376593181841	1	0	1	0	0	0	12	"glomerular endothelium development;platelet degranulation;phagocytosis;diapedesis;cell adhesion;platelet activation;cell recognition;signal transduction"	"plasma membrane;integral to membrane;platelet alpha granule membrane;extracellular space;cell junction"	""
"P16284-3"	"P16284-3"	"PECA1_HUMAN"	"Platelet endothelial cell adhesion molecule"	"PECAM1"	1	1	0.000124376593181841	1	0	1	0	0	0	12	"glomerular endothelium development;platelet degranulation;phagocytosis;diapedesis;cell adhesion;platelet activation;cell recognition;signal transduction"	"plasma membrane;integral to membrane;platelet alpha granule membrane;extracellular space;cell junction"	""
"P16402"	"P16402"	"H13_HUMAN"	"Histone H1.3"	"HIST1H1D"	1	1	0.000315657663275253	0	1	0	1	0	0.00156383430667983	14	"nucleosome assembly"	"nuclear chromatin;nucleosome"	"DNA binding"
"P16615-1"	"P16615-1"	"AT2A2_HUMAN"	"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"	"ATP2A2"	1	1	8.33710252555958e-05	1	0	1	0	0	0	17	"positive regulation of heart rate;blood coagulation;ER-nucleus signaling pathway;cell adhesion;negative regulation of heart contraction;epidermis development;regulation of the force of heart contraction;sarcoplasmic reticulum calcium ion transport;relaxation of cardiac muscle;cellular calcium ion homeostasis"	"sarcoplasmic reticulum membrane;integral to plasma membrane;platelet dense tubular network membrane"	"ATP binding;metal ion binding;calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential"
"P16615-4"	"P16615-4"	"AT2A2_HUMAN"	"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2"	"ATP2A2"	1	1	8.33710252555958e-05	0	1	0	1	0	0	17	"positive regulation of heart rate;blood coagulation;ER-nucleus signaling pathway;cell adhesion;negative regulation of heart contraction;epidermis development;regulation of the force of heart contraction;sarcoplasmic reticulum calcium ion transport;relaxation of cardiac muscle;cellular calcium ion homeostasis"	"sarcoplasmic reticulum membrane;integral to plasma membrane;platelet dense tubular network membrane"	"ATP binding;metal ion binding;calcium-transporting ATPase activity involved in regulation of cardiac muscle cell membrane potential"
"P16885"	"P16885"	"PLCG2_HUMAN"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2"	"PLCG2"	1	1	2.90244824563474e-05	1	0	1	0	5.83428014326818e-05	0	2	"negative regulation of programmed cell death;Wnt receptor signaling pathway;calcium-mediated signaling;phospholipid catabolic process;inositol trisphosphate biosynthetic process;Fc-gamma receptor signaling pathway involved in phagocytosis;follicular B cell differentiation;phosphatidylinositol biosynthetic process;activation of store-operated calcium channel activity;release of sequestered calcium ion into cytosol;innate immune response;platelet activation;inositol phosphate metabolic process;B cell differentiation;B cell receptor signaling pathway;T cell receptor signaling pathway;regulation of gene expression;response to lipopolysaccharide"	"plasma membrane;cytosol"	"signal transducer activity;phospholipid binding;phosphatidylinositol phospholipase C activity"
"P16989-1"	"P16989-1"	"DBPA_HUMAN"	"DNA-binding protein A"	"CSDA"	3	9	0.000619736933168632	2	2	5	4	0	0	17	"positive regulation of organ growth;cellular hyperosmotic response;fertilization;response to cold;transcription;negative regulation of necrotic cell death;3'-UTR-mediated mRNA stabilization;male gonad development;negative regulation of skeletal muscle tissue development;in utero embryonic development;positive regulation of cytoplasmic translation;negative regulation of transcription from RNA polymerase II promoter;negative regulation of apoptotic process;cellular response to tumor necrosis factor"	"nucleus;perinuclear region of cytoplasm;polysome;tight junction"	"mRNA 3'-UTR binding;transcription corepressor activity;sequence-specific DNA binding transcription factor activity;Rho GTPase binding;double-stranded DNA binding"
"P17066"	"P17066"	"HSP76_HUMAN"	"Heat shock 70 kDa protein 6"	"HSPA6"	1	1	6.54417724171463e-05	1	0	1	0	0.000112030250528228	0	24	"response to unfolded protein"	""	"ATP binding"
"P17693"	"P17693"	"HLAG_HUMAN"	"HLA class I histocompatibility antigen, alpha chain G"	"HLA-G"	1	8	0.000600088499097471	1	0	8	0	0.00124050374643848	0	7	"negative regulation of T cell proliferation;negative regulation of dendritic cell differentiation;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;immune response-inhibiting cell surface receptor signaling pathway;interferon-gamma-mediated signaling pathway;cellular defense response;antigen processing and presentation of exogenous peptide antigen via MHC class I;positive regulation of T cell tolerance induction;positive regulation of interleukin-12 production;positive regulation of regulatory T cell differentiation"	"early endosome membrane;phagocytic vesicle membrane;integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;Golgi membrane;MHC class I protein complex;ER to Golgi transport vesicle membrane"	"protein homodimerization activity"
"P17858-1"	"P17858-1"	"K6PL_HUMAN"	"6-phosphofructokinase, liver type"	"PFKL"	4	9	0.000274585248024526	3	3	5	4	0	0	8	"small molecule metabolic process;negative regulation of insulin secretion;fructose 6-phosphate metabolic process;protein homotetramerization;fructose 1;protein oligomerization;response to glucose stimulus;glycolysis"	"6-phosphofructokinase complex"	"fructose-6-phosphate binding;ATP binding;metal ion binding;6-phosphofructokinase activity;fructose binding"
"P18583-7"	"P18583-7"	"SON_HUMAN"	"Protein SON"	"SON"	1	1	8.82837977984872e-06	0	1	0	1	0	0	2	"regulation of cell cycle;regulation of RNA splicing;cell cycle;cytokinesis;mRNA processing;negative regulation of apoptotic process;microtubule cytoskeleton organization;RNA splicing"	"nuclear speck"	"RNA binding;DNA binding;double-stranded RNA binding"
"P19087"	"P19087"	"GNAT2_HUMAN"	"Guanine nucleotide-binding protein G(t) subunit alpha-2"	"GNAT2"	1	1	6.55990584465372e-05	1	0	1	0	0.000131862225170538	0	4	"adenylate cyclase-modulating G-protein coupled receptor signaling pathway;response to light intensity;phototransduction;detection of chemical stimulus involved in sensory perception of bitter taste;elevation of cytosolic calcium ion concentration;retinal cone cell development;detection of light stimulus involved in visual perception"	"photoreceptor outer segment membrane;photoreceptor inner segment;heterotrimeric G-protein complex"	"G-protein coupled photoreceptor activity;G-protein beta/gamma-subunit complex binding;GTP binding;metal ion binding;GTPase activity;G-protein coupled receptor binding"
"P19174-2"	"P19174-2"	"PLCG1_HUMAN"	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1"	"PLCG1"	1	1	2.84619924862631e-05	1	0	1	0	0	0	2	"activation of MAPKK activity;Fc-gamma receptor signaling pathway involved in phagocytosis;axon guidance;innate immune response;positive regulation of angiogenesis;cytokine-mediated signaling pathway;cellular response to epidermal growth factor stimulus;blood coagulation;leukocyte migration;positive regulation of epithelial cell migration;virus-host interaction;inositol phosphate metabolic process;positive regulation of blood vessel endothelial cell migration;neurotrophin TRK receptor signaling pathway;T cell receptor signaling pathway;fibroblast growth factor receptor signaling pathway;activation of phospholipase C activity;epidermal growth factor receptor signaling pathway;intracellular signal transduction;in utero embryonic development;phospholipid catabolic process"	"lamellipodium;signalosome;ruffle;cytosol;plasma membrane"	"phosphatidylinositol phospholipase C activity;calcium ion binding;phospholipid binding;receptor signaling protein activity"
"P19367-2"	"P19367-2"	"HXK1_HUMAN"	"Hexokinase-1"	"HK1"	1	1	3.0029419553391e-05	0	1	0	1	0	0	1	"cellular glucose homeostasis;small molecule metabolic process;glycolysis;glucose transport;transmembrane transport"	"membrane raft;mitochondrion;cytosol;nucleus;mitochondrial outer membrane"	"mannokinase activity;ATP binding;fructokinase activity;glucokinase activity"
"P19367-3"	"P19367-3"	"HXK1_HUMAN"	"Hexokinase-1"	"HK1"	1	1	3.0029419553391e-05	0	1	0	1	0	0	1	"cellular glucose homeostasis;small molecule metabolic process;glycolysis;glucose transport;transmembrane transport"	"membrane raft;mitochondrion;cytosol;nucleus;mitochondrial outer membrane"	"mannokinase activity;ATP binding;fructokinase activity;glucokinase activity"
"P20338"	"P20338"	"RAB4A_HUMAN"	"Ras-related protein Rab-4A"	"RAB4A"	1	2	0.00024898675743069	1	1	1	1	0.000259871985254727	0.000504799514331496	4	"cellular membrane organization;small GTPase mediated signal transduction;regulation of endocytosis"	"membrane;endosome"	"GTP binding;protein transporter activity;GTPase activity;GDP binding"
"P20645"	"P20645"	"MPRD_HUMAN"	"Cation-dependent mannose-6-phosphate receptor"	"M6PR"	1	2	0.000132548629268157	1	0	2	0	0.000266439147336976	0	0	"receptor-mediated endocytosis;endosome to lysosome transport"	"integral to plasma membrane;cell surface;endosome;lysosomal membrane;late endosome"	"mannose transmembrane transporter activity;mannose binding;transmembrane signaling receptor activity"
"P20701-1"	"P20701-1"	"ITAL_HUMAN"	"Integrin alpha-L"	"ITGAL"	1	1	0.000239492325389133	1	0	1	0	0	0	85	"leukocyte migration;inflammatory response;integrin-mediated signaling pathway;blood coagulation;regulation of immune response;positive regulation of T cell proliferation;heterophilic cell-cell adhesion;activated T cell proliferation;positive regulation of cell-cell adhesion;signal transduction;T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell;positive regulation of calcium-mediated signaling;leukocyte cell-cell adhesion"	"integrin complex;external side of plasma membrane;immunological synapse"	"metal ion binding"
"P20701-2"	"P20701-2"	"ITAL_HUMAN"	"Integrin alpha-L"	"ITGAL"	1	1	0.000239492325389133	1	0	1	0	0	0	85	"leukocyte migration;inflammatory response;integrin-mediated signaling pathway;blood coagulation;regulation of immune response;positive regulation of T cell proliferation;heterophilic cell-cell adhesion;activated T cell proliferation;positive regulation of cell-cell adhesion;signal transduction;T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell;positive regulation of calcium-mediated signaling;leukocyte cell-cell adhesion"	"integrin complex;external side of plasma membrane;immunological synapse"	"metal ion binding"
"P21281"	"P21281"	"VATB2_HUMAN"	"V-type proton ATPase subunit B, brain isoform"	"ATP6V1B2"	1	1	5.38884104314277e-05	1	0	1	0	0.000108322373501481	0	1	"insulin receptor signaling pathway;interaction with host;phagosome maturation;transferrin transport;ATP hydrolysis coupled proton transport;cellular iron ion homeostasis"	"microvillus;proton-transporting V-type ATPase;Golgi apparatus;endomembrane system;cytosol;integral to membrane;plasma membrane;melanosome"	"proton-transporting ATPase activity;ATP binding"
"P21796,Q9Y277-1,Q9Y277-2"	"P21796, Q9Y277-[1,2]"	"VDAC1_HUMAN, VDAC3_HUMAN"	"Voltage-dependent anion-selective channel protein 1, Voltage-dependent anion-selective channel protein 3"	"VDAC1, VDAC3"	1	1	2.1623068496631e-05	1	0	1	0	0.000130395130410499	0	0	"learning;virus-host interaction;apoptotic process;behavioral fear response;neuron-neuron synaptic transmission;adenine transport"	"plasma membrane;pore complex;mitochondrial nucleoid;mitochondrial outer membrane;mitochondrial inner membrane"	"porin activity;voltage-gated anion channel activity;nucleotide binding"
