"";"Protein.G";"Protein.Acs";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5574";"Spectra.Count.P5574";"DNSAF.P5574";"Unspecific.Spectra.Count";"Go.Bp";"Go.Cc";"Go.F"
"1038";"Q07812-1,Q07812-2,Q07812-8";"Q07812";"BAX_HUMAN";"Apoptosis regulator BAX";"BAX";"7";"18";"0.00102272066037918";"7";"18";"0";"0";"regulation of nitrogen utilization;protein insertion into mitochondrial membrane involved in apoptotic signaling pathway;nuclear fragmentation involved in apoptotic nuclear change;retina development in camera-type eye;regulation of cell cycle;B cell negative selection;negative regulation of fibroblast proliferation;positive regulation of release of sequestered calcium ion into cytosol;germ cell programmed cell death;odontogenesis of dentin-containing tooth;positive regulation of protein oligomerization;transformed cell apoptotic process;establishment or maintenance of transmembrane electrochemical gradient;Sertoli cell proliferation;intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;apoptotic DNA fragmentation;germ cell development;release of cytochrome c from mitochondria;fertilization;B cell homeostatic proliferation;retinal cell apoptotic process;positive regulation of release of cytochrome c from mitochondria;mitochondrial fragmentation involved in apoptotic process;mitochondrial fusion;cellular response to organic substance;limb morphogenesis;T cell homeostatic proliferation;regulation of mammary gland epithelial cell proliferation;ovarian follicle development;positive regulation of apoptotic process involved in mammary gland involution;blood vessel remodeling;kidney development;regulation of protein homodimerization activity;cellular response to UV;vagina development;response to salt stress;retinal cell programmed cell death;neuron apoptotic process;protein homooligomerization;regulation of protein heterodimerization activity;spermatid differentiation;positive regulation of developmental pigmentation;negative regulation of protein binding;response to axon injury;cleavage of lamin involved in execution phase of apoptosis;development of secondary sexual characteristics;neuron migration;post-embryonic camera-type eye morphogenesis;release of matrix enzymes from mitochondria;response to toxic substance;response to DNA damage stimulus;regulation of mitochondrial membrane potential;hypothalamus development;activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c;myeloid cell homeostasis;B cell receptor apoptotic signaling pathway;cerebral cortex development;reduction of endoplasmic reticulum calcium ion concentration;B cell homeostasis;negative regulation of neuron apoptotic process;response to gamma radiation;modulation by virus of host morphology or physiology;positive regulation of neuron apoptotic process;response to acid;negative regulation of peptidyl-serine phosphorylation;glycosphingolipid metabolic process;positive regulation of endoplasmic reticulum unfolded protein response;positive regulation of mitochondrial outer membrane permeabilization;homeostasis of number of cells within a tissue;positive regulation of B cell apoptotic process;positive regulation of intrinsic apoptotic signaling pathway";"endoplasmic reticulum membrane;nucleus;Bcl-2 family protein complex;cytosol;mitochondrial permeability transition pore complex;mitochondrial outer membrane";"lipid binding;protein homodimerization activity;BH3 domain binding;channel activity"
"1039";"Q96N66-1";"Q96N66";"MBOA7_HUMAN";"Lysophospholipid acyltransferase 7";"MBOAT7";"7";"13";"9.01380921012161E-4";"7";"13";"0";"0";"small molecule metabolic process;ventricular system development;glycerophospholipid biosynthetic process;phosphatidylinositol acyl-chain remodeling";"integral to membrane;endoplasmic reticulum membrane";"transferase activity"
"1040";"P20039";"P20039";"2B1B_HUMAN";"HLA class II histocompatibility antigen, DRB1-11 beta chain";"HLA-DRB1";"0";"0";"0";"0";"0";"0";"14";"interferon-gamma-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class II;T cell receptor signaling pathway;T cell costimulation";"integral to lumenal side of endoplasmic reticulum membrane;lysosomal membrane;ER to Golgi transport vesicle membrane;clathrin-coated endocytic vesicle membrane;MHC class II protein complex;trans-Golgi network membrane;late endosome membrane;integral to plasma membrane;Golgi membrane";"MHC class II receptor activity"
"1042";"P30487,P30488";"P30487";"1B49_HUMAN, 1B50_HUMAN";"HLA class I histocompatibility antigen, B-49 alpha chain, HLA class I histocompatibility antigen, B-50 alpha chain";"HLA-B";"0";"0";"0";"0";"0";"0";"17";"regulation of immune response;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway";"integral to lumenal side of endoplasmic reticulum membrane;plasma membrane;ER to Golgi transport vesicle membrane;early endosome membrane;MHC class I protein complex;phagocytic vesicle membrane;Golgi membrane";"peptide antigen binding"
"1043";"P61619-1";"P61619";"S61A1_HUMAN";"Protein transport protein Sec61 subunit alpha isoform 1";"SEC61A1";"6";"13";"8.93806291423824E-4";"6";"13";"0";"0";"endoplasmic reticulum organization;cell growth;posttranslational protein targeting to membrane;antigen processing and presentation of exogenous peptide antigen via MHC class I;response to interferon-gamma;SRP-dependent cotranslational protein targeting to membrane";"integral to endoplasmic reticulum membrane;rough endoplasmic reticulum";"ribosome binding"
"1044";"Q9Y2Q3-1";"Q9Y2Q3";"GSTK1_HUMAN";"Glutathione S-transferase kappa 1";"GSTK1";"6";"12";"0.0017377200601133";"6";"12";"0";"0";"glutathione metabolic process";"mitochondrial matrix;mitochondrial inner membrane;peroxisome";"glutathione transferase activity;glutathione peroxidase activity;protein disulfide oxidoreductase activity"
"1045";"P04229,Q29974";"P04229";"2B11_HUMAN, 2B1G_HUMAN";"HLA class II histocompatibility antigen, DRB1-1 beta chain, HLA class II histocompatibility antigen, DRB1-16 beta chain";"HLA-DRB1";"0";"0";"0";"0";"0";"0";"13";"detection of bacterium;inflammatory response to antigenic stimulus;positive regulation of insulin secretion involved in cellular response to glucose stimulus;T cell receptor signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class II;T cell costimulation;T-helper 1 type immune response;protein tetramerization;regulation of interleukin-10 secretion;negative regulation of interferon-gamma production;humoral immune response mediated by circulating immunoglobulin;interferon-gamma-mediated signaling pathway;regulation of interleukin-4 production;immunoglobulin production involved in immunoglobulin mediated immune response;negative regulation of T cell proliferation";"external side of plasma membrane;lysosomal membrane;ER to Golgi transport vesicle membrane;Golgi membrane;integral to lumenal side of endoplasmic reticulum membrane;clathrin-coated endocytic vesicle membrane;late endosome membrane;trans-Golgi network membrane;MHC class II protein complex";"peptide antigen binding;MHC class II receptor activity"
"1047";"Q13308-1,Q13308-2,Q13308-3,Q13308-6";"Q13308";"PTK7_HUMAN";"Inactive tyrosine-protein kinase 7";"PTK7";"5";"9";"6.88185864928048E-5";"5";"9";"0";"0";"lung-associated mesenchyme development;cell adhesion;cellular response to retinoic acid;neural tube closure;cochlea morphogenesis;canonical Wnt receptor signaling pathway;planar cell polarity pathway involved in neural tube closure;establishment of epithelial cell apical/basal polarity;establishment of planar polarity;positive regulation of neuron projection development;wound healing;cell migration;axis elongation;actin cytoskeleton reorganization;convergent extension";"cell-cell junction;integral to plasma membrane";"transmembrane receptor protein tyrosine kinase activity;ATP binding"
"1048";"Q09160";"Q09160";"1A80_HUMAN";"HLA class I histocompatibility antigen, A-80 alpha chain";"HLA-A";"0";"0";"0";"0";"0";"0";"18";"regulation of immune response;antigen processing and presentation of exogenous peptide antigen via MHC class I;type I interferon-mediated signaling pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I;interferon-gamma-mediated signaling pathway;modulation by virus of host morphology or physiology;positive regulation of T cell mediated cytotoxicity";"Golgi membrane;early endosome membrane;integral to plasma membrane;integral to lumenal side of endoplasmic reticulum membrane;phagocytic vesicle membrane;ER to Golgi transport vesicle membrane;MHC class I protein complex";"peptide antigen binding"
"1052";"Q8NHH9-1";"Q8NHH9";"ATLA2_HUMAN";"Atlastin-2";"ATL2";"5";"11";"6.17491719474224E-4";"5";"11";"0";"0";"protein homooligomerization;endoplasmic reticulum organization;Golgi organization";"endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane";"GTP binding;identical protein binding;GTPase activity"
"1056";"P01111";"P01111";"RASN_HUMAN";"GTPase NRas";"NRAS";"0";"0";"0";"0";"0";"0";"6";"regulation of synaptic transmission;Ras protein signal transduction;insulin receptor signaling pathway;actin cytoskeleton organization;positive regulation of Rac protein signal transduction;epidermal growth factor receptor signaling pathway;striated muscle cell differentiation;neurotrophin TRK receptor signaling pathway;innate immune response;axon guidance;activation of MAPKK activity;visual learning;leukocyte migration;negative regulation of neuron apoptotic process;regulation of long-term neuronal synaptic plasticity;Fc-epsilon receptor signaling pathway;fibroblast growth factor receptor signaling pathway;blood coagulation;MAPK cascade;positive regulation of cell proliferation";"plasma membrane;Golgi membrane";"GTP binding;GTPase activity"
"1057";"P01112-1";"P01112";"RASH_HUMAN";"GTPase HRas";"HRAS";"0";"0";"0";"0";"0";"0";"5";"positive regulation of JNK cascade;social behavior;cell proliferation;intrinsic apoptotic signaling pathway;positive regulation of transcription from RNA polymerase II promoter;insulin receptor signaling pathway;positive regulation of ruffle assembly;positive regulation of Rac GTPase activity;blood coagulation;cellular senescence;positive regulation of Rac protein signal transduction;neurotrophin TRK receptor signaling pathway;organ morphogenesis;cell cycle arrest;fibroblast growth factor receptor signaling pathway;endocytosis;regulation of synaptic transmission;actin cytoskeleton organization;negative regulation of Rho GTPase activity;positive regulation of epithelial cell proliferation;innate immune response;positive regulation of ERK1 and ERK2 cascade;axon guidance;positive regulation of miRNA metabolic process;visual learning;MAPK cascade;striated muscle cell differentiation;activation of MAPKK activity;positive regulation of cell migration;positive regulation of DNA replication;protein heterooligomerization;Fc-epsilon receptor signaling pathway;positive regulation of MAP kinase activity;epidermal growth factor receptor signaling pathway;Ras protein signal transduction;negative regulation of neuron apoptotic process;leukocyte migration;regulation of long-term neuronal synaptic plasticity;mitotic cell cycle checkpoint;negative regulation of gene expression;positive regulation of wound healing;negative regulation of cell proliferation;positive regulation of actin cytoskeleton reorganization;synaptic transmission";"Golgi apparatus;cytosol;perinuclear region of cytoplasm;Golgi membrane;plasma membrane;nucleus";"GTP binding;GTPase activity"
"1058";"A0FGR8-1,A0FGR8-2,A0FGR8-6";"A0FGR8";"ESYT2_HUMAN";"Extended synaptotagmin-2";"ESYT2";"2";"4";"4.87725251591273E-5";"2";"4";"0";"1";"";"plasma membrane;integral to membrane";""
"1059";"P62070-1";"P62070";"RRAS2_HUMAN";"Ras-related protein R-Ras2";"RRAS2";"1";"2";"5.77536372920009E-4";"1";"2";"0";"4";"positive regulation of cell migration;Ras protein signal transduction";"endoplasmic reticulum;plasma membrane";"GTPase activity;GTP binding"
"1063";"P36406-1,P36406-2,P36406-3";"P36406";"TRI23_HUMAN";"E3 ubiquitin-protein ligase TRIM23";"TRIM23";"0";"0";"0";"0";"0";"0";"4";"small GTPase mediated signal transduction;modulation by virus of host morphology or physiology";"nucleus;Golgi membrane;lysosomal membrane";"GDP binding;ubiquitin-protein ligase activity;enzyme activator activity;zinc ion binding;GTP binding;GTPase activity"
"1064";"P01116-1,P01116-2";"P01116";"RASK_HUMAN";"GTPase KRas";"KRAS";"0";"0";"0";"0";"0";"0";"3";"striated muscle cell differentiation;response to glucocorticoid stimulus;neurotrophin TRK receptor signaling pathway;axon guidance;positive regulation of Rac protein signal transduction;MAPK cascade;innate immune response;positive regulation of NF-kappaB transcription factor activity;Ras protein signal transduction;activation of MAPKK activity;actin cytoskeleton organization;cytokine-mediated signaling pathway;visual learning;negative regulation of neuron apoptotic process;positive regulation of cell proliferation;positive regulation of MAP kinase activity;regulation of long-term neuronal synaptic plasticity;positive regulation of gene expression;social behavior;regulation of synaptic transmission;epidermal growth factor receptor signaling pathway;response to mineralocorticoid stimulus;positive regulation of nitric-oxide synthase activity;insulin receptor signaling pathway;blood coagulation;leukocyte migration;fibroblast growth factor receptor signaling pathway;Fc-epsilon receptor signaling pathway";"membrane raft;mitochondrion;plasma membrane";"GDP binding;GMP binding;GTP binding;GTPase activity"
