"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5834-1.id.csv";"peptide.count.P5834-2.id.csv";"peptide.count.P5835-1.id.csv";"peptide.count.P5835-2.id.csv";"spectra.count.P5834-1.id.csv";"spectra.count.P5834-2.id.csv";"spectra.count.P5835-1.id.csv";"spectra.count.P5835-2.id.csv";"dNSAF.P5834-1.id.csv";"dNSAF.P5834-2.id.csv";"dNSAF.P5835-1.id.csv";"dNSAF.P5835-2.id.csv"
"Q9BYD1";"Q9BYD1";"Q9BYD1";"RM13_HUMAN";"39S ribosomal protein L13, mitochondrial";"MRPL13";1;2;0,000107931890261847;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000309058400287619;0,000304446390328796
"Q9BZK3";"Q9BZK3";"Q9BZK3";"NACP1_HUMAN";"Putative nascent polypeptide-associated complex subunit alpha-like protein";"NACAP1";1;1;4,50983015648095e-05;1;NA;NA;NA;1;NA;NA;NA;0,00023911942573869;NA;NA;NA
"Q9BZM6";"Q9BZM6";"Q9BZM6";"N2DL1_HUMAN";"NKG2D ligand 1";"ULBP1";1;5;0,000196842996584107;1;1;NA;NA;2;3;NA;NA;0,000417478997396238;0,000620644722934186;NA;NA
"Q9C037-1,Q9C037-2";"Q9C037-1,Q9C037-2";"Q9C037-[1,2]";"TRIM4_HUMAN";"Tripartite motif-containing protein 4";"TRIM4";7;23;0,000220936579366002;5;7;4;4;6;8;4;5;NA;NA;NA;NA
"Q9C0E8-1,Q9C0E8-2";"Q9C0E8-1,Q9C0E8-2";"Q9C0E8-[1,2]";"LNP_HUMAN";"Protein lunapark";"LNP";7;27;0,00030299104240563;7;4;6;5;8;5;7;7;NA;NA;NA;NA
"Q9GIY3";"Q9GIY3";"Q9GIY3";"2B1E_HUMAN";"HLA class II histocompatibility antigen, DRB1-14 beta chain";"HLA-DRB1";1;3;0,000157540998281168;1;0;1;1;1;0;1;1;0,000277639227967648;0;0,000258516894977426;0,000305590925630784
"Q9GZM5";"Q9GZM5";"Q9GZM5";"YIPF3_HUMAN";"Protein YIPF3";"YIPF3";1;3;8,23366134283236e-05;1;NA;1;1;1;NA;1;1;0,000145521250520974;NA;0,000157178272146275;0,00015483273565293
"Q9GZY6-1";"Q9GZY6-1";"Q9GZY6-1";"NTAL_HUMAN";"Linker for activation of T-cells family member 2";"LAT2";3;9;0,000355775490122386;2;3;2;2;2;3;2;2;NA;NA;NA;NA
"Q9GZY8-1,Q9GZY8-2,Q9GZY8-5";"Q9GZY8-1,Q9GZY8-2,Q9GZY8-5";"Q9GZY8-[1,2,5]";"MFF_HUMAN";"Mitochondrial fission factor";"MFF";6;25;0,000234062822448938;4;3;3;5;7;6;5;7;NA;NA;NA;NA
"Q9GZZ1-1,Q9GZZ1-2";"Q9GZZ1-1,Q9GZZ1-2";"Q9GZZ1-[1,2]";"NAA50_HUMAN";"N-alpha-acetyltransferase 50";"NAA50";1;1;2,84199356014924e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q9H0P0-4";"Q9H0P0-4";"Q9H0P0-4";"5NT3_HUMAN";"Cytosolic 5'-nucleotidase 3";"NT5C3";3;5;0,000142945509424173;1;NA;NA;3;1;NA;NA;4;NA;NA;NA;NA
"Q9H0R3-1,Q9H0R3-2";"Q9H0R3-1,Q9H0R3-2";"Q9H0R3-[1,2]";"TM222_HUMAN";"Transmembrane protein 222";"TMEM222";1;2;4,61823953524251e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
"Q9H1A3-1,Q9H1A3-2";"Q9H1A3-1,Q9H1A3-2";"Q9H1A3-[1,2]";"METL9_HUMAN";"Methyltransferase-like protein 9";"METTL9";1;1;1,51036764674598e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"Q9H300-1";"Q9H300-1";"Q9H300-1";"PARL_HUMAN";"Presenilins-associated rhomboid-like protein, mitochondrial";"PARL";4;13;0,000329491285047381;2;3;2;4;4;3;2;4;NA;NA;NA;NA
"Q9H330-1,Q9H330-2";"Q9H330-1,Q9H330-2";"Q9H330-[1,2]";"TM245_HUMAN";"Transmembrane protein 245";"TMEM245";4;9;4,74497497803182e-05;2;2;2;3;2;2;2;3;NA;NA;NA;NA
"Q9H3U5-1,Q9H3U5-3";"Q9H3U5-1,Q9H3U5-3";"Q9H3U5-[1,3]";"MFSD1_HUMAN";"Major facilitator superfamily domain-containing protein 1";"MFSD1";3;11;0,000113618624264891;3;3;2;2;3;4;2;2;NA;NA;NA;NA
"Q9H4A5";"Q9H4A5";"Q9H4A5";"GLP3L_HUMAN";"Golgi phosphoprotein 3-like";"GOLPH3L";1;2;0,000101115139297941;0;1;0;1;0;1;0;1;0;0,000265679495431476;0;0,000190145464836932
"Q9H4A6";"Q9H4A6";"Q9H4A6";"GOLP3_HUMAN";"Golgi phosphoprotein 3";"GOLPH3";1;4;0,000193408152348411;1;1;1;1;1;1;1;1;0,000341828440821081;0,000254089450328761;0,000369210706383867;0,000181850528451428
"Q9H4G4";"Q9H4G4";"Q9H4G4";"GAPR1_HUMAN";"Golgi-associated plant pathogenesis-related protein 1";"GLIPR2";1;2;0,000124752444588369;1;1;NA;NA;1;1;NA;NA;0,000330730114820396;0,000327786390467406;NA;NA
"Q9H5N1-1,Q9H5N1-2";"Q9H5N1-1,Q9H5N1-2";"Q9H5N1-[1,2]";"RABE2_HUMAN";"Rab GTPase-binding effector protein 2";"RABEP2";1;1;8,44107050378245e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q9H5X1-1,Q9H5X1-2";"Q9H5X1-1,Q9H5X1-2";"Q9H5X1-[1,2]";"FA96A_HUMAN";"MIP18 family protein FAM96A";"FAM96A";1;4;0,000120074227916305;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"Q9H7B4-1,Q9H7B4-3";"Q9H7B4-1,Q9H7B4-3";"Q9H7B4-[1,3]";"SMYD3_HUMAN";"SET and MYND domain-containing protein 3";"SMYD3";4;9;0,000113621640902111;2;1;3;2;2;1;4;2;NA;NA;NA;NA
"Q9H900-1";"Q9H900-1";"Q9H900-1";"ZWILC_HUMAN";"Protein zwilch homolog";"ZWILCH";4;9;0,000146283323349814;4;3;1;NA;5;3;1;NA;NA;NA;NA;NA
"Q9H9A5-1,Q9H9A5-2,Q9H9A5-3";"Q9H9A5-1,Q9H9A5-2,Q9H9A5-3";"Q9H9A5-[1-3]";"CNOTA_HUMAN";"CCR4-NOT transcription complex subunit 10";"CNOT10";2;3;1,29112073028285e-05;NA;1;2;NA;NA;1;2;NA;NA;NA;NA;NA
"Q9H9P8-1";"Q9H9P8-1";"Q9H9P8-1";"L2HDH_HUMAN";"L-2-hydroxyglutarate dehydrogenase, mitochondrial";"L2HGDH";9;31;0,000643162171128374;7;7;6;6;9;9;6;7;NA;NA;NA;NA
"Q9HCE0-1";"Q9HCE0-1";"Q9HCE0-1";"EPG5_HUMAN";"Ectopic P granules protein 5 homolog";"EPG5";4;9;3,35220799145947e-05;2;3;3;1;2;3;3;1;NA;NA;NA;NA
"Q9HD20-1";"Q9HD20-1";"Q9HD20-1";"AT131_HUMAN";"Probable cation-transporting ATPase 13A1";"ATP13A1";34;112;0,000893575649609714;27;31;23;20;29;34;26;23;NA;NA;NA;NA
"Q9NP72-1";"Q9NP72-1";"Q9NP72-1";"RAB18_HUMAN";"Ras-related protein Rab-18";"RAB18";4;10;0,00046630768122837;4;4;NA;1;5;4;NA;1;NA;NA;NA;NA
"Q9NP92";"Q9NP92";"Q9NP92";"RT30_HUMAN";"28S ribosomal protein S30, mitochondrial";"MRPS30";1;2;4,37628165526398e-05;1;NA;1;NA;1;NA;1;NA;0,000116019220233123;NA;0,000125312973237349;NA
"Q9NQ84-1,Q9NQ84-2";"Q9NQ84-1,Q9NQ84-2";"Q9NQ84-[1,2]";"GPC5C_HUMAN";"G-protein coupled receptor family C group 5 member C";"GPRC5C";1;2;2,17821728646359e-05;1;NA;NA;1;1;NA;NA;1;NA;NA;NA;NA
"Q9NQX7-1,Q9NQX7-3";"Q9NQX7-1,Q9NQX7-3";"Q9NQX7-[1,3]";"ITM2C_HUMAN";"Integral membrane protein 2C";"ITM2C";3;11;0,00019787513214672;3;3;2;3;3;3;2;3;NA;NA;NA;NA
"Q9NRC1-1,Q9NRC1-2,Q9NRC1-3,Q9NRC1-4,Q9NRC1-5,Q9NRC1-6,Q9NRC1-7";"Q9NRC1-1,Q9NRC1-2,Q9NRC1-3,Q9NRC1-4,Q9NRC1-5,Q9NRC1-6,Q9NRC1-7";"Q9NRC1-[1-7]";"ST7_HUMAN";"Suppressor of tumorigenicity 7 protein";"ST7";1;2;4,69154492469081e-06;1;NA;1;NA;1;NA;1;NA;NA;NA;NA;NA
"Q9NRN7";"Q9NRN7";"Q9NRN7";"ADPPT_HUMAN";"L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase";"AASDHPPT";1;2;6,2174357497116e-05;NA;NA;1;NA;NA;NA;2;NA;NA;NA;0,000356067283179263;NA
"Q9NRP0";"Q9NRP0";"Q9NRP0";"OSTC_HUMAN";"Oligosaccharyltransferase complex subunit OSTC";"OSTC";1;2;0,000128938768232274;1;1;NA;NA;1;1;NA;NA;0,000341828440821081;0,000338785933771681;NA;NA
"Q9NRQ5";"Q9NRQ5";"Q9NRQ5";"CK075_HUMAN";"UPF0443 protein C11orf75";"C11orf75";1;1;0,000162812512428889;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000918499279297045
"Q9NRR3";"Q9NRR3";"Q9NRR3";"C42S2_HUMAN";"CDC42 small effector protein 2";"CDC42SE2";1;4;0,000457425630157354;1;1;1;1;1;1;1;1;0,000606338543837393;0,00060094171585691;0,000654909467276145;0,000645136398553877
"Q9NRW3";"Q9NRW3";"Q9NRW3";"ABC3C_HUMAN";"Probable DNA dC->dU-editing enzyme APOBEC-3C";"APOBEC3C";1;2;0,000101115139297941;1;1;NA;NA;1;1;NA;NA;0,000268065461486005;0,000265679495431476;NA;NA
"Q9NRY2-1";"Q9NRY2-1";"Q9NRY2-1";"SOSSC_HUMAN";"SOSS complex subunit C";"INIP";1;1;9,23647907048503e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q9NRZ9-1,Q9NRZ9-2,Q9NRZ9-3,Q9NRZ9-5,Q9NRZ9-6";"Q9NRZ9-1,Q9NRZ9-2,Q9NRZ9-3,Q9NRZ9-5,Q9NRZ9-6";"Q9NRZ9-[1-3,5,6]";"HELLS_HUMAN";"Lymphoid-specific helicase";"HELLS";1;1;2,29258669052612e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q9NSE2-1,Q9NSE2-2,Q9NSE2-3";"Q9NSE2-1,Q9NSE2-2,Q9NSE2-3";"Q9NSE2-[1-3]";"CISH_HUMAN";"Cytokine-inducible SH2-containing protein";"CISH";1;1;1,2410772911246e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q9NTI5-1,Q9NTI5-2";"Q9NTI5-1,Q9NTI5-2";"Q9NTI5-[1,2]";"PDS5B_HUMAN";"Sister chromatid cohesion protein PDS5 homolog B";"PDS5B";1;1;3,94502204626061e-06;1;0;0;0;1;0;0;0;NA;NA;NA;NA
"Q9NU19";"Q9NU19";"Q9NU19";"TB22B_HUMAN";"TBC1 domain family member 22B";"TBC1D22B";1;4;7,60866394717182e-05;1;1;1;1;1;1;1;1;0,000100856312242259;9,99586220435257e-05;0,000108935436140983;0,00010730981678916
"Q9NUI1-1,Q9NUI1-2,Q9NUI1-3";"Q9NUI1-1,Q9NUI1-2,Q9NUI1-3";"Q9NUI1-[1-3]";"DECR2_HUMAN";"Peroxisomal 2,4-dienoyl-CoA reductase";"DECR2";1;1;1,09656829147311e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
"Q9NUM3-1,Q9NUM3-2";"Q9NUM3-1,Q9NUM3-2";"Q9NUM3-[1,2]";"S39A9_HUMAN";"Zinc transporter ZIP9";"SLC39A9";1;8;0,000125158804342729;1;1;1;1;2;2;2;2;NA;NA;NA;NA
"Q9NUN5-1,Q9NUN5-2,Q9NUN5-3,Q9NUN5-4";"Q9NUN5-1,Q9NUN5-2,Q9NUN5-3,Q9NUN5-4";"Q9NUN5-[1-4]";"LMBD1_HUMAN";"Probable lysosomal cobalamin transporter";"LMBRD1";1;4;1,77887745061193e-05;NA;1;NA;1;NA;2;NA;2;NA;NA;NA;NA
"Q9NV96-1";"Q9NV96-1";"Q9NV96-1";"CC50A_HUMAN";"Cell cycle control protein 50A";"TMEM30A";5;11;0,000292701719020356;2;5;2;2;2;5;2;2;NA;NA;NA;NA
"Q9NVA4-1";"Q9NVA4-1";"Q9NVA4-1";"T184C_HUMAN";"Transmembrane protein 184C";"TMEM184C";1;2;4,38627316589243e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA
"Q9NWS8-1";"Q9NWS8-1";"Q9NWS8-1";"RMND1_HUMAN";"Required for meiotic nuclear division protein 1 homolog";"RMND1";5;15;0,000320911076836451;4;5;3;3;4;5;3;3;NA;NA;NA;NA
"Q9NY35-1,Q9NY35-2";"Q9NY35-1,Q9NY35-2";"Q9NY35-[1,2]";"CLDN1_HUMAN";"Claudin domain-containing protein 1";"CLDND1";1;5;9,49203382737591e-05;1;1;1;1;2;1;1;1;NA;NA;NA;NA
"Q9NYP7";"Q9NYP7";"Q9NYP7";"ELOV5_HUMAN";"Elongation of very long chain fatty acids protein 5";"ELOVL5";1;2;6,42537674468523e-05;1;1;NA;NA;1;1;NA;NA;0,000170342600944284;0,000168826435224015;NA;NA
"Q9NZD8-1";"Q9NZD8-1";"Q9NZD8-1";"SPG21_HUMAN";"Maspardin";"SPG21";12;46;0,00143465311276625;11;12;9;8;13;14;10;9;NA;NA;NA;NA
"Q9NZQ3-1,Q9NZQ3-3";"Q9NZQ3-1,Q9NZQ3-3";"Q9NZQ3-[1,3]";"SPN90_HUMAN";"NCK-interacting protein with SH3 domain";"NCKIPSD";5;9;5,98708061632547e-05;3;4;2;NA;3;4;2;NA;NA;NA;NA;NA
"Q9P003-1";"Q9P003-1";"Q9P003-1";"CNIH4_HUMAN";"Protein cornichon homolog 4";"CNIH4";1;6;0,00041464481582609;1;1;1;1;2;1;2;1;NA;NA;NA;NA
"Q9P0K8-1,Q9P0K8-2";"Q9P0K8-1,Q9P0K8-2";"Q9P0K8-[1,2]";"FOXJ2_HUMAN";"Forkhead box protein J2";"FOXJ2";1;1;8,36754201507354e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"Q9P0L0-2";"Q9P0L0-2";"Q9P0L0-2";"VAPA_HUMAN";"Vesicle-associated membrane protein-associated protein A";"VAPA";1;2;0,000479894173621987;1;1;0;0;1;1;0;0;NA;NA;NA;NA
"Q9P258";"Q9P258";"Q9P258";"RCC2_HUMAN";"Protein RCC2";"RCC2";1;3;5,52065415707151e-05;1;NA;1;1;1;NA;1;1;9,75717196979713e-05;NA;0,000105387730366276;0,000103815052640854
"Q9P2C4";"Q9P2C4";"Q9P2C4";"TM181_HUMAN";"Transmembrane protein 181";"TMEM181";1;4;6,27839100215976e-05;1;1;1;1;1;1;1;1;8,32229373894461e-05;8,24821962940857e-05;8,98895347241768e-05;8,85481331348459e-05
"Q9P2D3-1,Q9P2D3-2,Q9P2D3-3";"Q9P2D3-1,Q9P2D3-2,Q9P2D3-3";"Q9P2D3-[1-3]";"HTR5B_HUMAN";"HEAT repeat-containing protein 5B";"HEATR5B";1;2;3,09220609473827e-06;NA;1;NA;1;NA;1;NA;1;NA;NA;NA;NA
"Q9P2R7-1,Q9P2R7-2";"Q9P2R7-1,Q9P2R7-2";"Q9P2R7-[1,2]";"SUCB1_HUMAN";"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial";"SUCLA2";1;1;1,03735834052964e-05;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA
"Q9UBM1-1,Q9UBM1-2";"Q9UBM1-1,Q9UBM1-2";"Q9UBM1-[1,2]";"PEMT_HUMAN";"Phosphatidylethanolamine N-methyltransferase";"PEMT";1;2;4,82710463985147e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA
"Q9UBV2-1";"Q9UBV2-1";"Q9UBV2-1";"SE1L1_HUMAN";"Protein sel-1 homolog 1";"SEL1L";2;2;2,41963179680212e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q9UG22";"Q9UG22";"Q9UG22";"GIMA2_HUMAN";"GTPase IMAP family member 2";"GIMAP2";1;2;5,70085355092251e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,0001632415289353;0,000160805511805714
"Q9UG63";"Q9UG63";"Q9UG63";"ABCF2_HUMAN";"ATP-binding cassette sub-family F member 2";"ABCF2";1;1;1,54188414659782e-05;NA;1;NA;NA;NA;1;NA;NA;NA;8,10258493290216e-05;NA;NA
"Q9UGN4-1";"Q9UGN4-1";"Q9UGN4-1";"CLM8_HUMAN";"CMRF35-like molecule 8";"CD300A";2;6;0,000192761302340557;2;2;1;1;2;2;1;1;NA;NA;NA;NA
"Q9UHB9-1";"Q9UHB9-1";"Q9UHB9-1";"SRP68_HUMAN";"Signal recognition particle 68 kDa protein";"SRP68";5;12;0,000183845707814439;2;4;4;2;2;4;4;2;NA;NA;NA;NA
"Q9UI10-1";"Q9UI10-1";"Q9UI10-1";"EI2BD_HUMAN";"Translation initiation factor eIF-2B subunit delta";"EIF2B4";4;12;0,000220403936519413;4;4;NA;2;5;4;NA;3;NA;NA;NA;NA
"Q9UI14";"Q9UI14";"Q9UI14";"PRAF1_HUMAN";"Prenylated Rab acceptor protein 1";"RABAC1";1;1;5,19239904502942e-05;NA;1;NA;NA;NA;1;NA;NA;NA;0,00027286002233503;NA;NA
"Q9UIJ5";"Q9UIJ5";"Q9UIJ5";"ZDHC2_HUMAN";"Palmitoyltransferase ZDHHC2";"ZDHHC2";1;2;5,23484372387162e-05;NA;1;NA;NA;NA;2;NA;NA;NA;0,000275090485732864;NA;NA
"Q9UKT5-1,Q9UKT5-2";"Q9UKT5-1,Q9UKT5-2";"Q9UKT5-[1,2]";"FBX4_HUMAN";"F-box only protein 4";"FBXO4";1;3;3,72323187337381e-05;1;NA;NA;NA;3;NA;NA;NA;NA;NA;NA;NA
"Q9ULC5-1,Q9ULC5-3";"Q9ULC5-1,Q9ULC5-3";"Q9ULC5-[1,3]";"ACSL5_HUMAN";"Long-chain-fatty-acid--CoA ligase 5";"ACSL5";10;33;0,000247362221331291;7;6;7;6;8;7;9;9;NA;NA;NA;NA
"Q9UM00-1";"Q9UM00-1";"Q9UM00-1";"TMCO1_HUMAN";"Transmembrane and coiled-coil domain-containing protein 1";"TMCO1";4;24;0,00122628998723035;4;4;4;4;6;6;7;5;NA;NA;NA;NA
"Q9UNE7-1,Q9UNE7-2";"Q9UNE7-1,Q9UNE7-2";"Q9UNE7-[1,2]";"CHIP_HUMAN";"E3 ubiquitin-protein ligase CHIP";"STUB1";1;1;1,58513832232746e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q9UP52-1,Q9UP52-3";"Q9UP52-1,Q9UP52-3";"Q9UP52-[1,3]";"TFR2_HUMAN";"Transferrin receptor protein 2";"TFR2";1;1;6,17520765179724e-06;0;0;1;0;0;0;1;0;NA;NA;NA;NA
"Q9UPI3-1,Q9UPI3-2";"Q9UPI3-1,Q9UPI3-2";"Q9UPI3-[1,2]";"FLVC2_HUMAN";"Feline leukemia virus subgroup C receptor-related protein 2";"FLVCR2";1;4;3,65244799745415e-05;1;1;1;1;1;1;1;1;NA;NA;NA;NA
"Q9UQ35-1";"Q9UQ35-1";"Q9UQ35-1";"SRRM2_HUMAN";"Serine/arginine repetitive matrix protein 2";"SRRM2";3;5;1,74526494064397e-05;NA;NA;2;3;NA;NA;2;3;NA;NA;NA;NA
"Q9Y256";"Q9Y256";"Q9Y256";"FACE2_HUMAN";"CAAX prenyl protease 2";"RCE1";1;1;2,91973806483417e-05;1;NA;NA;NA;1;NA;NA;NA;0,00015480984097976;NA;NA;NA
"Q9Y277-1";"Q9Y277-1";"Q9Y277-1";"VDAC3_HUMAN";"Voltage-dependent anion-selective channel protein 3";"VDAC3";11;99;0,00376016933877727;11;11;8;7;24;25;24;26;NA;NA;NA;NA
"Q9Y282-1,Q9Y282-3";"Q9Y282-1,Q9Y282-3";"Q9Y282-[1,3]";"ERGI3_HUMAN";"Endoplasmic reticulum-Golgi intermediate compartment protein 3";"ERGIC3";4;7;8,77827253696227e-05;2;3;NA;1;2;3;NA;2;NA;NA;NA;NA
"Q9Y2D2-1,Q9Y2D2-2";"Q9Y2D2-1,Q9Y2D2-2";"Q9Y2D2-[1,2]";"S35A3_HUMAN";"UDP-N-acetylglucosamine transporter";"SLC35A3";1;8;0,000118226932102208;1;1;1;1;2;2;2;2;NA;NA;NA;NA
"Q9Y2G3";"Q9Y2G3";"Q9Y2G3";"AT11B_HUMAN";"Probable phospholipid-transporting ATPase IF";"ATP11B";1;2;1,9587299711071e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;7,01092547806239e-05;5,75525249347129e-05
"Q9Y2Q0-1,Q9Y2Q0-2,Q9Y2Q0-3";"Q9Y2Q0-1,Q9Y2Q0-2,Q9Y2Q0-3";"Q9Y2Q0-[1-3]";"AT8A1_HUMAN";"Probable phospholipid-transporting ATPase IA";"ATP8A1";1;2;5,50168283694412e-06;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA
"Q9Y2Z9-1,Q9Y2Z9-3";"Q9Y2Z9-1,Q9Y2Z9-3";"Q9Y2Z9-[1,3]";"COQ6_HUMAN";"Ubiquinone biosynthesis monooxygenase COQ6";"COQ6";5;12;0,000123153054273134;2;5;2;3;2;5;2;3;NA;NA;NA;NA
"Q9Y375";"Q9Y375";"Q9Y375";"CIA30_HUMAN";"Complex I intermediate-associated protein 30, mitochondrial";"NDUFAF1";1;3;8,81278737000406e-05;1;1;1;NA;1;1;1;NA;0,000155756690160064;0,000154370349027463;0,000168233624621395;NA
"Q9Y3E0";"Q9Y3E0";"Q9Y3E0";"GOT1B_HUMAN";"Vesicle transport protein GOT1B";"GOLT1B";1;2;0,000139216496134847;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000398640545298523;0,000392691720858882
"Q9Y4D7-1,Q9Y4D7-2";"Q9Y4D7-1,Q9Y4D7-2";"Q9Y4D7-[1,2]";"PLXD1_HUMAN";"Plexin-D1";"PLXND1";1;3;7,48514667530215e-06;NA;1;1;1;NA;1;1;1;NA;NA;NA;NA
"Q9Y584";"Q9Y584";"Q9Y584";"TIM22_HUMAN";"Mitochondrial import inner membrane translocase subunit Tim22";"TIMM22";1;4;0,000198060582129988;1;1;1;1;1;1;1;1;0,000262538338568768;0,000260201567690621;0,000283569047686578;0,000279337409683122
"Q9Y6C2";"Q9Y6C2";"Q9Y6C2";"EMIL1_HUMAN";"EMILIN-1";"EMILIN1";1;1;9,45466361545711e-06;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;5,33380486993363e-05
"Q9Y6D0";"Q9Y6D0";"Q9Y6D0";"SELK_HUMAN";"Selenoprotein K";"SELK";1;3;0,000306572496807588;NA;NA;1;1;NA;NA;1;2;NA;NA;0,000585238247353151;0,00115300973358565
"Q9Y6E0-1";"Q9Y6E0-1";"Q9Y6E0-1";"STK24_HUMAN";"Serine/threonine-protein kinase 24";"STK24";1;1;3,33597438211649e-05;0;1;0;0;0;1;0;0;NA;NA;NA;NA
"Q9Y6Y8-1";"Q9Y6Y8-1";"Q9Y6Y8-1";"S23IP_HUMAN";"SEC23-interacting protein";"SEC23IP";1;1;1,02463341155247e-05;0;0;0;1;0;0;0;1;NA;NA;NA;NA
"Q16891-1";"Q16891-1";"Q16891-1";"IMMT_HUMAN";"Mitochondrial inner membrane protein";"IMMT";1;1;0,000267937968060508;0;0;0;1;0;0;0;1;NA;NA;NA;NA
"P16615-1";"P16615-1";"P16615-1";"AT2A2_HUMAN";"Sarcoplasmic/endoplasmic reticulum calcium ATPase 2";"ATP2A2";28;119;0,0018901984616029;25;24;19;19;34;36;25;24;NA;NA;NA;NA
"P05023-1";"P05023-1";"P05023-1";"AT1A1_HUMAN";"Sodium/potassium-transporting ATPase subunit alpha-1";"ATP1A1";25;98;0,0016046248909855;20;22;20;21;23;24;24;27;NA;NA;NA;NA
"Q9Y5L0-2";"Q9Y5L0-2";"Q9Y5L0-2";"TNPO3_HUMAN";"Transportin-3";"TNPO3";32;152;0,00162049281720306;30;30;23;22;40;46;37;29;NA;NA;NA;NA
"Q6YHU6-1";"Q6YHU6-1";"Q6YHU6-1";"THADA_HUMAN";"Thyroid adenoma-associated protein";"THADA";32;70;0,000344298861408761;15;15;17;21;16;15;18;21;NA;NA;NA;NA
"Q8N766-1,Q8N766-2";"Q8N766-1,Q8N766-2";"Q8N766-[1,2]";"EMC1_HUMAN";"ER membrane protein complex subunit 1";"EMC1";28;106;0,000512703651928635;24;22;23;21;31;25;25;25;NA;NA;NA;NA
"Q9NVI7-2";"Q9NVI7-2";"Q9NVI7-2";"ATD3A_HUMAN";"ATPase family AAA domain-containing protein 3A";"ATAD3A";9;37;0,00157534900655381;7;7;6;8;8;9;9;11;NA;NA;NA;NA
"P33527-1,P33527-9";"P33527-1,P33527-9";"P33527-[1,9]";"MRP1_HUMAN";"Multidrug resistance-associated protein 1";"ABCC1";27;93;0,000291754492389716;19;16;23;20;21;17;30;25;NA;NA;NA;NA
"Q96T76-1,Q96T76-8";"Q96T76-1,Q96T76-8";"Q96T76-[1,8]";"MMS19_HUMAN";"MMS19 nucleotide excision repair protein homolog";"MMS19";27;79;0,000368383068170412;20;22;13;15;23;25;14;17;NA;NA;NA;NA
"Q86Y56-1";"Q86Y56-1";"Q86Y56-1";"HEAT2_HUMAN";"HEAT repeat-containing protein 2";"HEATR2";24;78;0,000876331207248825;16;17;19;18;17;19;21;21;NA;NA;NA;NA
"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA
"Q71U36";"Q71U36";"Q71U36";"TBA1A_HUMAN";"Tubulin alpha-1A chain";"TUBA1A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA
"P04899-1";"P04899-1";"P04899-1";"GNAI2_HUMAN";"Guanine nucleotide-binding protein G(i) subunit alpha-2";"GNAI2";11;55;0,002559485718542;11;11;8;6;16;17;13;9;NA;NA;NA;NA
"O95466-2";"O95466-2";"O95466-2";"FMNL_HUMAN";"Formin-like protein 1";"FMNL1";22;61;0,000532692938392336;18;16;14;11;19;16;15;11;NA;NA;NA;NA
"P20020-1,P20020-3,P20020-4,P20020-6";"P20020-1,P20020-3,P20020-4,P20020-6";"P20020-[1,3,4,6]";"AT2B1_HUMAN";"Plasma membrane calcium-transporting ATPase 1";"ATP2B1";11;27;8,20857201971563e-05;6;7;9;5;6;7;9;5;NA;NA;NA;NA
"O14787-2";"O14787-2";"O14787-2";"TNPO2_HUMAN";"Transportin-2";"TNPO2";11;39;0,000566358018366763;10;8;6;6;13;9;8;9;NA;NA;NA;NA
"P23634-1,P23634-6";"P23634-1,P23634-6";"P23634-[1,6]";"AT2B4_HUMAN";"Plasma membrane calcium-transporting ATPase 4";"ATP2B4";10;27;0,000166420364235331;8;8;4;4;9;9;5;4;NA;NA;NA;NA
"P01892";"P01892";"P01892";"1A02_HUMAN";"HLA class I histocompatibility antigen, A-2 alpha chain";"HLA-A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA
