"";"X";"AC";"Group";"ID";"Entrez_ID";"Gene_symbol";"Descr";"SP_GN";"Entrez_GN";"Non_spec_binder";"Group_size";"Specific_reporter";"Pc_P4569.1.merged";"Pc_P4569.2.merged";"Pc_grp0";"Pc_mean_grp0";"Pc_sd_grp0";"Pc_CV_grp0";"Sc_P4569.1.merged";"Sc_P4569.2.merged";"Sc_grp0";"Sc_mean_grp0";"Sc_sd_grp0";"Sc_CV_grp0";"Seqcov_P4569.1.merged";"Seqcov_P4569.2.merged";"Seqcov_grp0";"Seqcov_mean_grp0";"Seqcov_sd_grp0";"Seqcov_CV_grp0";"Glob_pc";"Glob_sc";"Glob_seqcov";"Go.Cc"
"7678";7678;"Q9H4G0";"Q9H4G0-4";"E41L1_HUMAN";"2036";"EPB41L1";"Band 4.1-like protein 1";"EPB41L1,KIAA0338";NA;0;4;1;12;12;14;"12";"0";"0";18;18;36;"18";"0";"0";"0.17";"0.16";"0.2";"0.16";"0";"0.01";14;36;"0.2";"cytoskeleton, plasma membrane, cytosol, extrinsic component of membrane"
"7679";7679;"Q9H4G4";"Q9H4G4";"GAPR1_HUMAN";"152007";"GLIPR2";"Golgi-associated plant pathogenesis-related protein 1";"GLIPR2,GAPR1,C9orf19";NA;0;1;1;5;3;5;"4";"1.41";"0.35";6;3;9;"4.5";"2.12";"0.47";"0.46";"0.23";"0.46";"0.35";"0.16";"0.46";5;9;"0.46";"Golgi membrane, extracellular vesicular exosome"
"7685";7685;"Q9H4L5";"Q9H4L5-1";"OSBL3_HUMAN";"26031";"OSBPL3";"Oxysterol-binding protein-related protein 3";"OSBPL3,ORP3,OSBP3,KIAA0704";NA;0;8;1;25;23;27;"24";"1.41";"0.06";29;26;55;"27.5";"2.12";"0.08";"0.36";"0.34";"0.39";"0.35";"0.02";"0.05";27;55;"0.39";"nuclear membrane, perinuclear endoplasmic reticulum, cytosol, plasma membrane"
"7688";7688;"Q9H4M9";"Q9H4M9";"EHD1_HUMAN";"10938";"EHD1";"EH domain-containing protein 1";"EHD1,PAST1,PAST";NA;0;1;1;32;32;35;"32";"0";"0";64;64;128;"64";"0";"0";"0.66";"0.61";"0.67";"0.63";"0.03";"0.05";35;128;"0.67";"platelet dense tubular network membrane, lipid particle, early endosome membrane, endocytic vesicle, perinuclear region of cytoplasm, extracellular vesicular exosome, recycling endosome membrane, plasma membrane"
"7694";7694;"Q9H501";"Q9H501";"ESF1_HUMAN";"51575";"ESF1";"ESF1 homolog";"ESF1,C20orf6,ABTAP";NA;0;1;1;28;29;32;"28.5";"0.71";"0.02";36;37;73;"36.5";"0.71";"0.02";"0.3";"0.3";"0.34";"0.3";"0";"0.01";32;73;"0.34";"nucleolus, nucleoplasm, extracellular space"
"7711";7711;"Q9H6E4";"Q9H6E4";"CC134_HUMAN";"79879";"CCDC134";"Coiled-coil domain-containing protein 134";"CCDC134";NA;0;1;1;10;8;11;"9";"1.41";"0.16";13;10;23;"11.5";"2.12";"0.18";"0.5";"0.34";"0.51";"0.42";"0.11";"0.26";11;23;"0.51";"extracellular region"
"7721";7721;"Q9H6S1";"Q9H6S1-1";"AZI2_HUMAN";"64343";"AZI2";"5-azacytidine-induced protein 2";"AZI2,NAP1";NA;0;1;1;2;2;2;"2";"0";"0";2;2;4;"2";"0";"0";"0.06";"0.06";"0.06";"0.06";"0";"0";2;4;"0.06";"plasma membrane, mitochondrion"
"7730";7730;"Q9H741";"Q9H741";"CL049_HUMAN";"79794";"C12orf49";"UPF0454 protein C12orf49";"C12orf49";NA;0;1;1;0;1;1;"0.5";"0.71";"1.41";0;1;1;"0.5";"0.71";"1.41";"0";"0.06";"0.06";"0.03";"0.04";"1.41";1;1;"0.06";"extracellular region"
"7747";7747;"Q9H7P6";"Q9H7P6-1";"F125B_HUMAN";"89853";"FAM125B";"Multivesicular body subunit 12B";"FAM125B,C9orf28";NA;0;2;2;2;2;2;"2";"0";"0";2;2;4;"2";"0";"0";"0.05";"0.05";"0.05";"0.05";"0";"0";2;4;"0.05";"extracellular vesicular exosome, late endosome membrane"
"7766";7766;"Q9H875";"Q9H875";"PKRI1_HUMAN";"79706";"PRKRIP1";"PRKR-interacting protein 1";"PRKRIP1";NA;0;1;1;4;3;4;"3.5";"0.71";"0.2";6;5;11;"5.5";"0.71";"0.13";"0.28";"0.23";"0.28";"0.26";"0.04";"0.15";4;11;"0.28";"extracellular vesicular exosome, nucleolus"
"7773";7773;"Q9H8M5";"Q9H8M5-1";"CNNM2_HUMAN";"54805";"CNNM2";"Metal transporter CNNM2";"CNNM2,ACDP2";NA;0;3;3;5;5;7;"5";"0";"0";6;6;12;"6";"0";"0";"0.06";"0.06";"0.08";"0.06";"0";"0.01";7;12;"0.08";"basolateral plasma membrane, integral component of membrane"
"7777";7777;"Q9H8T0";"Q9H8T0-1";"AKTIP_HUMAN";"64400";"AKTIP";"AKT-interacting protein";"AKTIP,FTS";NA;0;2;2;2;2;3;"2";"0";"0";2;2;4;"2";"0";"0";"0.15";"0.12";"0.2";"0.14";"0.02";"0.13";3;4;"0.2";"nucleolus, plasma membrane, FHF complex, Golgi apparatus"
"7784";7784;"Q9H910";"Q9H910-1";"HN1L_HUMAN";"90861";"HN1L";"Hematological and neurological expressed 1-like protein";"HN1L,C16orf34";NA;0;2;1;10;9;10;"9.5";"0.71";"0.07";25;21;46;"23";"2.83";"0.12";"0.71";"0.66";"0.71";"0.68";"0.03";"0.05";10;46;"0.71";"plasma membrane, cytoplasm, nucleus"
"7790";7790;"Q9H972";"Q9H972-1";"CN093_HUMAN";"60686";"C14orf93";"Uncharacterized protein C14orf93";"C14orf93";NA;0;2;2;2;1;2;"1.5";"0.71";"0.47";2;1;3;"1.5";"0.71";"0.47";"0.04";"0.02";"0.04";"0.03";"0.01";"0.42";2;3;"0.04";"extracellular region"
"7803";7803;"Q9H9H4";"Q9H9H4";"VP37B_HUMAN";"79720";"VPS37B";"Vacuolar protein sorting-associated protein 37B";"VPS37B";NA;0;1;1;5;5;5;"5";"0";"0";11;9;20;"10";"1.41";"0.14";"0.27";"0.27";"0.27";"0.27";"0";"0";5;20;"0.27";"midbody, extracellular vesicular exosome, ESCRT I complex, late endosome membrane"
"7812";7812;"Q9H9S5";"Q9H9S5";"FKRP_HUMAN";"79147";"FKRP";"Fukutin-related protein";"FKRP";NA;0;1;1;2;1;2;"1.5";"0.71";"0.47";2;1;3;"1.5";"0.71";"0.47";"0.05";"0.03";"0.05";"0.04";"0.02";"0.42";2;3;"0.05";"dystrophin-associated glycoprotein complex, Golgi apparatus, rough endoplasmic reticulum, extracellular space, integral component of membrane, Golgi membrane, sarcolemma"
"7821";7821;"Q9HAB3";"Q9HAB3";"S52A2_HUMAN";"79581";"SLC52A2";"Solute carrier family 52, riboflavin transporter, member 2";"SLC52A2,GPR172A,PAR1,RFT3";NA;0;1;1;1;2;2;"1.5";"0.71";"0.47";2;3;5;"2.5";"0.71";"0.28";"0.02";"0.04";"0.04";"0.03";"0.02";"0.61";2;5;"0.04";"integral component of plasma membrane"
"7830";7830;"Q9HAR2";"Q9HAR2-1";"LPHN3_HUMAN";"23284";"LPHN3";"Latrophilin-3";"LPHN3,KIAA0768,LEC3";NA;0;1;1;0;2;2;"1";"1.41";"1.41";0;2;2;"1";"1.41";"1.41";"0";"0.02";"0.02";"0.01";"0.02";"1.41";2;2;"0.02";"integral component of membrane, plasma membrane"
"7832";7832;"Q9HAU4";"Q9HAU4";"SMUF2_HUMAN";"64750";"SMURF2";"E3 ubiquitin-protein ligase SMURF2";"SMURF2";NA;0;1;1;5;3;5;"4";"1.41";"0.35";5;3;8;"4";"1.41";"0.35";"0.06";"0.04";"0.06";"0.05";"0.02";"0.31";5;8;"0.06";"cytosol, ubiquitin ligase complex, membrane raft, plasma membrane, nucleoplasm"
"7834";7834;"Q9HAV0";"Q9HAV0";"GBB4_HUMAN";"59345";"GNB4";"Guanine nucleotide-binding protein subunit beta-4";"GNB4";NA;0;1;1;13;11;13;"12";"1.41";"0.12";52;51;103;"51.5";"0.71";"0.01";"0.5";"0.44";"0.5";"0.47";"0.05";"0.1";13;103;"0.5";"plasma membrane, lysosomal membrane"
"7842";7842;"Q9HB19";"Q9HB19";"PKHA2_HUMAN";"59339";"PLEKHA2";"Pleckstrin homology domain-containing family A member 2";"PLEKHA2,TAPP2";NA;0;1;1;17;16;18;"16.5";"0.71";"0.04";24;20;44;"22";"2.83";"0.13";"0.52";"0.45";"0.52";"0.48";"0.05";"0.1";18;44;"0.52";"membrane, plasma membrane, cytoplasm, nucleus, protein complex"
"7844";7844;"Q9HB21";"Q9HB21-1";"PKHA1_HUMAN";"59338";"PLEKHA1";"Pleckstrin homology domain-containing family A member 1";"PLEKHA1,TAPP1";NA;0;2;2;1;1;1;"1";"0";"0";1;1;2;"1";"0";"0";"0.03";"0.03";"0.03";"0.03";"0";"0";1;2;"0.03";"cytoplasm, nucleus, ruffle membrane, extracellular vesicular exosome"
"7845";7845;"Q9HB29";"Q9HB29";"ILRL2_HUMAN";"8808";"IL1RL2";"Interleukin-1 receptor-like 2";"IL1RL2,IL1RRP2";NA;0;1;1;2;0;2;"1";"1.41";"1.41";2;0;2;"1";"1.41";"1.41";"0.05";"0";"0.05";"0.02";"0.03";"1.41";2;2;"0.05";"integral component of plasma membrane"
"7846";7846;"Q9HB40";"Q9HB40-1";"RISC_HUMAN";"59342";"SCPEP1";"Retinoid-inducible serine carboxypeptidase";"SCPEP1,SCP1,RISC";NA;0;2;1;9;8;9;"8.5";"0.71";"0.08";14;11;25;"12.5";"2.12";"0.17";"0.19";"0.16";"0.19";"0.17";"0.02";"0.13";9;25;"0.19";"cytosol, extracellular vesicular exosome"
"7849";7849;"Q9HB71";"Q9HB71-1";"CYBP_HUMAN";"27101";"CACYBP";"Calcyclin-binding protein";"CACYBP,S100A6BP,SIP";NA;0;2;1;15;14;15;"14.5";"0.71";"0.05";66;64;130;"65";"1.41";"0.02";"0.66";"0.66";"0.66";"0.66";"0";"0";15;130;"0.66";"nuclear envelope lumen, cell body, neuron projection, extracellular vesicular exosome, beta-catenin destruction complex"
"7852";7852;"Q9HBD1";"Q9HBD1-1";"RC3H2_HUMAN";"54542";"RC3H2";"RING finger and CCCH-type zinc finger domain-containing protein 2";"RC3H2,MNAB,RNF164";NA;0;5;2;6;8;9;"7";"1.41";"0.2";7;10;17;"8.5";"2.12";"0.25";"0.06";"0.07";"0.08";"0.06";"0";"0.05";9;17;"0.08";"membrane, cell surface, cytoplasmic mRNA processing body"
"7856";7856;"Q9HBH0";"Q9HBH0-1";"RHOF_HUMAN";"54509";"RHOF";"Rho-related GTP-binding protein RhoF";"RHOF,RIF,ARHF";NA;0;2;1;8;6;8;"7";"1.41";"0.2";9;6;15;"7.5";"2.12";"0.28";"0.36";"0.23";"0.36";"0.29";"0.09";"0.31";8;15;"0.36";"plasma membrane, cytosol, cytoskeleton, extracellular vesicular exosome"
"7860";7860;"Q9HBI0";"Q9HBI0-1";"PARVG_HUMAN";"64098";"PARVG";"Gamma-parvin";"PARVG";NA;0;3;1;7;7;7;"7";"0";"0";10;9;19;"9.5";"0.71";"0.07";"0.26";"0.26";"0.26";"0.26";"0";"0";7;19;"0.26";"focal adhesion, cytoskeleton, plasma membrane, cytoplasm"
"7861";7861;"Q9HBI1";"Q9HBI1-1";"PARVB_HUMAN";"29780";"PARVB";"Beta-parvin";"PARVB";NA;0;2;1;10;9;12;"9.5";"0.71";"0.07";14;12;26;"13";"1.41";"0.11";"0.37";"0.3";"0.4";"0.33";"0.05";"0.16";12;26;"0.4";"Z disc, lamellipodium, cytoskeleton, cytosol, focal adhesion, plasma membrane"
"7862";7862;"Q9HBL0";"Q9HBL0";"TENS1_HUMAN";"7145";"TNS1";"Tensin-1";"TNS1,TNS";NA;0;1;1;4;3;5;"3.5";"0.71";"0.2";4;3;7;"3.5";"0.71";"0.2";"0.02";"0.02";"0.03";"0.02";"0";"0.07";5;7;"0.03";"focal adhesion, cytoplasm, cytoskeleton, cell surface"
"7863";7863;"Q9HBL7";"Q9HBL7";"PLRKT_HUMAN";"55848";"PLGRKT";"Plasminogen receptor (KT)";"PLGRKT,C9orf46";NA;0;1;1;4;4;4;"4";"0";"0";15;14;29;"14.5";"0.71";"0.05";"0.27";"0.27";"0.27";"0.27";"0";"0";4;29;"0.27";"integral component of plasma membrane, mitochondrion"
"7865";7865;"Q9HBM0";"Q9HBM0-1";"VEZA_HUMAN";"55591";"VEZT";"Vezatin";"VEZT";NA;0;2;1;7;7;8;"7";"0";"0";8;9;17;"8.5";"0.71";"0.08";"0.13";"0.15";"0.16";"0.14";"0.01";"0.11";8;17;"0.16";"stereocilia ankle link complex, integral component of membrane, acrosomal vesicle, adherens junction, nucleus, plasma membrane"
"7872";7872;"Q9HC10";"Q9HC10-1";"OTOF_HUMAN";"9381";"OTOF";"Otoferlin";"OTOF,FER1L2";NA;0;2;2;0;4;4;"2";"2.83";"1.41";0;6;6;"3";"4.24";"1.41";"0";"0.02";"0.02";"0.01";"0.01";"1.41";4;6;"0.02";"cell junction, basolateral plasma membrane, endoplasmic reticulum membrane, integral component of membrane, synaptic vesicle membrane, cytosol"
"7873";7873;"Q9HC10";"Q9HC10-2";"OTOF_HUMAN";"9381";"OTOF";"Otoferlin";"OTOF,FER1L2";NA;0;2;2;0;4;4;"2";"2.83";"1.41";0;6;6;"3";"4.24";"1.41";"0";"0.02";"0.02";"0.01";"0.02";"1.41";4;6;"0.02";"cell junction, basolateral plasma membrane, endoplasmic reticulum membrane, integral component of membrane, synaptic vesicle membrane, cytosol"
"7876";7876;"Q9HC29";"Q9HC29-1";"NOD2_HUMAN";"64127";"NOD2";"Nucleotide-binding oligomerization domain-containing protein 2";"NOD2,CARD15,IBD1";NA;0;2;2;2;0;2;"1";"1.41";"1.41";2;0;2;"1";"1.41";"1.41";"0.02";"0";"0.02";"0.01";"0.02";"1.41";2;2;"0.02";"vesicle, cell surface, cytoskeleton, plasma membrane, protein complex, cytosol"
"7886";7886;"Q9HCD5";"Q9HCD5";"NCOA5_HUMAN";"57727";"NCOA5";"Nuclear receptor coactivator 5";"NCOA5,KIAA1637";NA;0;1;1;17;13;18;"15";"2.83";"0.19";26;19;45;"22.5";"4.95";"0.22";"0.44";"0.3";"0.45";"0.37";"0.1";"0.26";18;45;"0.45";"nucleus, extracellular space"
"7887";7887;"Q9HCE1";"Q9HCE1-1";"MOV10_HUMAN";"4343";"MOV10";"Putative helicase MOV-10";"MOV10,KIAA1631";NA;0;3;1;39;39;44;"39";"0";"0";65;63;128;"64";"1.41";"0.02";"0.47";"0.47";"0.52";"0.47";"0";"0";44;128;"0.52";"cytoplasmic mRNA processing body, extracellular space, cytosol"
"7890";7890;"Q9HCE7";"Q9HCE7-1";"SMUF1_HUMAN";"57154";"SMURF1";"E3 ubiquitin-protein ligase SMURF1";"SMURF1,KIAA1625";NA;0;2;2;3;0;3;"1.5";"2.12";"1.41";3;0;3;"1.5";"2.12";"1.41";"0.03";"0";"0.03";"0.01";"0.02";"1.41";3;3;"0.03";"neuronal cell body, plasma membrane, nucleoplasm, extracellular vesicular exosome, cytosol"
"7892";7892;"Q9HCG7";"Q9HCG7-1";"GBA2_HUMAN";"57704";"GBA2";"Non-lysosomal glucosylceramidase";"GBA2,KIAA1605";NA;0;3;1;11;11;14;"11";"0";"0";11;11;22;"11";"0";"0";"0.16";"0.15";"0.19";"0.15";"0.01";"0.07";14;22;"0.19";"endoplasmic reticulum membrane, integral component of membrane, plasma membrane, smooth endoplasmic reticulum, Golgi membrane"
"7897";7897;"Q9HCJ1";"Q9HCJ1";"ANKH_HUMAN";"56172";"ANKH";"Progressive ankylosis protein homolog";"ANKH,KIAA1581";NA;0;1;1;5;2;5;"3.5";"2.12";"0.61";5;2;7;"3.5";"2.12";"0.61";"0.12";"0.05";"0.12";"0.09";"0.05";"0.57";5;7;"0.12";"integral component of plasma membrane, outer membrane"
"7901";7901;"Q9HCL2";"Q9HCL2";"GPAT1_HUMAN";"57678";"GPAM";"Glycerol-3-phosphate acyltransferase 1, mitochondrial";"GPAM,GPAT1,KIAA1560";NA;0;1;1;5;6;7;"5.5";"0.71";"0.13";7;6;13;"6.5";"0.71";"0.11";"0.07";"0.1";"0.11";"0.08";"0.02";"0.25";7;13;"0.11";"mitochondrial outer membrane, integral component of membrane, plasma membrane, mitochondrial inner membrane"
"7903";7903;"Q9HCM2";"Q9HCM2-1";"PLXA4_HUMAN";"91584";"PLXNA4";"Plexin-A4";"PLXNA4,KIAA1550,PLXNA4B,PLXNA4A";NA;0;2;1;6;3;6;"4.5";"2.12";"0.47";6;3;9;"4.5";"2.12";"0.47";"0.03";"0.01";"0.03";"0.02";"0.01";"0.56";6;9;"0.03";"plasma membrane, intracellular, integral component of membrane, semaphorin receptor complex"
"7908";7908;"Q9HCN3";"Q9HCN3";"TMM8A_HUMAN";"58986";"TMEM8A";"Transmembrane protein 8A";"TMEM8A,TMEM8,TMEM6";NA;0;1;1;1;2;2;"1.5";"0.71";"0.47";1;2;3;"1.5";"0.71";"0.47";"0.02";"0.03";"0.03";"0.02";"0.01";"0.44";2;3;"0.03";"lysosomal membrane, integral component of plasma membrane"
"7913";7913;"Q9HCU4";"Q9HCU4";"CELR2_HUMAN";"1952";"CELSR2";"Cadherin EGF LAG seven-pass G-type receptor 2";"CELSR2,EGFL2,KIAA0279,CDHF10,MEGF3";NA;0;1;1;3;5;7;"4";"1.41";"0.35";3;5;8;"4";"1.41";"0.35";"0.01";"0.03";"0.04";"0.02";"0.01";"0.54";7;8;"0.04";"cytoplasm, integral component of membrane, plasma membrane"
"7918";7918;"Q9HCX4";"Q9HCX4-1";"TRPC7_HUMAN";"57113";"TRPC7";"Short transient receptor potential channel 7";"TRPC7,TRP7";NA;0;2;1;3;4;4;"3.5";"0.71";"0.2";4;6;10;"5";"1.41";"0.28";"0.03";"0.03";"0.03";"0.03";"0";"0.17";4;10;"0.03";"plasma membrane, integral component of membrane, perinuclear region of cytoplasm, nuclear envelope"
"7922";7922;"Q9HD26";"Q9HD26-1";"GOPC_HUMAN";"57120";"GOPC";"Golgi-associated PDZ and coiled-coil motif-containing protein";"GOPC,FIG,CAL";NA;0;3;2;18;16;18;"17";"1.41";"0.08";26;26;52;"26";"0";"0";"0.47";"0.43";"0.47";"0.45";"0.03";"0.06";18;52;"0.47";"protein complex, postsynaptic density, trans-Golgi network transport vesicle, cell junction, postsynaptic membrane, plasma membrane, dendrite, Golgi membrane"
"7927";7927;"Q9HD42";"Q9HD42-1";"CHM1A_HUMAN";"5119";"CHMP1A";"Charged multivesicular body protein 1a";"CHMP1A,PCOLN3,CHMP1,PRSM1,KIAA0047";NA;0;1;1;6;6;7;"6";"0";"0";6;6;12;"6";"0";"0";"0.21";"0.21";"0.26";"0.21";"0";"0";7;12;"0.26";"microtubule organizing center, condensed nuclear chromosome, nuclear matrix, early endosome, endosome membrane, extracellular vesicular exosome"
"7930";7930;"Q9HDC5";"Q9HDC5";"JPH1_HUMAN";"56704";"JPH1";"Junctophilin-1";"JPH1,JP1";NA;0;1;1;11;15;16;"13";"2.83";"0.22";13;19;32;"16";"4.24";"0.27";"0.21";"0.27";"0.28";"0.24";"0.04";"0.17";16;32;"0.28";"plasma membrane, integral component of membrane, junctional membrane complex, Z disc, junctional sarcoplasmic reticulum membrane"
"7931";7931;"Q9HDC9";"Q9HDC9-1";"APMAP_HUMAN";"57136";"APMAP";"Adipocyte plasma membrane-associated protein";"APMAP,C20orf3";NA;0;2;1;19;17;20;"18";"1.41";"0.08";31;30;61;"30.5";"0.71";"0.02";"0.47";"0.41";"0.47";"0.44";"0.04";"0.09";20;61;"0.47";"integral component of membrane, cell surface, membrane"
"7934";7934;"Q9NNX6";"Q9NNX6-1";"CD209_HUMAN";"30835";"CD209";"CD209 antigen";"CD209,CLEC4L";NA;0;8;5;5;0;5;"2.5";"3.54";"1.41";5;0;5;"2.5";"3.54";"1.41";"0.15";"0";"0.15";"0.07";"0.11";"1.41";5;5;"0.15";"plasma membrane, membrane, extracellular region, integral component of membrane, cytoplasm"
"7939";7939;"Q9NP72";"Q9NP72";"RAB18_HUMAN";"22931";"RAB18";"Ras-related protein Rab-18";"RAB18";NA;0;1;1;9;9;10;"9";"0";"0";20;18;38;"19";"1.41";"0.07";"0.53";"0.5";"0.56";"0.52";"0.02";"0.05";10;38;"0.56";"plasma membrane, intracellular"
"7944";7944;"Q9NP79";"Q9NP79";"VTA1_HUMAN";"51534";"VTA1";"Vacuolar protein sorting-associated protein VTA1 homolog";"VTA1,C6orf55";NA;0;1;1;8;8;9;"8";"0";"0";21;19;40;"20";"1.41";"0.07";"0.29";"0.24";"0.32";"0.27";"0.03";"0.13";9;40;"0.32";"cytosol, endosome membrane, extracellular vesicular exosome"
"7958";7958;"Q9NPE2";"Q9NPE2-2";"NGRN_HUMAN";"51335";"NGRN";"Neugrin";"NGRN,FI58G";NA;0;1;1;4;2;5;"3";"1.41";"0.47";4;2;6;"3";"1.41";"0.47";"0.2";"0.07";"0.22";"0.14";"0.09";"0.66";5;6;"0.22";"extracellular region, nucleus"
"7963";7963;"Q9NPF8";"Q9NPF8-1";"ADAP2_HUMAN";"55803";"ADAP2";"Arf-GAP with dual PH domain-containing protein 2";"ADAP2,CENTA2";NA;0;2;2;4;6;6;"5";"1.41";"0.28";12;14;26;"13";"1.41";"0.11";"0.09";"0.16";"0.16";"0.13";"0.05";"0.41";6;26;"0.16";"mitochondrial envelope, plasma membrane"
"7964";7964;"Q9NPG1";"Q9NPG1-1";"FZD3_HUMAN";"7976";"FZD3";"Frizzled-3";"FZD3";NA;0;1;1;2;0;2;"1";"1.41";"1.41";2;0;2;"1";"1.41";"1.41";"0.06";"0";"0.06";"0.03";"0.04";"1.41";2;2;"0.06";"apical part of cell, apical plasma membrane, cytoplasm, presynaptic active zone, dendrite, axon, lateral plasma membrane, integral component of membrane, neuronal cell body, neuron projection membrane"
"7969";7969;"Q9NPH3";"Q9NPH3-1";"IL1AP_HUMAN";"3556";"IL1RAP";"Interleukin-1 receptor accessory protein";"IL1RAP,C3orf13,IL1R3";NA;0;4;1;12;11;14;"11.5";"0.71";"0.06";14;12;26;"13";"1.41";"0.11";"0.19";"0.17";"0.23";"0.18";"0.02";"0.1";14;26;"0.23";"integral component of plasma membrane, extracellular region"
"7978";7978;"Q9NPQ8";"Q9NPQ8-2";"RIC8A_HUMAN";"60626";"RIC8A";"Synembryn-A";"RIC8A";NA;0;1;1;22;18;22;"20";"2.83";"0.14";37;37;74;"37";"0";"0";"0.41";"0.36";"0.41";"0.38";"0.04";"0.11";22;74;"0.41";"plasma membrane, cytoplasm"
"7979";7979;"Q9NPQ8";"Q9NPQ8-1";"RIC8A_HUMAN";"60626";"RIC8A";"Synembryn-A";"RIC8A";NA;0;4;2;23;20;23;"21.5";"2.12";"0.1";41;43;84;"42";"1.41";"0.03";"0.47";"0.43";"0.47";"0.45";"0.03";"0.07";23;84;"0.47";"plasma membrane, cytoplasm"
"7986";7986;"Q9NQ38";"Q9NQ38-1";"ISK5_HUMAN";"11005";"SPINK5";"Serine protease inhibitor Kazal-type 5";"SPINK5";NA;0;3;3;2;0;2;"1";"1.41";"1.41";2;0;2;"1";"1.41";"1.41";"0.02";"0";"0.02";"0.01";"0.02";"1.41";2;2;"0.02";"cell cortex, extracellular region, epidermal lamellar body, perinuclear region of cytoplasm, cytosol, endoplasmic reticulum membrane"
"7990";7990;"Q9NQ66";"Q9NQ66-1";"PLCB1_HUMAN";"23236";"PLCB1";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1";"PLCB1,KIAA0581";NA;0;2;2;3;2;3;"2.5";"0.71";"0.28";3;2;5;"2.5";"0.71";"0.28";"0.02";"0.01";"0.02";"0.02";"0";"0.22";3;5;"0.02";"nuclear membrane, nuclear chromatin, nuclear speck, extracellular vesicular exosome, cytosol"
"7992";7992;"Q9NQ84";"Q9NQ84-1";"GPC5C_HUMAN";"55890";"GPRC5C";"G-protein coupled receptor family C group 5 member C";"GPRC5C,RAIG3";NA;0;2;2;2;3;3;"2.5";"0.71";"0.28";2;4;6;"3";"1.41";"0.47";"0.06";"0.08";"0.08";"0.07";"0.01";"0.21";3;6;"0.08";"mitochondrion, integral component of plasma membrane, cytoplasmic vesicle membrane, extracellular vesicular exosome, receptor complex"
"7995";7995;"Q9NQ90";"Q9NQ90-1";"ANO2_HUMAN";"57101";"ANO2";"Anoctamin-2";"ANO2,TMEM16B,C12orf3";NA;0;3;3;0;2;2;"1";"1.41";"1.41";0;2;2;"1";"1.41";"1.41";"0";"0.02";"0.02";"0.01";"0.02";"1.41";2;2;"0.02";"nucleus, plasma membrane, chloride channel complex"
"7998";7998;"Q9NQA5";"Q9NQA5";"TRPV5_HUMAN";"56302";"TRPV5";"Transient receptor potential cation channel subfamily V member 5";"TRPV5,ECAC1";NA;0;1;1;2;0;2;"1";"1.41";"1.41";4;0;4;"2";"2.83";"1.41";"0.02";"0";"0.02";"0.01";"0.01";"1.41";2;4;"0.02";"integral component of plasma membrane, apical plasma membrane"
"7999";7999;"Q9NQC1";"Q9NQC1-1";"JADE2_HUMAN";"23338";"PHF15";"Protein Jade-2";"PHF15,JADE2,KIAA0239";NA;0;3;3;7;9;9;"8";"1.41";"0.18";7;10;17;"8.5";"2.12";"0.25";"0.12";"0.13";"0.13";"0.12";"0.01";"0.09";9;17;"0.13";"histone acetyltransferase complex, extracellular vesicular exosome"
"8000";8000;"Q9NQC3";"Q9NQC3-1";"RTN4_HUMAN";"57142";"RTN4";"Reticulon-4";"RTN4,KIAA0886,NOGO";NA;0;3;1;8;7;8;"7.5";"0.71";"0.09";18;21;39;"19.5";"2.12";"0.11";"0.09";"0.08";"0.09";"0.08";"0.01";"0.1";8;39;"0.09";"integral component of endoplasmic reticulum membrane, neuronal cell body, plasma membrane, nuclear envelope, cell projection"
"8001";8001;"Q9NQC3";"Q9NQC3-5";"RTN4_HUMAN";"57142";"RTN4";"Reticulon-4";"RTN4,KIAA0886,NOGO";NA;0;2;1;8;8;9;"8";"0";"0";17;22;39;"19.5";"3.54";"0.18";"0.32";"0.33";"0.4";"0.32";"0.01";"0.03";9;39;"0.4";"integral component of endoplasmic reticulum membrane, neuronal cell body, plasma membrane, nuclear envelope, cell projection"
"8002";8002;"Q9NQC3";"Q9NQC3-2";"RTN4_HUMAN";"57142";"RTN4";"Reticulon-4";"RTN4,KIAA0886,NOGO";NA;0;1;1;7;7;7;"7";"0";"0";16;21;37;"18.5";"3.54";"0.19";"0.27";"0.27";"0.27";"0.27";"0";"0";7;37;"0.27";"integral component of endoplasmic reticulum membrane, neuronal cell body, plasma membrane, nuclear envelope, cell projection"
"8003";8003;"Q9NQC7";"Q9NQC7-1";"CYLD_HUMAN";"1540";"CYLD";"Ubiquitin carboxyl-terminal hydrolase CYLD";"CYLD,KIAA0849,CYLD1";NA;0;2;2;16;10;18;"13";"4.24";"0.33";16;11;27;"13.5";"3.54";"0.26";"0.18";"0.11";"0.2";"0.15";"0.05";"0.32";18;27;"0.2";"cytosol, microtubule, perinuclear region of cytoplasm, extrinsic component of cytoplasmic side of plasma membrane"
"8013";8013;"Q9NQR4";"Q9NQR4";"NIT2_HUMAN";"56954";"NIT2";"Omega-amidase NIT2";"NIT2";NA;0;1;1;17;17;18;"17";"0";"0";32;31;63;"31.5";"0.71";"0.02";"0.71";"0.64";"0.73";"0.67";"0.05";"0.07";18;63;"0.73";"mitochondrion, centrosome, cytoplasm, extracellular vesicular exosome"
