Group;AC;ID;Entrez_ID;Gene_symbol;Descr;SP_GN;Entrez_GN;Non_spec_binder;Group_size;Specific_reporter;Pc_P4569-1.merged;Pc_P4569-2.merged;Pc_grp0;Pc_mean_grp0;Pc_sd_grp0;Pc_CV_grp0;Sc_P4569-1.merged;Sc_P4569-2.merged;Sc_grp0;Sc_mean_grp0;Sc_sd_grp0;Sc_CV_grp0;Seqcov_P4569-1.merged;Seqcov_P4569-2.merged;Seqcov_grp0;Seqcov_mean_grp0;Seqcov_sd_grp0;Seqcov_CV_grp0;Glob_pc;Glob_sc;Glob_seqcov
Q96IK1-1;Q96IK1-1;BOD1_HUMAN;91272;BOD1;Biorientation of chromosomes in cell division protein 1;BOD1,FAM44B;NA;0;1;1;4;5;5;4.5;0.71;0.16;7;8;15;7.5;0.71;0.09;0.25;0.33;0.33;0.29;0.06;0.2;5;15;0.33
Q9H0F6-1;Q9H0F6-1;SHRPN_HUMAN;81858;SHARPIN;Sharpin;SHARPIN,SIPL1;NA;0;2;1;3;3;5;3;0;0;3;4;7;3.5;0.71;0.2;0.06;0.09;0.13;0.07;0.01;0.2;5;7;0.13
Q9P2S5;Q9P2S5;WRP73_HUMAN;49856;WRAP73;WD repeat-containing protein WRAP73;WRAP73,WDR8;NA;0;1;1;5;3;5;4;1.41;0.35;6;4;10;5;1.41;0.28;0.14;0.08;0.14;0.11;0.04;0.38;5;10;0.14
Q5U5Q3;Q5U5Q3;MEX3C_HUMAN;51320;MEX3C;RNA-binding E3 ubiquitin-protein ligase MEX3C;MEX3C,RKHD2,RNF194;NA;0;1;1;5;2;5;3.5;2.12;0.61;7;5;12;6;1.41;0.24;0.08;0.05;0.08;0.06;0.02;0.36;5;12;0.08
Q8N5I9;Q8N5I9;CL045_HUMAN;121053;C12orf45;Uncharacterized protein C12orf45;C12orf45;NA;0;1;1;4;5;5;4.5;0.71;0.16;7;5;12;6;1.41;0.24;0.26;0.31;0.31;0.28;0.03;0.12;5;12;0.31
Q6P597-1;Q6P597-1;KLC3_HUMAN;147700;KLC3;Kinesin light chain 3;KLC3,KLC2,KLC2L;NA;0;3;3;5;3;5;4;1.41;0.35;6;4;10;5;1.41;0.28;0.13;0.07;0.13;0.1;0.04;0.39;5;10;0.13
P17948-1;P17948-1;VGFR1_HUMAN;2321;FLT1;Vascular endothelial growth factor receptor 1;FLT1,VEGFR1,FRT,FLT;NA;0;1;1;3;4;5;3.5;0.71;0.2;3;4;7;3.5;0.71;0.2;0.02;0.03;0.03;0.02;0.01;0.27;5;7;0.03
Q6AZZ1;Q6AZZ1;TRI68_HUMAN;55128;TRIM68;E3 ubiquitin-protein ligase TRIM68;TRIM68,SS56,RNF137,GC109;NA;0;1;1;2;3;5;2.5;0.71;0.28;2;3;5;2.5;0.71;0.28;0.03;0.13;0.16;0.08;0.08;0.94;5;5;0.16
O60906;O60906;NSMA_HUMAN;6610;SMPD2;Sphingomyelin phosphodiesterase 2;SMPD2;NA;0;1;1;5;4;5;4.5;0.71;0.16;5;4;9;4.5;0.71;0.16;0.16;0.14;0.16;0.15;0.01;0.09;5;9;0.16
Q8WVP7-1;Q8WVP7-1;LMBR1_HUMAN;64327;LMBR1;Limb region 1 protein homolog;LMBR1,C7orf2,DIF14;NA;0;2;2;5;3;5;4;1.41;0.35;5;3;8;4;1.41;0.35;0.09;0.05;0.09;0.07;0.02;0.33;5;8;0.09
P01008;P01008;ANT3_HUMAN;462;SERPINC1;Antithrombin-III;SERPINC1,AT3;NA;0;1;1;4;3;5;3.5;0.71;0.2;4;4;8;4;0;0;0.06;0.05;0.07;0.05;0.01;0.14;5;8;0.07
C9JLW8;C9JLW8;F195B_HUMAN;348262;FAM195B;Protein FAM195B;FAM195B;NA;0;1;1;4;5;5;4.5;0.71;0.16;6;8;14;7;1.41;0.2;0.51;0.58;0.58;0.54;0.05;0.09;5;14;0.58
Q16854-1;Q16854-1;DGUOK_HUMAN;1716;DGUOK;Deoxyguanosine kinase, mitochondrial;DGUOK,DGK;NA;0;4;1;5;3;5;4;1.41;0.35;6;3;9;4.5;2.12;0.47;0.29;0.18;0.29;0.23;0.08;0.33;5;9;0.29
P57729;P57729;RAB38_HUMAN;23682;RAB38;Ras-related protein Rab-38;RAB38;NA;0;1;1;4;4;5;4;0;0;5;5;10;5;0;0;0.22;0.19;0.25;0.21;0.02;0.08;5;10;0.25
Q9H0U6;Q9H0U6;RM18_HUMAN;29074;MRPL18;39S ribosomal protein L18, mitochondrial;MRPL18;NA;0;1;1;5;5;5;5;0;0;6;6;12;6;0;0;0.29;0.29;0.29;0.29;0;0;5;12;0.29
O14640-1;O14640-1;DVL1_HUMAN;1855;DVL1;Segment polarity protein dishevelled homolog DVL-1;DVL1;NA;0;4;2;5;2;5;3.5;2.12;0.61;5;2;7;3.5;2.12;0.61;0.11;0.03;0.11;0.07;0.05;0.71;5;7;0.11
Q2T9J0-1;Q2T9J0-1;TYSD1_HUMAN;219743;TYSND1;Peroxisomal leader peptide-processing protease;TYSND1;NA;0;2;1;4;5;5;4.5;0.71;0.16;5;7;12;6;1.41;0.24;0.13;0.14;0.14;0.13;0.01;0.07;5;12;0.14
P60983;P60983;GMFB_HUMAN;2764;GMFB;Glia maturation factor beta;GMFB;NA;0;1;1;5;5;5;5;0;0;7;8;15;7.5;0.71;0.09;0.27;0.27;0.27;0.27;0;0;5;15;0.27
Q9P206-3;Q9P206-3;K1522_HUMAN;57648;KIAA1522;Uncharacterized protein KIAA1522;KIAA1522;NA;0;1;1;5;0;5;2.5;3.54;1.41;5;0;5;2.5;3.54;1.41;0.05;0;0.05;0.03;0.04;1.41;5;5;0.05
Q9Y5J7;Q9Y5J7;TIM9_HUMAN;26520;TIMM9;Mitochondrial import inner membrane translocase subunit Tim9;TIMM9,TIM9,TIMM9A,TIM9A;NA;0;1;1;5;5;5;5;0;0;10;11;21;10.5;0.71;0.07;0.65;0.65;0.65;0.65;0;0;5;21;0.65
Q8WV44-1;Q8WV44-1;TRI41_HUMAN;90933;TRIM41;E3 ubiquitin-protein ligase TRIM41;TRIM41,RINCK;NA;0;4;1;2;4;5;3;1.41;0.47;2;4;6;3;1.41;0.47;0.04;0.08;0.1;0.06;0.03;0.47;5;6;0.1
Q5SW96;Q5SW96;ARH_HUMAN;26119;LDLRAP1;Low density lipoprotein receptor adapter protein 1;LDLRAP1,ARH;NA;0;1;1;5;4;5;4.5;0.71;0.16;5;4;9;4.5;0.71;0.16;0.22;0.15;0.22;0.19;0.05;0.28;5;9;0.22
Q9HCJ1;Q9HCJ1;ANKH_HUMAN;56172;ANKH;Progressive ankylosis protein homolog;ANKH,KIAA1581;NA;0;1;1;5;2;5;3.5;2.12;0.61;5;2;7;3.5;2.12;0.61;0.12;0.05;0.12;0.09;0.05;0.57;5;7;0.12
Q15937;Q15937;ZNF79_HUMAN;7633;ZNF79;Zinc finger protein 79;ZNF79;NA;0;1;1;5;4;5;4.5;0.71;0.16;12;9;21;10.5;2.12;0.2;0.14;0.12;0.14;0.13;0.01;0.1;5;21;0.14
Q86XF0;Q86XF0;DYRL1_HUMAN;200895;DHFRL1;Dihydrofolate reductase, mitochondrial;DHFRL1,DHFRP4;NA;0;1;1;4;5;5;4.5;0.71;0.16;8;10;18;9;1.41;0.16;0.17;0.2;0.2;0.19;0.02;0.12;5;18;0.2
Q3MII6-1;Q3MII6-1;TBC25_HUMAN;4943;TBC1D25;TBC1 domain family member 25;TBC1D25,OATL1;NA;0;1;1;3;3;5;3;0;0;3;4;7;3.5;0.71;0.2;0.07;0.08;0.12;0.07;0.01;0.08;5;7;0.12
Q9Y664;Q9Y664;KPTN_HUMAN;11133;KPTN;Kaptin;KPTN;NA;0;1;1;4;4;5;4;0;0;5;5;10;5;0;0;0.13;0.13;0.13;0.13;0;0.01;5;10;0.13
Q86XK3-1;Q86XK3-1;SFR1_HUMAN;119392;SFR1;Swi5-dependent recombination DNA repair protein 1 homolog;SFR1,MEIR5,C10orf78,MEI5;NA;0;3;3;5;2;5;3.5;2.12;0.61;7;4;11;5.5;2.12;0.39;0.21;0.09;0.21;0.15;0.08;0.55;5;11;0.21
O00716;O00716;E2F3_HUMAN;1871;E2F3;Transcription factor E2F3;E2F3,KIAA0075;NA;0;1;1;4;3;5;3.5;0.71;0.2;4;3;7;3.5;0.71;0.2;0.09;0.08;0.13;0.09;0.01;0.12;5;7;0.13
Q8N988-1;Q8N988-1;ZN557_HUMAN;79230;ZNF557;Zinc finger protein 557;ZNF557;NA;0;2;2;3;3;5;3;0;0;7;6;13;6.5;0.71;0.11;0.04;0.07;0.09;0.05;0.02;0.35;5;13;0.09
Q9BU61-2;Q9BU61-2;NDUF3_HUMAN;25915;NDUFAF3;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3;NDUFAF3,C3orf60;NA;0;1;1;4;4;5;4;0;0;5;6;11;5.5;0.71;0.13;0.41;0.36;0.43;0.39;0.03;0.09;5;11;0.43
O95450-1;O95450-1;ATS2_HUMAN;9509;ADAMTS2;A disintegrin and metalloproteinase with thrombospondin motifs 2;ADAMTS2,PCPNI,PCINP;NA;0;2;2;3;5;5;4;1.41;0.35;5;7;12;6;1.41;0.24;0.02;0.04;0.04;0.03;0.01;0.45;5;12;0.04
Q8N983-1;Q8N983-1;RM43_HUMAN;84545;MRPL43;39S ribosomal protein L43, mitochondrial;MRPL43;NA;0;4;4;4;5;5;4.5;0.71;0.16;5;6;11;5.5;0.71;0.13;0.17;0.22;0.22;0.19;0.04;0.19;5;11;0.22
Q7Z6J8;Q7Z6J8;UBE3D_HUMAN;90025;UBE3D;E3 ubiquitin-protein ligase E3D;UBE3D,C6orf157,H10BH,UBE2CBP;NA;0;1;1;5;2;5;3.5;2.12;0.61;5;2;7;3.5;2.12;0.61;0.15;0.07;0.15;0.11;0.06;0.49;5;7;0.15
Q9BRN9-1;Q9BRN9-1;TM2D3_HUMAN;80213;TM2D3;TM2 domain-containing protein 3;TM2D3,BLP2;NA;0;2;1;4;3;5;3.5;0.71;0.2;4;3;7;3.5;0.71;0.2;0.14;0.1;0.17;0.12;0.03;0.24;5;7;0.17
Q86YD1-2;Q86YD1-2;PTOV1_HUMAN;53635;PTOV1;Prostate tumor-overexpressed gene 1 protein;PTOV1,ACID2;NA;0;1;1;4;4;5;4;0;0;4;4;8;4;0;0;0.12;0.13;0.14;0.13;0;0.01;5;8;0.14
Q96RW7-1;Q96RW7-1;HMCN1_HUMAN;83872;HMCN1;Hemicentin-1;HMCN1,FIBL6;NA;0;2;2;5;3;5;4;1.41;0.35;5;4;9;4.5;0.71;0.16;0.01;0;0.01;0.01;0;0.41;5;9;0.01
Q9C098;Q9C098;DCLK3_HUMAN;85443;DCLK3;Serine/threonine-protein kinase DCLK3;DCLK3,KIAA1765,DCAMKL3,DCDC3C;NA;0;1;1;4;5;5;4.5;0.71;0.16;5;6;11;5.5;0.71;0.13;0.07;0.1;0.1;0.08;0.02;0.19;5;11;0.1
Q02833-1;Q02833-1;RASF7_HUMAN;8045;RASSF7;Ras association domain-containing protein 7;RASSF7,HRC1,C11orf13;NA;0;2;2;4;4;5;4;0;0;4;5;9;4.5;0.71;0.16;0.16;0.1;0.17;0.13;0.04;0.31;5;9;0.17
O15315-1;O15315-1;RA51B_HUMAN;5890;RAD51B;DNA repair protein RAD51 homolog 2;RAD51B,RAD51L1,REC2;NA;0;5;4;5;4;5;4.5;0.71;0.16;5;4;9;4.5;0.71;0.16;0.15;0.12;0.15;0.13;0.02;0.12;5;9;0.15
Q00765;Q00765;REEP5_HUMAN;7905;REEP5;Receptor expression-enhancing protein 5;REEP5,C5orf18,TB2,DP1;NA;0;1;1;5;5;5;5;0;0;9;10;19;9.5;0.71;0.07;0.21;0.21;0.21;0.21;0;0;5;19;0.21
Q9NPR9;Q9NPR9;GP108_HUMAN;56927;GPR108;Protein GPR108;GPR108,LUSTR2;NA;0;1;1;3;3;5;3;0;0;4;3;7;3.5;0.71;0.2;0.05;0.07;0.1;0.06;0.01;0.2;5;7;0.1
Q96A47;Q96A47;ISL2_HUMAN;64843;ISL2;Insulin gene enhancer protein ISL-2;ISL2;NA;0;2;1;3;4;5;3.5;0.71;0.2;3;4;7;3.5;0.71;0.2;0.11;0.14;0.16;0.13;0.02;0.14;5;7;0.16
P51965;P51965;UB2E1_HUMAN;7324;UBE2E1;Ubiquitin-conjugating enzyme E2 E1;UBE2E1,UBCH6;NA;0;1;1;4;5;5;4.5;0.71;0.16;6;7;13;6.5;0.71;0.11;0.28;0.32;0.32;0.3;0.03;0.08;5;13;0.32
O43708-1;O43708-1;MAAI_HUMAN;2954;GSTZ1;Maleylacetoacetate isomerase;GSTZ1,MAAI;NA;0;2;1;5;4;5;4.5;0.71;0.16;11;7;18;9;2.83;0.31;0.21;0.18;0.21;0.2;0.02;0.12;5;18;0.21
Q8NDX6;Q8NDX6;ZN740_HUMAN;283337;ZNF740;Zinc finger protein 740;ZNF740,TB7;NA;0;1;1;4;4;5;4;0;0;6;5;11;5.5;0.71;0.13;0.21;0.22;0.26;0.22;0;0.02;5;11;0.26
Q9NVQ4-1;Q9NVQ4-1;FAIM1_HUMAN;55179;FAIM;Fas apoptotic inhibitory molecule 1;FAIM,FAIM1;NA;0;3;3;5;3;5;4;1.41;0.35;5;3;8;4;1.41;0.35;0.28;0.18;0.28;0.23;0.07;0.29;5;8;0.28
Q9P021;Q9P021;CRIPT_HUMAN;9419;CRIPT;Cysteine-rich PDZ-binding protein;CRIPT;NA;0;1;1;4;5;5;4.5;0.71;0.16;4;6;10;5;1.41;0.28;0.38;0.44;0.44;0.41;0.04;0.1;5;10;0.44
Q8NFU7;Q8NFU7;TET1_HUMAN;80312;TET1;Methylcytosine dioxygenase TET1;TET1,CXXC6,KIAA1676,LCX;NA;0;1;1;3;5;5;4;1.41;0.35;5;6;11;5.5;0.71;0.13;0.01;0.02;0.02;0.02;0.01;0.35;5;11;0.02
Q6IEG0-1;Q6IEG0-1;SNR48_HUMAN;154007;SNRNP48;U11/U12 small nuclear ribonucleoprotein 48 kDa protein;SNRNP48,C6orf151;NA;0;2;1;4;4;5;4;0;0;4;5;9;4.5;0.71;0.16;0.14;0.16;0.18;0.15;0.01;0.08;5;9;0.18
Q8NBK3-1;Q8NBK3-1;SUMF1_HUMAN;285362;SUMF1;Sulfatase-modifying factor 1;SUMF1,FGE;NA;0;3;2;2;5;5;3.5;2.12;0.61;2;8;10;5;4.24;0.85;0.1;0.2;0.2;0.15;0.07;0.49;5;10;0.2
A0AVF1-1;A0AVF1-1;TTC26_HUMAN;79989;TTC26;Tetratricopeptide repeat protein 26;TTC26;NA;0;2;1;5;2;5;3.5;2.12;0.61;5;2;7;3.5;2.12;0.61;0.15;0.05;0.15;0.1;0.08;0.75;5;7;0.15
Q7Z5L9-3;Q7Z5L9-3;I2BP2_HUMAN;359948;IRF2BP2;Interferon regulatory factor 2-binding protein 2;IRF2BP2;NA;0;1;1;5;4;5;4.5;0.71;0.16;8;8;16;8;0;0;0.6;0.54;0.6;0.57;0.04;0.08;5;16;0.6
Q6AW86-2;Q6AW86-2;Z324B_HUMAN;388569;ZNF324B;Zinc finger protein 324B;ZNF324B;NA;0;1;1;4;4;5;4;0;0;6;6;12;6;0;0;0.1;0.08;0.13;0.09;0.01;0.14;5;12;0.13
P43307-1;P43307-1;SSRA_HUMAN;6745;SSR1;Translocon-associated protein subunit alpha;SSR1,TRAPA;NA;0;2;1;5;4;5;4.5;0.71;0.16;17;17;34;17;0;0;0.22;0.14;0.22;0.18;0.06;0.32;5;34;0.22
Q96KA5-1;Q96KA5-1;CLP1L_HUMAN;81037;CLPTM1L;Cleft lip and palate transmembrane protein 1-like protein;CLPTM1L,CRR9;NA;0;2;2;5;3;5;4;1.41;0.35;5;3;8;4;1.41;0.35;0.09;0.06;0.09;0.07;0.02;0.25;5;8;0.09
Q8TF72-1;Q8TF72-1;SHRM3_HUMAN;57619;SHROOM3;Protein Shroom3;SHROOM3,SHRML,KIAA1481;NA;0;1;1;3;5;5;4;1.41;0.35;4;13;17;8.5;6.36;0.75;0.01;0.02;0.02;0.01;0.01;0.36;5;17;0.02
P30613-1;P30613-1;KPYR_HUMAN;5313;PKLR;Pyruvate kinase isozymes R/L;PKLR,PKL,PK1;NA;0;2;2;4;5;5;4.5;0.71;0.16;35;36;71;35.5;0.71;0.02;0.05;0.07;0.07;0.06;0.01;0.18;5;71;0.07
Q9UEE9-1;Q9UEE9-1;CFDP1_HUMAN;10428;CFDP1;Craniofacial development protein 1;CFDP1,BCNT;NA;0;2;1;5;5;5;5;0;0;8;9;17;8.5;0.71;0.08;0.21;0.21;0.21;0.21;0;0;5;17;0.21
Q9NR96-4;Q9NR96-4;TLR9_HUMAN;54106;TLR9;Toll-like receptor 9;TLR9;NA;0;4;1;3;3;5;3;0;0;5;5;10;5;0;0;0.03;0.03;0.05;0.03;0;0.04;5;10;0.05
P15289;P15289;ARSA_HUMAN;410;ARSA;Arylsulfatase A;ARSA;NA;0;1;1;4;2;5;3;1.41;0.47;7;2;9;4.5;3.54;0.79;0.1;0.04;0.12;0.07;0.04;0.56;5;9;0.12
P0C870;P0C870;JMJD7_HUMAN;100137047;JMJD7;JmjC domain-containing protein 7;JMJD7;NA;0;4;1;3;5;5;4;1.41;0.35;3;5;8;4;1.41;0.35;0.13;0.2;0.2;0.16;0.05;0.32;5;8;0.2
P63272;P63272;SPT4H_HUMAN;6827;SUPT4H1;Transcription elongation factor SPT4;SUPT4H1,SPT4H,SUPT4H;NA;0;1;1;5;3;5;4;1.41;0.35;9;8;17;8.5;0.71;0.08;0.7;0.27;0.7;0.49;0.3;0.62;5;17;0.7
O95857;O95857;TSN13_HUMAN;27075;TSPAN13;Tetraspanin-13;TSPAN13,NET6,TM4SF13;NA;0;2;1;5;4;5;4.5;0.71;0.16;7;6;13;6.5;0.71;0.11;0.29;0.26;0.29;0.28;0.02;0.09;5;13;0.29
Q9BXX2-1;Q9BXX2-1;AN30B_HUMAN;374860;ANKRD30B;Ankyrin repeat domain-containing protein 30B;ANKRD30B;NA;0;1;1;4;4;5;4;0;0;5;4;9;4.5;0.71;0.16;0.04;0.03;0.04;0.04;0;0.11;5;9;0.04
Q3SXY8-1;Q3SXY8-1;AR13B_HUMAN;200894;ARL13B;ADP-ribosylation factor-like protein 13B;ARL13B,ARL2L1;NA;0;2;1;4;3;5;3.5;0.71;0.2;5;4;9;4.5;0.71;0.16;0.11;0.1;0.16;0.11;0.01;0.13;5;9;0.16
Q8N5M4;Q8N5M4;TTC9C_HUMAN;283237;TTC9C;Tetratricopeptide repeat protein 9C;TTC9C;NA;0;1;1;5;4;5;4.5;0.71;0.16;8;10;18;9;1.41;0.16;0.33;0.27;0.33;0.3;0.04;0.14;5;18;0.33
P13535;P13535;MYH8_HUMAN;4626;MYH8;Myosin-8;MYH8;NA;0;1;1;0;5;5;2.5;3.54;1.41;0;5;5;2.5;3.54;1.41;0;0.03;0.03;0.02;0.02;1.41;5;5;0.03
O15516;O15516;CLOCK_HUMAN;9575;CLOCK;Circadian locomoter output cycles protein kaput;CLOCK,BHLHE8,KIAA0334;NA;0;1;1;5;0;5;2.5;3.54;1.41;5;0;5;2.5;3.54;1.41;0.05;0;0.05;0.03;0.04;1.41;5;5;0.05
Q96HQ2-1;Q96HQ2-1;C2AIL_HUMAN;91368;CDKN2AIPNL;CDKN2AIP N-terminal-like protein;CDKN2AIPNL;NA;0;2;1;5;2;5;3.5;2.12;0.61;6;2;8;4;2.83;0.71;0.49;0.22;0.49;0.35;0.2;0.55;5;8;0.49
Q9NTG1;Q9NTG1;PKDRE_HUMAN;10343;PKDREJ;Polycystic kidney disease and receptor for egg jelly-related protein;PKDREJ;NA;0;1;1;3;4;5;3.5;0.71;0.2;3;4;7;3.5;0.71;0.2;0.01;0.01;0.02;0.01;0;0.1;5;7;0.02
P30279;P30279;CCND2_HUMAN;894;CCND2;G1/S-specific cyclin-D2;CCND2;NA;0;1;1;5;5;5;5;0;0;7;7;14;7;0;0;0.21;0.21;0.21;0.21;0;0;5;14;0.21
Q99933-1;Q99933-1;BAG1_HUMAN;573;BAG1;BAG family molecular chaperone regulator 1;BAG1,HAP;NA;0;4;3;4;5;5;4.5;0.71;0.16;4;6;10;5;1.41;0.28;0.15;0.18;0.18;0.17;0.02;0.1;5;10;0.18
P37275;P37275;ZEB1_HUMAN;6935;ZEB1;Zinc finger E-box-binding homeobox 1;ZEB1,TCF8,AREB6;NA;0;1;1;5;5;5;5;0;0;9;10;19;9.5;0.71;0.07;0.07;0.07;0.07;0.07;0;0;5;19;0.07
Q8IY33-1;Q8IY33-1;MILK2_HUMAN;79778;MICALL2;MICAL-like protein 2;MICALL2;NA;0;2;1;2;3;5;2.5;0.71;0.28;2;3;5;2.5;0.71;0.28;0.03;0.04;0.08;0.04;0.01;0.17;5;5;0.08
Q14679;Q14679;TTLL4_HUMAN;9654;TTLL4;Tubulin polyglutamylase TTLL4;TTLL4,KIAA0173;NA;0;1;1;5;3;5;4;1.41;0.35;5;3;8;4;1.41;0.35;0.04;0.03;0.04;0.03;0.01;0.35;5;8;0.04
Q9H2G4;Q9H2G4;TSYL2_HUMAN;64061;TSPYL2;Testis-specific Y-encoded-like protein 2;TSPYL2,DENTT,TSPX,CDA1;NA;0;1;1;5;4;5;4.5;0.71;0.16;11;10;21;10.5;0.71;0.07;0.06;0.05;0.06;0.06;0.01;0.11;5;21;0.06
Q6ZWL3-1;Q6ZWL3-1;CP4V2_HUMAN;285440;CYP4V2;Cytochrome P450 4V2;CYP4V2;NA;0;2;1;0;5;5;2.5;3.54;1.41;0;8;8;4;5.66;1.41;0;0.09;0.09;0.05;0.06;1.41;5;8;0.09
P24863-1;P24863-1;CCNC_HUMAN;892;CCNC;Cyclin-C;CCNC;NA;0;2;1;4;5;5;4.5;0.71;0.16;11;12;23;11.5;0.71;0.06;0.16;0.19;0.19;0.17;0.02;0.13;5;23;0.19
Q7Z7K6-2;Q7Z7K6-2;CENPV_HUMAN;201161;CENPV;Centromere protein V;CENPV,PRR6;NA;0;1;1;4;5;5;4.5;0.71;0.16;7;9;16;8;1.41;0.18;0.39;0.57;0.57;0.48;0.13;0.26;5;16;0.57
Q8WUU5;Q8WUU5;GATD1_HUMAN;57798;GATAD1;GATA zinc finger domain-containing protein 1;GATAD1,ODAG;NA;0;1;1;5;5;5;5;0;0;7;8;15;7.5;0.71;0.09;0.23;0.23;0.23;0.23;0;0;5;15;0.23
Q96LW1;Q96LW1;Z354B_HUMAN;117608;ZNF354B;Zinc finger protein 354B;ZNF354B;NA;0;1;1;4;4;5;4;0;0;7;7;14;7;0;0;0.08;0.08;0.09;0.08;0;0.01;5;14;0.09
Q9NPE2-2;Q9NPE2-2;NGRN_HUMAN;51335;NGRN;Neugrin;NGRN,FI58G;NA;0;1;1;4;2;5;3;1.41;0.47;4;2;6;3;1.41;0.47;0.2;0.07;0.22;0.14;0.09;0.66;5;6;0.22
Q16342-1;Q16342-1;PDCD2_HUMAN;5134;PDCD2;Programmed cell death protein 2;PDCD2,RP8,ZMYND7;NA;0;3;2;4;4;5;4;0;0;4;4;8;4;0;0;0.13;0.12;0.15;0.12;0.01;0.05;5;8;0.15
Q9UDX5-1;Q9UDX5-1;MTFP1_HUMAN;51537;MTFP1;Mitochondrial fission process protein 1;MTFP1,MTP18;NA;0;2;1;5;4;5;4.5;0.71;0.16;6;6;12;6;0;0;0.33;0.27;0.33;0.3;0.05;0.16;5;12;0.33
Q13795-1;Q13795-1;ARFRP_HUMAN;10139;ARFRP1;ADP-ribosylation factor-related protein 1;ARFRP1,ARP1;NA;0;2;1;5;5;5;5;0;0;8;6;14;7;1.41;0.2;0.29;0.29;0.29;0.29;0;0;5;14;0.29
Q9BYG4;Q9BYG4;PAR6G_HUMAN;84552;PARD6G;Partitioning defective 6 homolog gamma;PARD6G,PAR6G;NA;0;1;1;3;4;5;3.5;0.71;0.2;3;5;8;4;1.41;0.35;0.1;0.11;0.14;0.11;0.01;0.05;5;8;0.14
Q5XUX1-1;Q5XUX1-1;FBXW9_HUMAN;84261;FBXW9;F-box/WD repeat-containing protein 9;FBXW9,FBW9;NA;0;3;3;4;5;5;4.5;0.71;0.16;5;7;12;6;1.41;0.24;0.08;0.13;0.13;0.11;0.03;0.29;5;12;0.13
Q9Y586;Q9Y586;MB212_HUMAN;10586;MAB21L2;Protein mab-21-like 2;MAB21L2;NA;0;1;1;3;4;5;3.5;0.71;0.2;3;5;8;4;1.41;0.35;0.09;0.1;0.14;0.09;0;0.04;5;8;0.14
Q9Y3C6;Q9Y3C6;PPIL1_HUMAN;51645;PPIL1;Peptidyl-prolyl cis-trans isomerase-like 1;PPIL1,CYPL1;NA;0;1;1;5;5;5;5;0;0;13;14;27;13.5;0.71;0.05;0.36;0.36;0.36;0.36;0;0;5;27;0.36
Q8TC05-1;Q8TC05-1;MDM1_HUMAN;56890;MDM1;Nuclear protein MDM1;MDM1;NA;0;1;1;2;5;5;3.5;2.12;0.61;2;5;7;3.5;2.12;0.61;0.02;0.06;0.06;0.04;0.03;0.65;5;7;0.06
P63218;P63218;GBG5_HUMAN;2787;GNG5;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5;GNG5,GNGT5;NA;0;1;1;4;5;5;4.5;0.71;0.16;10;10;20;10;0;0;0.74;0.9;0.9;0.82;0.11;0.14;5;20;0.9
Q9NZJ9-2;Q9NZJ9-2;NUDT4_HUMAN;100996752,11163;NUDT4;Diphosphoinositol polyphosphate phosphohydrolase 2;NUDT4,KIAA0487,DIPP2;NA;0;3;1;5;5;5;5;0;0;14;15;29;14.5;0.71;0.05;0.39;0.39;0.39;0.39;0;0;5;29;0.39
A0PK00;A0PK00;T120B_HUMAN;144404;TMEM120B;Transmembrane protein 120B;TMEM120B;NA;0;1;1;4;5;5;4.5;0.71;0.16;5;6;11;5.5;0.71;0.13;0.13;0.18;0.18;0.16;0.04;0.22;5;11;0.18
Q6NSJ5;Q6NSJ5;LRC8E_HUMAN;80131;LRRC8E;Leucine-rich repeat-containing protein 8E;LRRC8E;NA;0;1;1;4;3;5;3.5;0.71;0.2;6;5;11;5.5;0.71;0.13;0.06;0.04;0.07;0.05;0.01;0.26;5;11;0.07
Q96QB1-1;Q96QB1-1;RHG07_HUMAN;10395;DLC1;Rho GTPase-activating protein 7;DLC1,KIAA1723,ARHGAP7,STARD12;NA;0;2;2;0;5;5;2.5;3.54;1.41;0;5;5;2.5;3.54;1.41;0;0.04;0.04;0.02;0.03;1.41;5;5;0.04
Q9H4K7;Q9H4K7;GTPB5_HUMAN;26164;GTPBP5;GTP-binding protein 5;GTPBP5,OBGH1;NA;0;1;1;4;4;5;4;0;0;4;4;8;4;0;0;0.09;0.09;0.11;0.09;0;0.02;5;8;0.11
Q6ZT21-1;Q6ZT21-1;TMPPE_HUMAN;643853;TMPPE;Transmembrane protein with metallophosphoesterase domain;TMPPE;NA;0;2;2;3;5;5;4;1.41;0.35;3;6;9;4.5;2.12;0.47;0.08;0.15;0.15;0.12;0.05;0.42;5;9;0.15
Q9UM22-1;Q9UM22-1;EPDR1_HUMAN;54749;EPDR1;Mammalian ependymin-related protein 1;EPDR1,MERP1,UCC1;NA;0;2;1;4;5;5;4.5;0.71;0.16;5;6;11;5.5;0.71;0.13;0.2;0.22;0.22;0.21;0.02;0.09;5;11;0.22
Q8NAG6-1;Q8NAG6-1;ANKL1_HUMAN;126549;ANKLE1;Ankyrin repeat and LEM domain-containing protein 1;ANKLE1,LEM3,ANKRD41;NA;0;2;2;3;5;5;4;1.41;0.35;5;7;12;6;1.41;0.24;0.06;0.09;0.09;0.08;0.02;0.26;5;12;0.09
